date,province_raw,n,province,date_full
226,Hebei,3,15,2020-06-14
227,Hebei,4,15,2020-06-15
228,Hebei,1,15,2020-06-16
0,Fujian,0,16,2019-11-01
1,Fujian,0,16,2019-11-02
2,Fujian,0,16,2019-11-03
3,Fujian,0,16,2019-11-04
4,Fujian,0,16,2019-11-05
5,Fujian,0,16,2019-11-06
6,Fujian,0,16,2019-11-07
7,Fujian,0,16,2019-11-08
8,Fujian,0,16,2019-11-09
9,Fujian,0,16,2019-11-10
10,Fujian,0,16,2019-11-11
11,Fujian,0,16,2019-11-12
12,Fujian,0,16,2019-11-13
13,Fujian,0,16,2019-11-14
14,Fujian,0,16,2019-11-15
15,Fujian,0,16,2019-11-16
16,Fujian,0,16,2019-11-17
17,Fujian,0,16,2019-11-18
18,Fujian,0,16,2019-11-19
19,Fujian,0,16,2019-11-20
20,Fujian,0,16,2019-11-21
21,Fujian,0,16,2019-11-22
22,Fujian,0,16,2019-11-23
23,Fujian,0,16,2019-11-24
24,Fujian,0,16,2019-11-25
25,Fujian,0,16,2019-11-26
26,Fujian,0,16,2019-11-27
27,Fujian,0,16,2019-11-28
28,Fujian,0,16,2019-11-29
29,Fujian,0,16,2019-11-30
30,Fujian,0,16,2019-12-01
31,Fujian,0,16,2019-12-02
32,Fujian,0,16,2019-12-03
33,Fujian,0,16,2019-12-04
34,Fujian,0,16,2019-12-05
35,Fujian,0,16,2019-12-06
36,Fujian,0,16,2019-12-07
37,Fujian,0,16,2019-12-08
38,Fujian,0,16,2019-12-09
39,Fujian,0,16,2019-12-10
40,Fujian,0,16,2019-12-11
41,Fujian,0,16,2019-12-12
42,Fujian,0,16,2019-12-13
43,Fujian,0,16,2019-12-14
44,Fujian,0,16,2019-12-15
45,Fujian,0,16,2019-12-16
46,Fujian,0,16,2019-12-17
47,Fujian,0,16,2019-12-18
48,Fujian,0,16,2019-12-19
49,Fujian,0,16,2019-12-20
50,Fujian,0,16,2019-12-21
51,Fujian,0,16,2019-12-22
52,Fujian,0,16,2019-12-23
53,Fujian,0,16,2019-12-24
54,Fujian,0,16,2019-12-25
55,Fujian,0,16,2019-12-26
56,Fujian,0,16,2019-12-27
57,Fujian,0,16,2019-12-28
58,Fujian,0,16,2019-12-29
59,Fujian,0,16,2019-12-30
60,Fujian,0,16,2019-12-31
61,Fujian,0,16,2020-01-01
62,Fujian,0,16,2020-01-02
63,Fujian,0,16,2020-01-03
64,Fujian,0,16,2020-01-04
65,Fujian,0,16,2020-01-05
66,Fujian,0,16,2020-01-06
67,Fujian,0,16,2020-01-07
68,Fujian,0,16,2020-01-08
69,Fujian,0,16,2020-01-09
70,Fujian,0,16,2020-01-10
71,Fujian,0,16,2020-01-11
72,Fujian,0,16,2020-01-12
73,Fujian,0,16,2020-01-13
74,Fujian,0,16,2020-01-14
75,Fujian,0,16,2020-01-15
76,Fujian,0,16,2020-01-16
77,Fujian,0,16,2020-01-17
78,Fujian,0,16,2020-01-18
79,Fujian,0,16,2020-01-19
80,Fujian,0,16,2020-01-20
81,Fujian,0,16,2020-01-21
82,Fujian,1,16,2020-01-22
83,Fujian,4,16,2020-01-23
84,Fujian,5,16,2020-01-24
85,Fujian,8,16,2020-01-25
86,Fujian,17,16,2020-01-26
87,Fujian,24,16,2020-01-27
88,Fujian,23,16,2020-01-28
89,Fujian,19,16,2020-01-29
90,Fujian,19,16,2020-01-30
91,Fujian,24,16,2020-01-31
92,Fujian,15,16,2020-02-01
93,Fujian,20,16,2020-02-02
94,Fujian,15,16,2020-02-03
95,Fujian,11,16,2020-02-04
96,Fujian,10,16,2020-02-05
97,Fujian,10,16,2020-02-06
98,Fujian,15,16,2020-02-07
99,Fujian,11,16,2020-02-08
100,Fujian,11,16,2020-02-09
101,Fujian,6,16,2020-02-10
102,Fujian,5,16,2020-02-11
103,Fujian,7,16,2020-02-12
104,Fujian,2,16,2020-02-13
105,Fujian,4,16,2020-02-14
106,Fujian,2,16,2020-02-15
107,Fujian,3,16,2020-02-16
108,Fujian,2,16,2020-02-17
109,Fujian,1,16,2020-02-18
110,Fujian,0,16,2020-02-19
111,Fujian,0,16,2020-02-20
112,Fujian,0,16,2020-02-21
113,Fujian,0,16,2020-02-22
114,Fujian,0,16,2020-02-23
115,Fujian,1,16,2020-02-24
116,Fujian,0,16,2020-02-25
117,Fujian,2,16,2020-02-26
118,Fujian,0,16,2020-02-27
119,Fujian,0,16,2020-02-28
120,Fujian,0,16,2020-02-29
121,Fujian,0,16,2020-03-01
122,Fujian,0,16,2020-03-02
123,Fujian,0,16,2020-03-03
124,Fujian,0,16,2020-03-04
126,Fujian,0,16,2020-03-06
127,Fujian,0,16,2020-03-07
128,Fujian,0,16,2020-03-08
129,Fujian,0,16,2020-03-09
130,Fujian,0,16,2020-03-10
131,Fujian,0,16,2020-03-11
132,Fujian,0,16,2020-03-12
133,Fujian,0,16,2020-03-13
134,Fujian,0,16,2020-03-14
135,Fujian,0,16,2020-03-15
136,Fujian,0,16,2020-03-16
137,Fujian,0,16,2020-03-17
138,Fujian,0,16,2020-03-18
139,Fujian,3,16,2020-03-19
140,Fujian,4,16,2020-03-20
141,Fujian,4,16,2020-03-21
142,Fujian,6,16,2020-03-22
143,Fujian,5,16,2020-03-23
144,Fujian,4,16,2020-03-24
145,Fujian,6,16,2020-03-25
146,Fujian,3,16,2020-03-26
147,Fujian,6,16,2020-03-27
148,Fujian,1,16,2020-03-28
149,Fujian,2,16,2020-03-29
150,Fujian,3,16,2020-03-30
151,Fujian,2,16,2020-03-31
152,Fujian,0,16,2020-04-01
153,Fujian,4,16,2020-04-02
154,Fujian,1,16,2020-04-03
155,Fujian,0,16,2020-04-04
156,Fujian,0,16,2020-04-05
157,Fujian,1,16,2020-04-06
158,Fujian,0,16,2020-04-07
159,Fujian,0,16,2020-04-08
160,Fujian,0,16,2020-04-09
161,Fujian,0,16,2020-04-10
162,Fujian,1,16,2020-04-11
163,Fujian,0,16,2020-04-12
164,Fujian,1,16,2020-04-13
165,Fujian,0,16,2020-04-14
166,Fujian,0,16,2020-04-15
167,Fujian,1,16,2020-04-16
168,Fujian,1,16,2020-04-17
169,Fujian,0,16,2020-04-18
170,Fujian,0,16,2020-04-19
171,Fujian,0,16,2020-04-20
172,Fujian,0,16,2020-04-21
173,Fujian,0,16,2020-04-22
174,Fujian,0,16,2020-04-23
175,Fujian,0,16,2020-04-24
176,Fujian,0,16,2020-04-25
177,Fujian,0,16,2020-04-26
178,Fujian,0,16,2020-04-27
179,Fujian,0,16,2020-04-28
180,Fujian,0,16,2020-04-29
181,Fujian,1,16,2020-04-30
182,Fujian,0,16,2020-05-01
183,Fujian,0,16,2020-05-02
184,Fujian,0,16,2020-05-03
185,Fujian,0,16,2020-05-04
186,Fujian,0,16,2020-05-05
187,Fujian,0,16,2020-05-06
188,Fujian,0,16,2020-05-07
189,Fujian,0,16,2020-05-08
190,Fujian,0,16,2020-05-09
191,Fujian,0,16,2020-05-10
192,Fujian,0,16,2020-05-11
193,Fujian,0,16,2020-05-12
194,Fujian,0,16,2020-05-13
195,Fujian,0,16,2020-05-14
196,Fujian,0,16,2020-05-15
197,Fujian,0,16,2020-05-16
198,Fujian,0,16,2020-05-17
199,Fujian,0,16,2020-05-18
200,Fujian,0,16,2020-05-19
201,Fujian,0,16,2020-05-20
202,Fujian,0,16,2020-05-21
203,Fujian,0,16,2020-05-22
204,Fujian,0,16,2020-05-23
205,Fujian,0,16,2020-05-24
206,Fujian,1,16,2020-05-25
207,Fujian,0,16,2020-05-26
208,Fujian,1,16,2020-05-27
209,Fujian,0,16,2020-05-28
210,Fujian,0,16,2020-05-29
211,Fujian,0,16,2020-05-30
212,Fujian,0,16,2020-05-31
213,Fujian,0,16,2020-06-01
214,Fujian,0,16,2020-06-02
215,Fujian,0,16,2020-06-03
216,Fujian,0,16,2020-06-04
217,Fujian,0,16,2020-06-05
218,Fujian,1,16,2020-06-06
219,Fujian,0,16,2020-06-07
220,Fujian,0,16,2020-06-08
221,Fujian,0,16,2020-06-09
222,Fujian,1,16,2020-06-10
223,Fujian,1,16,2020-06-11
224,Fujian,0,16,2020-06-12
225,Fujian,0,16,2020-06-13
226,Fujian,1,16,2020-06-14
227,Fujian,0,16,2020-06-15
228,Fujian,0,16,2020-06-16
0,Guangxi,0,17,2019-11-01
1,Guangxi,0,17,2019-11-02
2,Guangxi,0,17,2019-11-03
3,Guangxi,0,17,2019-11-04
4,Guangxi,0,17,2019-11-05
5,Guangxi,0,17,2019-11-06
6,Guangxi,0,17,2019-11-07
7,Guangxi,0,17,2019-11-08
8,Guangxi,0,17,2019-11-09
9,Guangxi,0,17,2019-11-10
10,Guangxi,0,17,2019-11-11
11,Guangxi,0,17,2019-11-12
12,Guangxi,0,17,2019-11-13
13,Guangxi,0,17,2019-11-14
14,Guangxi,0,17,2019-11-15
15,Guangxi,0,17,2019-11-16
16,Guangxi,0,17,2019-11-17
17,Guangxi,0,17,2019-11-18
18,Guangxi,0,17,2019-11-19
19,Guangxi,0,17,2019-11-20
20,Guangxi,0,17,2019-11-21
21,Guangxi,0,17,2019-11-22
22,Guangxi,0,17,2019-11-23
23,Guangxi,0,17,2019-11-24
24,Guangxi,0,17,2019-11-25
25,Guangxi,0,17,2019-11-26
26,Guangxi,0,17,2019-11-27
27,Guangxi,0,17,2019-11-28
28,Guangxi,0,17,2019-11-29
29,Guangxi,0,17,2019-11-30
30,Guangxi,0,17,2019-12-01
31,Guangxi,0,17,2019-12-02
32,Guangxi,0,17,2019-12-03
33,Guangxi,0,17,2019-12-04
34,Guangxi,0,17,2019-12-05
35,Guangxi,0,17,2019-12-06
36,Guangxi,0,17,2019-12-07
37,Guangxi,0,17,2019-12-08
38,Guangxi,0,17,2019-12-09
39,Guangxi,0,17,2019-12-10
40,Guangxi,0,17,2019-12-11
41,Guangxi,0,17,2019-12-12
42,Guangxi,0,17,2019-12-13
43,Guangxi,0,17,2019-12-14
44,Guangxi,0,17,2019-12-15
45,Guangxi,0,17,2019-12-16
46,Guangxi,0,17,2019-12-17
47,Guangxi,0,17,2019-12-18
48,Guangxi,0,17,2019-12-19
49,Guangxi,0,17,2019-12-20
50,Guangxi,0,17,2019-12-21
51,Guangxi,0,17,2019-12-22
52,Guangxi,0,17,2019-12-23
53,Guangxi,0,17,2019-12-24
54,Guangxi,0,17,2019-12-25
55,Guangxi,0,17,2019-12-26
56,Guangxi,0,17,2019-12-27
57,Guangxi,0,17,2019-12-28
58,Guangxi,0,17,2019-12-29
59,Guangxi,0,17,2019-12-30
60,Guangxi,0,17,2019-12-31
61,Guangxi,0,17,2020-01-01
62,Guangxi,0,17,2020-01-02
63,Guangxi,0,17,2020-01-03
64,Guangxi,0,17,2020-01-04
65,Guangxi,0,17,2020-01-05
66,Guangxi,0,17,2020-01-06
67,Guangxi,0,17,2020-01-07
68,Guangxi,0,17,2020-01-08
69,Guangxi,0,17,2020-01-09
70,Guangxi,0,17,2020-01-10
71,Guangxi,0,17,2020-01-11
72,Guangxi,0,17,2020-01-12
73,Guangxi,0,17,2020-01-13
74,Guangxi,0,17,2020-01-14
75,Guangxi,0,17,2020-01-15
76,Guangxi,0,17,2020-01-16
77,Guangxi,0,17,2020-01-17
78,Guangxi,0,17,2020-01-18
79,Guangxi,0,17,2020-01-19
80,Guangxi,0,17,2020-01-20
81,Guangxi,0,17,2020-01-21
82,Guangxi,5,17,2020-01-22
83,Guangxi,8,17,2020-01-23
84,Guangxi,10,17,2020-01-24
85,Guangxi,10,17,2020-01-25
86,Guangxi,13,17,2020-01-26
87,Guangxi,5,17,2020-01-27
88,Guangxi,7,17,2020-01-28
89,Guangxi,20,17,2020-01-29
90,Guangxi,9,17,2020-01-30
91,Guangxi,13,17,2020-01-31
92,Guangxi,11,17,2020-02-01
93,Guangxi,16,17,2020-02-02
94,Guangxi,12,17,2020-02-03
95,Guangxi,11,17,2020-02-04
96,Guangxi,18,17,2020-02-05
97,Guangxi,18,17,2020-02-06
98,Guangxi,11,17,2020-02-07
99,Guangxi,12,17,2020-02-08
100,Guangxi,15,17,2020-02-09
101,Guangxi,5,17,2020-02-10
102,Guangxi,7,17,2020-02-11
103,Guangxi,0,17,2020-02-12
104,Guangxi,4,17,2020-02-13
105,Guangxi,9,17,2020-02-14
106,Guangxi,2,17,2020-02-15
107,Guangxi,1,17,2020-02-16
108,Guangxi,4,17,2020-02-17
109,Guangxi,2,17,2020-02-18
110,Guangxi,1,17,2020-02-19
111,Guangxi,1,17,2020-02-20
112,Guangxi,3,17,2020-02-21
113,Guangxi,0,17,2020-02-22
114,Guangxi,2,17,2020-02-23
115,Guangxi,1,17,2020-02-24
116,Guangxi,0,17,2020-02-25
117,Guangxi,0,17,2020-02-26
118,Guangxi,0,17,2020-02-27
119,Guangxi,0,17,2020-02-28
120,Guangxi,0,17,2020-02-29
121,Guangxi,0,17,2020-03-01
122,Guangxi,0,17,2020-03-02
123,Guangxi,0,17,2020-03-03
124,Guangxi,0,17,2020-03-04
126,Guangxi,0,17,2020-03-06
127,Guangxi,0,17,2020-03-07
128,Guangxi,0,17,2020-03-08
129,Guangxi,0,17,2020-03-09
130,Guangxi,0,17,2020-03-10
131,Guangxi,0,17,2020-03-11
132,Guangxi,0,17,2020-03-12
133,Guangxi,0,17,2020-03-13
134,Guangxi,0,17,2020-03-14
135,Guangxi,0,17,2020-03-15
136,Guangxi,1,17,2020-03-16
137,Guangxi,0,17,2020-03-17
138,Guangxi,0,17,2020-03-18
139,Guangxi,1,17,2020-03-19
140,Guangxi,0,17,2020-03-20
141,Guangxi,0,17,2020-03-21
142,Guangxi,0,17,2020-03-22
143,Guangxi,0,17,2020-03-23
144,Guangxi,0,17,2020-03-24
145,Guangxi,0,17,2020-03-25
146,Guangxi,0,17,2020-03-26
147,Guangxi,0,17,2020-03-27
148,Guangxi,0,17,2020-03-28
149,Guangxi,0,17,2020-03-29
150,Guangxi,0,17,2020-03-30
151,Guangxi,0,17,2020-03-31
152,Guangxi,0,17,2020-04-01
153,Guangxi,0,17,2020-04-02
154,Guangxi,0,17,2020-04-03
155,Guangxi,0,17,2020-04-04
156,Guangxi,0,17,2020-04-05
157,Guangxi,0,17,2020-04-06
158,Guangxi,0,17,2020-04-07
159,Guangxi,0,17,2020-04-08
160,Guangxi,0,17,2020-04-09
161,Guangxi,0,17,2020-04-10
162,Guangxi,0,17,2020-04-11
163,Guangxi,0,17,2020-04-12
164,Guangxi,0,17,2020-04-13
165,Guangxi,0,17,2020-04-14
166,Guangxi,0,17,2020-04-15
167,Guangxi,0,17,2020-04-16
168,Guangxi,0,17,2020-04-17
169,Guangxi,0,17,2020-04-18
170,Guangxi,0,17,2020-04-19
171,Guangxi,0,17,2020-04-20
172,Guangxi,0,17,2020-04-21
173,Guangxi,0,17,2020-04-22
174,Guangxi,0,17,2020-04-23
175,Guangxi,0,17,2020-04-24
176,Guangxi,0,17,2020-04-25
177,Guangxi,0,17,2020-04-26
178,Guangxi,0,17,2020-04-27
179,Guangxi,0,17,2020-04-28
180,Guangxi,0,17,2020-04-29
181,Guangxi,0,17,2020-04-30
182,Guangxi,0,17,2020-05-01
183,Guangxi,0,17,2020-05-02
184,Guangxi,0,17,2020-05-03
185,Guangxi,0,17,2020-05-04
186,Guangxi,0,17,2020-05-05
187,Guangxi,0,17,2020-05-06
188,Guangxi,0,17,2020-05-07
189,Guangxi,0,17,2020-05-08
190,Guangxi,0,17,2020-05-09
191,Guangxi,0,17,2020-05-10
192,Guangxi,0,17,2020-05-11
193,Guangxi,0,17,2020-05-12
194,Guangxi,0,17,2020-05-13
195,Guangxi,0,17,2020-05-14
196,Guangxi,0,17,2020-05-15
197,Guangxi,0,17,2020-05-16
198,Guangxi,0,17,2020-05-17
199,Guangxi,0,17,2020-05-18
200,Guangxi,0,17,2020-05-19
201,Guangxi,0,17,2020-05-20
202,Guangxi,0,17,2020-05-21
203,Guangxi,0,17,2020-05-22
204,Guangxi,0,17,2020-05-23
205,Guangxi,0,17,2020-05-24
206,Guangxi,0,17,2020-05-25
207,Guangxi,0,17,2020-05-26
208,Guangxi,0,17,2020-05-27
209,Guangxi,0,17,2020-05-28
210,Guangxi,0,17,2020-05-29
211,Guangxi,0,17,2020-05-30
212,Guangxi,0,17,2020-05-31
213,Guangxi,0,17,2020-06-01
214,Guangxi,0,17,2020-06-02
215,Guangxi,0,17,2020-06-03
216,Guangxi,0,17,2020-06-04
217,Guangxi,0,17,2020-06-05
218,Guangxi,0,17,2020-06-06
219,Guangxi,0,17,2020-06-07
220,Guangxi,0,17,2020-06-08
221,Guangxi,0,17,2020-06-09
222,Guangxi,0,17,2020-06-10
223,Guangxi,0,17,2020-06-11
224,Guangxi,0,17,2020-06-12
225,Guangxi,0,17,2020-06-13
226,Guangxi,0,17,2020-06-14
227,Guangxi,0,17,2020-06-15
228,Guangxi,0,17,2020-06-16
0,Shaanxi,0,18,2019-11-01
1,Shaanxi,0,18,2019-11-02
2,Shaanxi,0,18,2019-11-03
3,Shaanxi,0,18,2019-11-04
4,Shaanxi,0,18,2019-11-05
5,Shaanxi,0,18,2019-11-06
6,Shaanxi,0,18,2019-11-07
7,Shaanxi,0,18,2019-11-08
8,Shaanxi,0,18,2019-11-09
9,Shaanxi,0,18,2019-11-10
10,Shaanxi,0,18,2019-11-11
11,Shaanxi,0,18,2019-11-12
12,Shaanxi,0,18,2019-11-13
13,Shaanxi,0,18,2019-11-14
14,Shaanxi,0,18,2019-11-15
15,Shaanxi,0,18,2019-11-16
16,Shaanxi,0,18,2019-11-17
17,Shaanxi,0,18,2019-11-18
18,Shaanxi,0,18,2019-11-19
19,Shaanxi,0,18,2019-11-20
20,Shaanxi,0,18,2019-11-21
21,Shaanxi,0,18,2019-11-22
22,Shaanxi,0,18,2019-11-23
23,Shaanxi,0,18,2019-11-24
24,Shaanxi,0,18,2019-11-25
25,Shaanxi,0,18,2019-11-26
26,Shaanxi,0,18,2019-11-27
27,Shaanxi,0,18,2019-11-28
28,Shaanxi,0,18,2019-11-29
29,Shaanxi,0,18,2019-11-30
30,Shaanxi,0,18,2019-12-01
31,Shaanxi,0,18,2019-12-02
32,Shaanxi,0,18,2019-12-03
33,Shaanxi,0,18,2019-12-04
34,Shaanxi,0,18,2019-12-05
35,Shaanxi,0,18,2019-12-06
36,Shaanxi,0,18,2019-12-07
37,Shaanxi,0,18,2019-12-08
38,Shaanxi,0,18,2019-12-09
39,Shaanxi,0,18,2019-12-10
40,Shaanxi,0,18,2019-12-11
41,Shaanxi,0,18,2019-12-12
42,Shaanxi,0,18,2019-12-13
43,Shaanxi,0,18,2019-12-14
44,Shaanxi,0,18,2019-12-15
45,Shaanxi,0,18,2019-12-16
46,Shaanxi,0,18,2019-12-17
47,Shaanxi,0,18,2019-12-18
48,Shaanxi,0,18,2019-12-19
49,Shaanxi,0,18,2019-12-20
50,Shaanxi,0,18,2019-12-21
51,Shaanxi,0,18,2019-12-22
52,Shaanxi,0,18,2019-12-23
53,Shaanxi,0,18,2019-12-24
54,Shaanxi,0,18,2019-12-25
55,Shaanxi,0,18,2019-12-26
56,Shaanxi,0,18,2019-12-27
57,Shaanxi,0,18,2019-12-28
58,Shaanxi,0,18,2019-12-29
59,Shaanxi,0,18,2019-12-30
60,Shaanxi,0,18,2019-12-31
61,Shaanxi,0,18,2020-01-01
62,Shaanxi,0,18,2020-01-02
63,Shaanxi,0,18,2020-01-03
64,Shaanxi,0,18,2020-01-04
65,Shaanxi,0,18,2020-01-05
66,Shaanxi,0,18,2020-01-06
67,Shaanxi,0,18,2020-01-07
68,Shaanxi,0,18,2020-01-08
69,Shaanxi,0,18,2020-01-09
70,Shaanxi,0,18,2020-01-10
71,Shaanxi,0,18,2020-01-11
72,Shaanxi,0,18,2020-01-12
73,Shaanxi,0,18,2020-01-13
74,Shaanxi,0,18,2020-01-14
75,Shaanxi,0,18,2020-01-15
76,Shaanxi,0,18,2020-01-16
77,Shaanxi,0,18,2020-01-17
78,Shaanxi,0,18,2020-01-18
79,Shaanxi,0,18,2020-01-19
80,Shaanxi,0,18,2020-01-20
81,Shaanxi,0,18,2020-01-21
82,Shaanxi,0,18,2020-01-22
83,Shaanxi,3,18,2020-01-23
84,Shaanxi,2,18,2020-01-24
85,Shaanxi,10,18,2020-01-25
86,Shaanxi,7,18,2020-01-26
87,Shaanxi,13,18,2020-01-27
88,Shaanxi,11,18,2020-01-28
89,Shaanxi,17,18,2020-01-29
90,Shaanxi,24,18,2020-01-30
91,Shaanxi,15,18,2020-01-31
92,Shaanxi,15,18,2020-02-01
93,Shaanxi,12,18,2020-02-02
94,Shaanxi,14,18,2020-02-03
95,Shaanxi,23,18,2020-02-04
96,Shaanxi,8,18,2020-02-05
97,Shaanxi,8,18,2020-02-06
98,Shaanxi,11,18,2020-02-07
99,Shaanxi,13,18,2020-02-08
100,Shaanxi,5,18,2020-02-09
101,Shaanxi,6,18,2020-02-10
102,Shaanxi,6,18,2020-02-11
103,Shaanxi,4,18,2020-02-12
104,Shaanxi,1,18,2020-02-13
105,Shaanxi,2,18,2020-02-14
106,Shaanxi,4,18,2020-02-15
107,Shaanxi,4,18,2020-02-16
108,Shaanxi,0,18,2020-02-17
109,Shaanxi,2,18,2020-02-18
110,Shaanxi,3,18,2020-02-19
111,Shaanxi,0,18,2020-02-20
112,Shaanxi,0,18,2020-02-21
113,Shaanxi,0,18,2020-02-22
114,Shaanxi,0,18,2020-02-23
115,Shaanxi,0,18,2020-02-24
116,Shaanxi,0,18,2020-02-25
117,Shaanxi,0,18,2020-02-26
118,Shaanxi,0,18,2020-02-27
119,Shaanxi,0,18,2020-02-28
120,Shaanxi,0,18,2020-02-29
121,Shaanxi,0,18,2020-03-01
122,Shaanxi,0,18,2020-03-02
123,Shaanxi,0,18,2020-03-03
124,Shaanxi,0,18,2020-03-04
126,Shaanxi,0,18,2020-03-06
127,Shaanxi,0,18,2020-03-07
128,Shaanxi,0,18,2020-03-08
129,Shaanxi,0,18,2020-03-09
130,Shaanxi,0,18,2020-03-10
131,Shaanxi,0,18,2020-03-11
132,Shaanxi,0,18,2020-03-12
133,Shaanxi,0,18,2020-03-13
134,Shaanxi,0,18,2020-03-14
135,Shaanxi,0,18,2020-03-15
136,Shaanxi,1,18,2020-03-16
137,Shaanxi,0,18,2020-03-17
138,Shaanxi,0,18,2020-03-18
139,Shaanxi,0,18,2020-03-19
140,Shaanxi,2,18,2020-03-20
141,Shaanxi,0,18,2020-03-21
142,Shaanxi,0,18,2020-03-22
143,Shaanxi,0,18,2020-03-23
144,Shaanxi,1,18,2020-03-24
145,Shaanxi,3,18,2020-03-25
146,Shaanxi,1,18,2020-03-26
147,Shaanxi,0,18,2020-03-27
148,Shaanxi,0,18,2020-03-28
149,Shaanxi,0,18,2020-03-29
150,Shaanxi,0,18,2020-03-30
151,Shaanxi,2,18,2020-03-31
152,Shaanxi,0,18,2020-04-01
153,Shaanxi,0,18,2020-04-02
154,Shaanxi,1,18,2020-04-03
155,Shaanxi,0,18,2020-04-04
156,Shaanxi,0,18,2020-04-05
157,Shaanxi,0,18,2020-04-06
158,Shaanxi,0,18,2020-04-07
159,Shaanxi,0,18,2020-04-08
160,Shaanxi,0,18,2020-04-09
161,Shaanxi,0,18,2020-04-10
162,Shaanxi,0,18,2020-04-11
163,Shaanxi,0,18,2020-04-12
164,Shaanxi,0,18,2020-04-13
165,Shaanxi,0,18,2020-04-14
166,Shaanxi,0,18,2020-04-15
167,Shaanxi,0,18,2020-04-16
168,Shaanxi,0,18,2020-04-17
169,Shaanxi,0,18,2020-04-18
170,Shaanxi,0,18,2020-04-19
171,Shaanxi,0,18,2020-04-20
172,Shaanxi,21,18,2020-04-21
173,Shaanxi,2,18,2020-04-22
174,Shaanxi,0,18,2020-04-23
175,Shaanxi,4,18,2020-04-24
176,Shaanxi,3,18,2020-04-25
177,Shaanxi,0,18,2020-04-26
178,Shaanxi,0,18,2020-04-27
179,Shaanxi,20,18,2020-04-28
180,Shaanxi,0,18,2020-04-29
181,Shaanxi,0,18,2020-04-30
182,Shaanxi,0,18,2020-05-01
183,Shaanxi,0,18,2020-05-02
184,Shaanxi,0,18,2020-05-03
185,Shaanxi,0,18,2020-05-04
186,Shaanxi,2,18,2020-05-05
187,Shaanxi,0,18,2020-05-06
188,Shaanxi,0,18,2020-05-07
189,Shaanxi,0,18,2020-05-08
190,Shaanxi,0,18,2020-05-09
191,Shaanxi,0,18,2020-05-10
192,Shaanxi,0,18,2020-05-11
193,Shaanxi,0,18,2020-05-12
194,Shaanxi,0,18,2020-05-13
195,Shaanxi,0,18,2020-05-14
196,Shaanxi,0,18,2020-05-15
197,Shaanxi,0,18,2020-05-16
198,Shaanxi,0,18,2020-05-17
199,Shaanxi,0,18,2020-05-18
200,Shaanxi,0,18,2020-05-19
201,Shaanxi,0,18,2020-05-20
202,Shaanxi,0,18,2020-05-21
203,Shaanxi,0,18,2020-05-22
204,Shaanxi,0,18,2020-05-23
205,Shaanxi,0,18,2020-05-24
206,Shaanxi,0,18,2020-05-25
207,Shaanxi,0,18,2020-05-26
208,Shaanxi,0,18,2020-05-27
209,Shaanxi,0,18,2020-05-28
210,Shaanxi,0,18,2020-05-29
211,Shaanxi,0,18,2020-05-30
212,Shaanxi,0,18,2020-05-31
213,Shaanxi,1,18,2020-06-01
214,Shaanxi,0,18,2020-06-02
215,Shaanxi,0,18,2020-06-03
216,Shaanxi,0,18,2020-06-04
217,Shaanxi,0,18,2020-06-05
218,Shaanxi,2,18,2020-06-06
219,Shaanxi,0,18,2020-06-07
220,Shaanxi,0,18,2020-06-08
221,Shaanxi,0,18,2020-06-09
222,Shaanxi,0,18,2020-06-10
223,Shaanxi,0,18,2020-06-11
224,Shaanxi,0,18,2020-06-12
225,Shaanxi,0,18,2020-06-13
226,Shaanxi,2,18,2020-06-14
227,Shaanxi,0,18,2020-06-15
228,Shaanxi,0,18,2020-06-16
0,Yunnan,0,19,2019-11-01
1,Yunnan,0,19,2019-11-02
2,Yunnan,0,19,2019-11-03
3,Yunnan,0,19,2019-11-04
4,Yunnan,0,19,2019-11-05
5,Yunnan,0,19,2019-11-06
6,Yunnan,0,19,2019-11-07
7,Yunnan,0,19,2019-11-08
8,Yunnan,0,19,2019-11-09
9,Yunnan,0,19,2019-11-10
10,Yunnan,0,19,2019-11-11
11,Yunnan,0,19,2019-11-12
12,Yunnan,0,19,2019-11-13
13,Yunnan,0,19,2019-11-14
14,Yunnan,0,19,2019-11-15
15,Yunnan,0,19,2019-11-16
16,Yunnan,0,19,2019-11-17
17,Yunnan,0,19,2019-11-18
18,Yunnan,0,19,2019-11-19
19,Yunnan,0,19,2019-11-20
20,Yunnan,0,19,2019-11-21
21,Yunnan,0,19,2019-11-22
22,Yunnan,0,19,2019-11-23
23,Yunnan,0,19,2019-11-24
24,Yunnan,0,19,2019-11-25
25,Yunnan,0,19,2019-11-26
26,Yunnan,0,19,2019-11-27
27,Yunnan,0,19,2019-11-28
28,Yunnan,0,19,2019-11-29
29,Yunnan,0,19,2019-11-30
30,Yunnan,0,19,2019-12-01
31,Yunnan,0,19,2019-12-02
32,Yunnan,0,19,2019-12-03
33,Yunnan,0,19,2019-12-04
34,Yunnan,0,19,2019-12-05
35,Yunnan,0,19,2019-12-06
36,Yunnan,0,19,2019-12-07
37,Yunnan,0,19,2019-12-08
38,Yunnan,0,19,2019-12-09
39,Yunnan,0,19,2019-12-10
40,Yunnan,0,19,2019-12-11
41,Yunnan,0,19,2019-12-12
42,Yunnan,0,19,2019-12-13
43,Yunnan,0,19,2019-12-14
44,Yunnan,0,19,2019-12-15
45,Yunnan,0,19,2019-12-16
46,Yunnan,0,19,2019-12-17
47,Yunnan,0,19,2019-12-18
48,Yunnan,0,19,2019-12-19
