date,province_raw,n,province,date_full
153,Shandong,3,8,2020-04-02
154,Shandong,0,8,2020-04-03
155,Shandong,1,8,2020-04-04
156,Shandong,1,8,2020-04-05
157,Shandong,1,8,2020-04-06
158,Shandong,2,8,2020-04-07
159,Shandong,0,8,2020-04-08
160,Shandong,0,8,2020-04-09
161,Shandong,1,8,2020-04-10
162,Shandong,0,8,2020-04-11
163,Shandong,0,8,2020-04-12
164,Shandong,0,8,2020-04-13
165,Shandong,0,8,2020-04-14
166,Shandong,0,8,2020-04-15
167,Shandong,3,8,2020-04-16
168,Shandong,0,8,2020-04-17
169,Shandong,0,8,2020-04-18
170,Shandong,0,8,2020-04-19
171,Shandong,0,8,2020-04-20
172,Shandong,0,8,2020-04-21
173,Shandong,0,8,2020-04-22
174,Shandong,0,8,2020-04-23
175,Shandong,0,8,2020-04-24
176,Shandong,0,8,2020-04-25
177,Shandong,0,8,2020-04-26
178,Shandong,0,8,2020-04-27
179,Shandong,0,8,2020-04-28
180,Shandong,0,8,2020-04-29
181,Shandong,0,8,2020-04-30
182,Shandong,0,8,2020-05-01
183,Shandong,0,8,2020-05-02
184,Shandong,1,8,2020-05-03
185,Shandong,0,8,2020-05-04
186,Shandong,0,8,2020-05-05
187,Shandong,0,8,2020-05-06
188,Shandong,0,8,2020-05-07
189,Shandong,0,8,2020-05-08
190,Shandong,0,8,2020-05-09
191,Shandong,0,8,2020-05-10
192,Shandong,0,8,2020-05-11
193,Shandong,0,8,2020-05-12
194,Shandong,0,8,2020-05-13
195,Shandong,0,8,2020-05-14
196,Shandong,0,8,2020-05-15
197,Shandong,0,8,2020-05-16
198,Shandong,0,8,2020-05-17
199,Shandong,0,8,2020-05-18
200,Shandong,0,8,2020-05-19
201,Shandong,0,8,2020-05-20
202,Shandong,0,8,2020-05-21
203,Shandong,0,8,2020-05-22
204,Shandong,0,8,2020-05-23
205,Shandong,0,8,2020-05-24
206,Shandong,0,8,2020-05-25
207,Shandong,0,8,2020-05-26
208,Shandong,0,8,2020-05-27
209,Shandong,0,8,2020-05-28
210,Shandong,2,8,2020-05-29
211,Shandong,2,8,2020-05-30
212,Shandong,0,8,2020-05-31
213,Shandong,0,8,2020-06-01
214,Shandong,0,8,2020-06-02
215,Shandong,0,8,2020-06-03
216,Shandong,0,8,2020-06-04
217,Shandong,0,8,2020-06-05
218,Shandong,0,8,2020-06-06
219,Shandong,0,8,2020-06-07
220,Shandong,0,8,2020-06-08
221,Shandong,0,8,2020-06-09
222,Shandong,0,8,2020-06-10
223,Shandong,0,8,2020-06-11
224,Shandong,0,8,2020-06-12
225,Shandong,0,8,2020-06-13
226,Shandong,0,8,2020-06-14
227,Shandong,0,8,2020-06-15
228,Shandong,0,8,2020-06-16
0,Jiangsu,0,9,2019-11-01
1,Jiangsu,0,9,2019-11-02
2,Jiangsu,0,9,2019-11-03
3,Jiangsu,0,9,2019-11-04
4,Jiangsu,0,9,2019-11-05
5,Jiangsu,0,9,2019-11-06
6,Jiangsu,0,9,2019-11-07
7,Jiangsu,0,9,2019-11-08
8,Jiangsu,0,9,2019-11-09
9,Jiangsu,0,9,2019-11-10
10,Jiangsu,0,9,2019-11-11
11,Jiangsu,0,9,2019-11-12
12,Jiangsu,0,9,2019-11-13
13,Jiangsu,0,9,2019-11-14
14,Jiangsu,0,9,2019-11-15
15,Jiangsu,0,9,2019-11-16
16,Jiangsu,0,9,2019-11-17
17,Jiangsu,0,9,2019-11-18
18,Jiangsu,0,9,2019-11-19
19,Jiangsu,0,9,2019-11-20
20,Jiangsu,0,9,2019-11-21
21,Jiangsu,0,9,2019-11-22
22,Jiangsu,0,9,2019-11-23
23,Jiangsu,0,9,2019-11-24
24,Jiangsu,0,9,2019-11-25
25,Jiangsu,0,9,2019-11-26
26,Jiangsu,0,9,2019-11-27
27,Jiangsu,0,9,2019-11-28
28,Jiangsu,0,9,2019-11-29
29,Jiangsu,0,9,2019-11-30
30,Jiangsu,0,9,2019-12-01
31,Jiangsu,0,9,2019-12-02
32,Jiangsu,0,9,2019-12-03
33,Jiangsu,0,9,2019-12-04
34,Jiangsu,0,9,2019-12-05
35,Jiangsu,0,9,2019-12-06
36,Jiangsu,0,9,2019-12-07
37,Jiangsu,0,9,2019-12-08
38,Jiangsu,0,9,2019-12-09
39,Jiangsu,0,9,2019-12-10
40,Jiangsu,0,9,2019-12-11
41,Jiangsu,0,9,2019-12-12
42,Jiangsu,0,9,2019-12-13
43,Jiangsu,0,9,2019-12-14
44,Jiangsu,0,9,2019-12-15
45,Jiangsu,0,9,2019-12-16
46,Jiangsu,0,9,2019-12-17
47,Jiangsu,0,9,2019-12-18
48,Jiangsu,0,9,2019-12-19
49,Jiangsu,0,9,2019-12-20
50,Jiangsu,0,9,2019-12-21
51,Jiangsu,0,9,2019-12-22
52,Jiangsu,0,9,2019-12-23
53,Jiangsu,0,9,2019-12-24
54,Jiangsu,0,9,2019-12-25
55,Jiangsu,0,9,2019-12-26
56,Jiangsu,0,9,2019-12-27
57,Jiangsu,0,9,2019-12-28
58,Jiangsu,0,9,2019-12-29
59,Jiangsu,0,9,2019-12-30
60,Jiangsu,0,9,2019-12-31
61,Jiangsu,0,9,2020-01-01
62,Jiangsu,0,9,2020-01-02
63,Jiangsu,0,9,2020-01-03
64,Jiangsu,0,9,2020-01-04
65,Jiangsu,0,9,2020-01-05
66,Jiangsu,0,9,2020-01-06
67,Jiangsu,0,9,2020-01-07
68,Jiangsu,0,9,2020-01-08
69,Jiangsu,0,9,2020-01-09
70,Jiangsu,0,9,2020-01-10
71,Jiangsu,0,9,2020-01-11
72,Jiangsu,0,9,2020-01-12
73,Jiangsu,0,9,2020-01-13
74,Jiangsu,0,9,2020-01-14
75,Jiangsu,0,9,2020-01-15
76,Jiangsu,0,9,2020-01-16
77,Jiangsu,0,9,2020-01-17
78,Jiangsu,0,9,2020-01-18
79,Jiangsu,0,9,2020-01-19
80,Jiangsu,0,9,2020-01-20
81,Jiangsu,0,9,2020-01-21
82,Jiangsu,1,9,2020-01-22
83,Jiangsu,4,9,2020-01-23
84,Jiangsu,9,9,2020-01-24
85,Jiangsu,17,9,2020-01-25
86,Jiangsu,16,9,2020-01-26
87,Jiangsu,23,9,2020-01-27
88,Jiangsu,29,9,2020-01-28
89,Jiangsu,30,9,2020-01-29
90,Jiangsu,39,9,2020-01-30
91,Jiangsu,34,9,2020-01-31
92,Jiangsu,34,9,2020-02-01
93,Jiangsu,35,9,2020-02-02
94,Jiangsu,37,9,2020-02-03
95,Jiangsu,33,9,2020-02-04
96,Jiangsu,32,9,2020-02-05
97,Jiangsu,32,9,2020-02-06
98,Jiangsu,31,9,2020-02-07
99,Jiangsu,29,9,2020-02-08
100,Jiangsu,24,9,2020-02-09
101,Jiangsu,23,9,2020-02-10
102,Jiangsu,28,9,2020-02-11
103,Jiangsu,27,9,2020-02-12
104,Jiangsu,23,9,2020-02-13
105,Jiangsu,11,9,2020-02-14
106,Jiangsu,13,9,2020-02-15
107,Jiangsu,9,9,2020-02-16
108,Jiangsu,3,9,2020-02-17
109,Jiangsu,2,9,2020-02-18
110,Jiangsu,0,9,2020-02-19
111,Jiangsu,0,9,2020-02-20
112,Jiangsu,0,9,2020-02-21
113,Jiangsu,0,9,2020-02-22
114,Jiangsu,0,9,2020-02-23
115,Jiangsu,0,9,2020-02-24
116,Jiangsu,0,9,2020-02-25
117,Jiangsu,0,9,2020-02-26
118,Jiangsu,0,9,2020-02-27
119,Jiangsu,0,9,2020-02-28
120,Jiangsu,0,9,2020-02-29
121,Jiangsu,0,9,2020-03-01
122,Jiangsu,0,9,2020-03-02
123,Jiangsu,0,9,2020-03-03
124,Jiangsu,0,9,2020-03-04
126,Jiangsu,0,9,2020-03-06
127,Jiangsu,0,9,2020-03-07
128,Jiangsu,0,9,2020-03-08
129,Jiangsu,0,9,2020-03-09
130,Jiangsu,0,9,2020-03-10
131,Jiangsu,0,9,2020-03-11
132,Jiangsu,0,9,2020-03-12
133,Jiangsu,0,9,2020-03-13
134,Jiangsu,0,9,2020-03-14
135,Jiangsu,0,9,2020-03-15
136,Jiangsu,0,9,2020-03-16
137,Jiangsu,0,9,2020-03-17
138,Jiangsu,0,9,2020-03-18
139,Jiangsu,0,9,2020-03-19
140,Jiangsu,0,9,2020-03-20
141,Jiangsu,2,9,2020-03-21
142,Jiangsu,0,9,2020-03-22
143,Jiangsu,3,9,2020-03-23
144,Jiangsu,2,9,2020-03-24
145,Jiangsu,2,9,2020-03-25
146,Jiangsu,1,9,2020-03-26
147,Jiangsu,0,9,2020-03-27
148,Jiangsu,3,9,2020-03-28
149,Jiangsu,1,9,2020-03-29
150,Jiangsu,1,9,2020-03-30
151,Jiangsu,0,9,2020-03-31
152,Jiangsu,1,9,2020-04-01
153,Jiangsu,4,9,2020-04-02
154,Jiangsu,0,9,2020-04-03
155,Jiangsu,0,9,2020-04-04
156,Jiangsu,0,9,2020-04-05
157,Jiangsu,0,9,2020-04-06
158,Jiangsu,0,9,2020-04-07
159,Jiangsu,0,9,2020-04-08
160,Jiangsu,0,9,2020-04-09
161,Jiangsu,1,9,2020-04-10
162,Jiangsu,1,9,2020-04-11
163,Jiangsu,0,9,2020-04-12
164,Jiangsu,0,9,2020-04-13
165,Jiangsu,0,9,2020-04-14
166,Jiangsu,0,9,2020-04-15
167,Jiangsu,0,9,2020-04-16
168,Jiangsu,0,9,2020-04-17
169,Jiangsu,0,9,2020-04-18
170,Jiangsu,0,9,2020-04-19
171,Jiangsu,0,9,2020-04-20
172,Jiangsu,0,9,2020-04-21
173,Jiangsu,0,9,2020-04-22
174,Jiangsu,0,9,2020-04-23
175,Jiangsu,0,9,2020-04-24
176,Jiangsu,0,9,2020-04-25
177,Jiangsu,0,9,2020-04-26
178,Jiangsu,0,9,2020-04-27
179,Jiangsu,0,9,2020-04-28
180,Jiangsu,0,9,2020-04-29
181,Jiangsu,0,9,2020-04-30
182,Jiangsu,0,9,2020-05-01
183,Jiangsu,0,9,2020-05-02
184,Jiangsu,0,9,2020-05-03
185,Jiangsu,0,9,2020-05-04
186,Jiangsu,0,9,2020-05-05
187,Jiangsu,0,9,2020-05-06
188,Jiangsu,0,9,2020-05-07
189,Jiangsu,0,9,2020-05-08
190,Jiangsu,0,9,2020-05-09
191,Jiangsu,0,9,2020-05-10
192,Jiangsu,0,9,2020-05-11
193,Jiangsu,0,9,2020-05-12
194,Jiangsu,0,9,2020-05-13
195,Jiangsu,0,9,2020-05-14
196,Jiangsu,0,9,2020-05-15
197,Jiangsu,0,9,2020-05-16
198,Jiangsu,0,9,2020-05-17
199,Jiangsu,0,9,2020-05-18
200,Jiangsu,0,9,2020-05-19
201,Jiangsu,0,9,2020-05-20
202,Jiangsu,0,9,2020-05-21
203,Jiangsu,0,9,2020-05-22
204,Jiangsu,0,9,2020-05-23
205,Jiangsu,0,9,2020-05-24
206,Jiangsu,0,9,2020-05-25
207,Jiangsu,0,9,2020-05-26
208,Jiangsu,0,9,2020-05-27
209,Jiangsu,0,9,2020-05-28
210,Jiangsu,0,9,2020-05-29
211,Jiangsu,0,9,2020-05-30
212,Jiangsu,0,9,2020-05-31
213,Jiangsu,0,9,2020-06-01
214,Jiangsu,0,9,2020-06-02
215,Jiangsu,0,9,2020-06-03
216,Jiangsu,0,9,2020-06-04
217,Jiangsu,0,9,2020-06-05
218,Jiangsu,0,9,2020-06-06
219,Jiangsu,0,9,2020-06-07
220,Jiangsu,0,9,2020-06-08
221,Jiangsu,0,9,2020-06-09
222,Jiangsu,0,9,2020-06-10
223,Jiangsu,0,9,2020-06-11
224,Jiangsu,0,9,2020-06-12
225,Jiangsu,0,9,2020-06-13
226,Jiangsu,0,9,2020-06-14
227,Jiangsu,0,9,2020-06-15
228,Jiangsu,0,9,2020-06-16
0,Chongqing,0,10,2019-11-01
1,Chongqing,0,10,2019-11-02
2,Chongqing,0,10,2019-11-03
3,Chongqing,0,10,2019-11-04
4,Chongqing,0,10,2019-11-05
5,Chongqing,0,10,2019-11-06
6,Chongqing,0,10,2019-11-07
7,Chongqing,0,10,2019-11-08
8,Chongqing,0,10,2019-11-09
9,Chongqing,0,10,2019-11-10
10,Chongqing,0,10,2019-11-11
11,Chongqing,0,10,2019-11-12
12,Chongqing,0,10,2019-11-13
13,Chongqing,0,10,2019-11-14
14,Chongqing,0,10,2019-11-15
15,Chongqing,0,10,2019-11-16
16,Chongqing,0,10,2019-11-17
17,Chongqing,0,10,2019-11-18
18,Chongqing,0,10,2019-11-19
19,Chongqing,0,10,2019-11-20
20,Chongqing,0,10,2019-11-21
21,Chongqing,0,10,2019-11-22
22,Chongqing,0,10,2019-11-23
23,Chongqing,0,10,2019-11-24
24,Chongqing,0,10,2019-11-25
25,Chongqing,0,10,2019-11-26
26,Chongqing,0,10,2019-11-27
27,Chongqing,0,10,2019-11-28
28,Chongqing,0,10,2019-11-29
29,Chongqing,0,10,2019-11-30
30,Chongqing,0,10,2019-12-01
31,Chongqing,0,10,2019-12-02
32,Chongqing,0,10,2019-12-03
33,Chongqing,0,10,2019-12-04
34,Chongqing,0,10,2019-12-05
35,Chongqing,0,10,2019-12-06
36,Chongqing,0,10,2019-12-07
37,Chongqing,0,10,2019-12-08
38,Chongqing,0,10,2019-12-09
39,Chongqing,0,10,2019-12-10
40,Chongqing,0,10,2019-12-11
41,Chongqing,0,10,2019-12-12
42,Chongqing,0,10,2019-12-13
43,Chongqing,0,10,2019-12-14
44,Chongqing,0,10,2019-12-15
45,Chongqing,0,10,2019-12-16
46,Chongqing,0,10,2019-12-17
47,Chongqing,0,10,2019-12-18
48,Chongqing,0,10,2019-12-19
49,Chongqing,0,10,2019-12-20
50,Chongqing,0,10,2019-12-21
51,Chongqing,0,10,2019-12-22
52,Chongqing,0,10,2019-12-23
53,Chongqing,0,10,2019-12-24
54,Chongqing,0,10,2019-12-25
55,Chongqing,0,10,2019-12-26
56,Chongqing,0,10,2019-12-27
57,Chongqing,0,10,2019-12-28
58,Chongqing,0,10,2019-12-29
59,Chongqing,0,10,2019-12-30
60,Chongqing,0,10,2019-12-31
61,Chongqing,0,10,2020-01-01
62,Chongqing,0,10,2020-01-02
63,Chongqing,0,10,2020-01-03
64,Chongqing,0,10,2020-01-04
65,Chongqing,0,10,2020-01-05
66,Chongqing,0,10,2020-01-06
67,Chongqing,0,10,2020-01-07
68,Chongqing,0,10,2020-01-08
69,Chongqing,0,10,2020-01-09
70,Chongqing,0,10,2020-01-10
71,Chongqing,0,10,2020-01-11
72,Chongqing,0,10,2020-01-12
73,Chongqing,0,10,2020-01-13
74,Chongqing,0,10,2020-01-14
75,Chongqing,0,10,2020-01-15
76,Chongqing,0,10,2020-01-16
77,Chongqing,0,10,2020-01-17
78,Chongqing,0,10,2020-01-18
79,Chongqing,0,10,2020-01-19
80,Chongqing,0,10,2020-01-20
81,Chongqing,5,10,2020-01-21
82,Chongqing,4,10,2020-01-22
83,Chongqing,18,10,2020-01-23
84,Chongqing,30,10,2020-01-24
85,Chongqing,18,10,2020-01-25
86,Chongqing,35,10,2020-01-26
87,Chongqing,22,10,2020-01-27
88,Chongqing,15,10,2020-01-28
89,Chongqing,18,10,2020-01-29
90,Chongqing,41,10,2020-01-30
91,Chongqing,32,10,2020-01-31
92,Chongqing,24,10,2020-02-01
93,Chongqing,38,10,2020-02-02
94,Chongqing,37,10,2020-02-03
95,Chongqing,29,10,2020-02-04
96,Chongqing,23,10,2020-02-05
97,Chongqing,23,10,2020-02-06
98,Chongqing,15,10,2020-02-07
99,Chongqing,20,10,2020-02-08
100,Chongqing,22,10,2020-02-09
101,Chongqing,18,10,2020-02-10
102,Chongqing,19,10,2020-02-11
103,Chongqing,13,10,2020-02-12
104,Chongqing,11,10,2020-02-13
105,Chongqing,8,10,2020-02-14
106,Chongqing,7,10,2020-02-15
107,Chongqing,7,10,2020-02-16
108,Chongqing,2,10,2020-02-17
109,Chongqing,2,10,2020-02-18
110,Chongqing,5,10,2020-02-19
111,Chongqing,7,10,2020-02-20
112,Chongqing,5,10,2020-02-21
113,Chongqing,1,10,2020-02-22
114,Chongqing,2,10,2020-02-23
115,Chongqing,1,10,2020-02-24
116,Chongqing,0,10,2020-02-25
117,Chongqing,0,10,2020-02-26
118,Chongqing,0,10,2020-02-27
119,Chongqing,0,10,2020-02-28
120,Chongqing,0,10,2020-02-29
121,Chongqing,0,10,2020-03-01
122,Chongqing,0,10,2020-03-02
123,Chongqing,0,10,2020-03-03
124,Chongqing,0,10,2020-03-04
126,Chongqing,0,10,2020-03-06
127,Chongqing,0,10,2020-03-07
128,Chongqing,0,10,2020-03-08
129,Chongqing,0,10,2020-03-09
130,Chongqing,0,10,2020-03-10
131,Chongqing,0,10,2020-03-11
132,Chongqing,0,10,2020-03-12
133,Chongqing,0,10,2020-03-13
134,Chongqing,0,10,2020-03-14
135,Chongqing,0,10,2020-03-15
136,Chongqing,0,10,2020-03-16
137,Chongqing,0,10,2020-03-17
138,Chongqing,0,10,2020-03-18
139,Chongqing,0,10,2020-03-19
140,Chongqing,0,10,2020-03-20
141,Chongqing,0,10,2020-03-21
142,Chongqing,1,10,2020-03-22
143,Chongqing,1,10,2020-03-23
144,Chongqing,0,10,2020-03-24
145,Chongqing,0,10,2020-03-25
146,Chongqing,0,10,2020-03-26
147,Chongqing,0,10,2020-03-27
148,Chongqing,1,10,2020-03-28
149,Chongqing,0,10,2020-03-29
150,Chongqing,0,10,2020-03-30
151,Chongqing,0,10,2020-03-31
152,Chongqing,0,10,2020-04-01
153,Chongqing,0,10,2020-04-02
154,Chongqing,0,10,2020-04-03
155,Chongqing,0,10,2020-04-04
156,Chongqing,0,10,2020-04-05
157,Chongqing,0,10,2020-04-06
158,Chongqing,0,10,2020-04-07
159,Chongqing,0,10,2020-04-08
160,Chongqing,0,10,2020-04-09
161,Chongqing,0,10,2020-04-10
162,Chongqing,0,10,2020-04-11
163,Chongqing,0,10,2020-04-12
164,Chongqing,0,10,2020-04-13
165,Chongqing,0,10,2020-04-14
166,Chongqing,0,10,2020-04-15
167,Chongqing,0,10,2020-04-16
168,Chongqing,0,10,2020-04-17
169,Chongqing,0,10,2020-04-18
170,Chongqing,0,10,2020-04-19
171,Chongqing,0,10,2020-04-20
172,Chongqing,0,10,2020-04-21
173,Chongqing,0,10,2020-04-22
174,Chongqing,0,10,2020-04-23
175,Chongqing,0,10,2020-04-24
176,Chongqing,0,10,2020-04-25
177,Chongqing,0,10,2020-04-26
178,Chongqing,0,10,2020-04-27
179,Chongqing,0,10,2020-04-28
180,Chongqing,0,10,2020-04-29
181,Chongqing,0,10,2020-04-30
182,Chongqing,0,10,2020-05-01
183,Chongqing,0,10,2020-05-02
184,Chongqing,0,10,2020-05-03
185,Chongqing,0,10,2020-05-04
186,Chongqing,0,10,2020-05-05
187,Chongqing,0,10,2020-05-06
188,Chongqing,0,10,2020-05-07
189,Chongqing,0,10,2020-05-08
190,Chongqing,0,10,2020-05-09
191,Chongqing,0,10,2020-05-10
192,Chongqing,0,10,2020-05-11
193,Chongqing,0,10,2020-05-12
194,Chongqing,0,10,2020-05-13
195,Chongqing,0,10,2020-05-14
196,Chongqing,0,10,2020-05-15
197,Chongqing,0,10,2020-05-16
198,Chongqing,0,10,2020-05-17
199,Chongqing,0,10,2020-05-18
200,Chongqing,0,10,2020-05-19
201,Chongqing,0,10,2020-05-20
202,Chongqing,0,10,2020-05-21
203,Chongqing,0,10,2020-05-22
204,Chongqing,0,10,2020-05-23
205,Chongqing,0,10,2020-05-24
206,Chongqing,0,10,2020-05-25
207,Chongqing,0,10,2020-05-26
208,Chongqing,0,10,2020-05-27
209,Chongqing,0,10,2020-05-28
210,Chongqing,0,10,2020-05-29
211,Chongqing,0,10,2020-05-30
212,Chongqing,0,10,2020-05-31
213,Chongqing,0,10,2020-06-01
214,Chongqing,0,10,2020-06-02
215,Chongqing,0,10,2020-06-03
216,Chongqing,0,10,2020-06-04
217,Chongqing,0,10,2020-06-05
218,Chongqing,0,10,2020-06-06
219,Chongqing,0,10,2020-06-07
220,Chongqing,0,10,2020-06-08
221,Chongqing,0,10,2020-06-09
222,Chongqing,0,10,2020-06-10
223,Chongqing,0,10,2020-06-11
224,Chongqing,0,10,2020-06-12
225,Chongqing,1,10,2020-06-13
226,Chongqing,2,10,2020-06-14
227,Chongqing,0,10,2020-06-15
228,Chongqing,0,10,2020-06-16
0,Sichuan,0,11,2019-11-01
1,Sichuan,0,11,2019-11-02
2,Sichuan,0,11,2019-11-03
3,Sichuan,0,11,2019-11-04
4,Sichuan,0,11,2019-11-05
5,Sichuan,0,11,2019-11-06
6,Sichuan,0,11,2019-11-07
7,Sichuan,0,11,2019-11-08
8,Sichuan,0,11,2019-11-09
9,Sichuan,0,11,2019-11-10
10,Sichuan,0,11,2019-11-11
11,Sichuan,0,11,2019-11-12
12,Sichuan,0,11,2019-11-13
13,Sichuan,0,11,2019-11-14
14,Sichuan,0,11,2019-11-15
15,Sichuan,0,11,2019-11-16
16,Sichuan,0,11,2019-11-17
17,Sichuan,0,11,2019-11-18
18,Sichuan,0,11,2019-11-19
19,Sichuan,0,11,2019-11-20
20,Sichuan,0,11,2019-11-21
21,Sichuan,0,11,2019-11-22
22,Sichuan,0,11,2019-11-23
23,Sichuan,0,11,2019-11-24
24,Sichuan,0,11,2019-11-25
25,Sichuan,0,11,2019-11-26
26,Sichuan,0,11,2019-11-27
27,Sichuan,0,11,2019-11-28
28,Sichuan,0,11,2019-11-29
29,Sichuan,0,11,2019-11-30
30,Sichuan,0,11,2019-12-01
31,Sichuan,0,11,2019-12-02
32,Sichuan,0,11,2019-12-03
33,Sichuan,0,11,2019-12-04
34,Sichuan,0,11,2019-12-05
35,Sichuan,0,11,2019-12-06
36,Sichuan,0,11,2019-12-07
37,Sichuan,0,11,2019-12-08
38,Sichuan,0,11,2019-12-09
39,Sichuan,0,11,2019-12-10
40,Sichuan,0,11,2019-12-11
41,Sichuan,0,11,2019-12-12
42,Sichuan,0,11,2019-12-13
43,Sichuan,0,11,2019-12-14
44,Sichuan,0,11,2019-12-15
45,Sichuan,0,11,2019-12-16
46,Sichuan,0,11,2019-12-17
47,Sichuan,0,11,2019-12-18
48,Sichuan,0,11,2019-12-19
49,Sichuan,0,11,2019-12-20
50,Sichuan,0,11,2019-12-21
51,Sichuan,0,11,2019-12-22
52,Sichuan,0,11,2019-12-23
53,Sichuan,0,11,2019-12-24
54,Sichuan,0,11,2019-12-25
55,Sichuan,0,11,2019-12-26
56,Sichuan,0,11,2019-12-27
57,Sichuan,0,11,2019-12-28
58,Sichuan,0,11,2019-12-29
59,Sichuan,0,11,2019-12-30
60,Sichuan,0,11,2019-12-31
61,Sichuan,0,11,2020-01-01
62,Sichuan,0,11,2020-01-02
63,Sichuan,0,11,2020-01-03
64,Sichuan,0,11,2020-01-04
65,Sichuan,0,11,2020-01-05
66,Sichuan,0,11,2020-01-06
67,Sichuan,0,11,2020-01-07
68,Sichuan,0,11,2020-01-08
69,Sichuan,0,11,2020-01-09
70,Sichuan,0,11,2020-01-10
71,Sichuan,0,11,2020-01-11
72,Sichuan,0,11,2020-01-12
73,Sichuan,0,11,2020-01-13
74,Sichuan,0,11,2020-01-14
75,Sichuan,0,11,2020-01-15
76,Sichuan,0,11,2020-01-16
77,Sichuan,0,11,2020-01-17
78,Sichuan,0,11,2020-01-18
79,Sichuan,0,11,2020-01-19
80,Sichuan,0,11,2020-01-20
81,Sichuan,2,11,2020-01-21
82,Sichuan,3,11,2020-01-22
83,Sichuan,10,11,2020-01-23
84,Sichuan,13,11,2020-01-24
85,Sichuan,16,11,2020-01-25
86,Sichuan,25,11,2020-01-26
87,Sichuan,21,11,2020-01-27
88,Sichuan,18,11,2020-01-28
89,Sichuan,34,11,2020-01-29
90,Sichuan,36,11,2020-01-30
91,Sichuan,30,11,2020-01-31
92,Sichuan,24,11,2020-02-01
93,Sichuan,23,11,2020-02-02
94,Sichuan,28,11,2020-02-03
95,Sichuan,19,11,2020-02-04
96,Sichuan,20,11,2020-02-05
97,Sichuan,20,11,2020-02-06
98,Sichuan,19,11,2020-02-07
99,Sichuan,23,11,2020-02-08
100,Sichuan,19,11,2020-02-09
101,Sichuan,12,11,2020-02-10
102,Sichuan,19,11,2020-02-11
103,Sichuan,15,11,2020-02-12
104,Sichuan,12,11,2020-02-13
105,Sichuan,7,11,2020-02-14
106,Sichuan,11,11,2020-02-15
107,Sichuan,14,11,2020-02-16
108,Sichuan,13,11,2020-02-17
109,Sichuan,6,11,2020-02-18
110,Sichuan,6,11,2020-02-19
111,Sichuan,5,11,2020-02-20
112,Sichuan,1,11,2020-02-21
113,Sichuan,0,11,2020-02-22
114,Sichuan,1,11,2020-02-23
115,Sichuan,2,11,2020-02-24
116,Sichuan,2,11,2020-02-25
117,Sichuan,3,11,2020-02-26
118,Sichuan,4,11,2020-02-27
119,Sichuan,0,11,2020-02-28
120,Sichuan,0,11,2020-02-29
121,Sichuan,0,11,2020-03-01
122,Sichuan,0,11,2020-03-02
123,Sichuan,0,11,2020-03-03
124,Sichuan,1,11,2020-03-04
126,Sichuan,0,11,2020-03-06
127,Sichuan,0,11,2020-03-07
128,Sichuan,0,11,2020-03-08
129,Sichuan,0,11,2020-03-09
130,Sichuan,0,11,2020-03-10
131,Sichuan,0,11,2020-03-11
132,Sichuan,0,11,2020-03-12
133,Sichuan,0,11,2020-03-13
134,Sichuan,0,11,2020-03-14
135,Sichuan,0,11,2020-03-15
136,Sichuan,0,11,2020-03-16
137,Sichuan,1,11,2020-03-17
138,Sichuan,0,11,2020-03-18
139,Sichuan,1,11,2020-03-19
140,Sichuan,1,11,2020-03-20
141,Sichuan,1,11,2020-03-21
142,Sichuan,0,11,2020-03-22
143,Sichuan,2,11,2020-03-23
144,Sichuan,2,11,2020-03-24
145,Sichuan,0,11,2020-03-25
146,Sichuan,1,11,2020-03-26
147,Sichuan,0,11,2020-03-27
148,Sichuan,2,11,2020-03-28
149,Sichuan,0,11,2020-03-29
150,Sichuan,0,11,2020-03-30
151,Sichuan,2,11,2020-03-31
152,Sichuan,2,11,2020-04-01
153,Sichuan,1,11,2020-04-02
154,Sichuan,2,11,2020-04-03
155,Sichuan,1,11,2020-04-04
156,Sichuan,1,11,2020-04-05
157,Sichuan,1,11,2020-04-06
158,Sichuan,0,11,2020-04-07
159,Sichuan,0,11,2020-04-08
160,Sichuan,0,11,2020-04-09
161,Sichuan,0,11,2020-04-10
162,Sichuan,0,11,2020-04-11
163,Sichuan,0,11,2020-04-12
164,Sichuan,0,11,2020-04-13
165,Sichuan,0,11,2020-04-14
166,Sichuan,0,11,2020-04-15
167,Sichuan,0,11,2020-04-16
168,Sichuan,1,11,2020-04-17
169,Sichuan,0,11,2020-04-18
170,Sichuan,0,11,2020-04-19
171,Sichuan,0,11,2020-04-20
172,Sichuan,0,11,2020-04-21
173,Sichuan,0,11,2020-04-22
174,Sichuan,0,11,2020-04-23
175,Sichuan,0,11,2020-04-24
176,Sichuan,0,11,2020-04-25
177,Sichuan,0,11,2020-04-26
178,Sichuan,0,11,2020-04-27
179,Sichuan,0,11,2020-04-28
180,Sichuan,0,11,2020-04-29
181,Sichuan,0,11,2020-04-30
182,Sichuan,0,11,2020-05-01
183,Sichuan,0,11,2020-05-02
184,Sichuan,0,11,2020-05-03
185,Sichuan,0,11,2020-05-04
186,Sichuan,0,11,2020-05-05
187,Sichuan,0,11,2020-05-06
188,Sichuan,0,11,2020-05-07
189,Sichuan,0,11,2020-05-08
190,Sichuan,0,11,2020-05-09
191,Sichuan,0,11,2020-05-10
192,Sichuan,0,11,2020-05-11
193,Sichuan,0,11,2020-05-12
194,Sichuan,0,11,2020-05-13
195,Sichuan,0,11,2020-05-14
196,Sichuan,0,11,2020-05-15
