alpha,sigma
3.485478740048644,7.8067001273897505
2.344484230974316,8.782464299972174
2.4185449702773827,8.554940054985197
3.284092836429092,6.60539246274567
3.142904752721874,7.375768550126502
3.491979157457008,6.878122246687519
3.3657215363166895,7.2053809802666215
2.455194598191908,7.368494671545322
2.5482843424461237,7.476860115655306
3.0154154953285346,6.95019818695993
2.7783564870152815,7.259660170218316
2.853049174453443,7.234069983442344
2.9009406598037546,7.534845435708102
3.109238821521419,6.285483577926121
2.9639687232344,7.6016126683026535
2.7143043278431276,6.7486499923034895
2.2320873820647327,7.37719087339166
3.8688860954873476,6.818615064208281
2.8410634837871536,7.611436034114928
2.5859783820164375,7.2158237535838605
2.3210024358198083,7.390345109054162
2.841541630589069,7.58753550607552
3.637237955859166,6.288189672892442
3.077652853389701,6.817306948612188
2.6041034407848676,6.973559319287807
3.249869432205637,6.757541838817486
3.2715863930111966,6.7565493358760875
2.6728438368799248,7.079325851263124
3.3042866178741703,7.300468709517354
2.147509809805772,7.2281431499083
2.653322734438744,8.681277894678491
2.764783070927656,7.561790144593188
3.3022667529955227,7.961489342582954
2.4210244077461858,7.019848910420651
2.739828896909444,7.567636729469244
3.367085872142143,7.594819104829954
2.74361994155147,7.123556450175324
2.7694035891873523,6.335530235833916
2.4215725593727426,7.047029548126232
4.172415007632937,7.215887025933408
2.7473091795468982,6.840331867062865
2.9607362233077223,8.076601819876293
2.806103753679632,7.9892512344946685
2.9913589219320316,7.325465241019477
2.6396602144629657,7.191988656847429
3.65609520395223,8.10900815220014
2.8012970094922394,6.852667548163901
2.442538710510377,7.987950122565268
3.9504429743033507,6.665892330215137
2.2952628427993256,7.949700604521695
3.1312158631603277,7.2359701329937245
3.7455065690940206,7.080589300149374
2.10720608687019,9.012116220915104
2.5793846306224366,7.819569842729258
3.2900162050581567,6.864851896263278
2.612370417812464,7.63051591225533
2.6472487528955884,8.118161750047143
2.61372441626254,7.5809573437109075
3.4147536758824315,7.003582539721906
2.759062976547183,6.319642276613906
2.6949666752281556,7.826548988550584
3.166708392970056,7.2711637868965555
2.3780401941753606,6.418866517477043
3.4137857222091395,7.176082159516598
2.929086566887841,6.946556130554123
2.696338510548414,7.523559856217815
2.35669995385901,6.972795215360412
2.765765571696991,6.854823120918587
3.4412660453564614,6.739841814970477
3.1731628357363464,6.388566701287334
3.4417039037022805,7.3572544706721565
3.3501748197283283,7.23433415753822
2.395764200160562,6.6735990378233625
2.6895441898123877,7.819657058147969
2.106041449473485,7.4142376204527425
3.586505175078574,7.393549192627198
3.168448619245629,6.511176837930772
3.1834810676513183,7.10477592157569
3.30212258061974,7.018030316083162
3.3581886015719933,6.1645603051934135
3.7219151248997484,6.92551500058858
2.1241513154017224,7.61991396765049
2.373067058344882,8.743101069465784
2.5937930614163576,8.173761761486302
3.2310315692910243,7.030325645697105
2.8149200124082454,6.823155468830709
3.589059312911481,7.043371003803452
2.4785084040910332,7.408146210849756
3.5739801395050756,7.090574633645485
2.1867667309049885,6.467601134206247
2.8461840310944773,7.6341823721712005
3.3262790850476027,7.381015078430366
2.022349458168624,7.699329922834139
3.0820700949432203,7.002464429226596
3.5217150143861784,7.109032473025649
3.0275508336116213,8.237535399126589
3.219405127237387,7.186655600936701
2.6350728053848407,7.957634168938125
4.206506359579229,6.689118194668091
2.5636044463746788,6.273262842963975
3.281681072535059,7.684508537059452
2.591468039202945,7.456509481665189
2.8556370540062614,6.760624414148858
4.226733140064957,6.127898616815011
4.132220331008873,7.178191629244779
2.761022893958945,7.693799766454642
1.873626730917249,7.42504998318752
3.4061986040555485,7.425907204343399
2.9481417252596236,6.728892656329965
3.737420088216372,6.319504675125025
4.138584717870888,6.552927726188194
3.6163044939894426,7.288129809180338
2.6902143290659826,6.823257758074176
2.124986402578692,7.831438878406585
3.2663352759617013,7.563916700209962
3.4742438062163497,7.318119423727121
1.6425917847499951,10.079126230694486
3.657192051054095,7.698966111968278
2.4413415126198785,7.749132498315587
2.695684032061545,7.672368843895808
3.2589209355323048,7.520815423901978
2.352186970676894,7.183418660658375
3.2799568943856916,6.7797594683471765
3.0140015344571287,6.625043438750928
3.3455790670422383,7.062541707185216
4.458985286553945,6.401945205667572
2.425655792939904,8.287775136649449
2.758722342262382,7.629285470671849
1.9421789150414763,7.433536970516642
2.9485190515012922,8.079663060153148
3.561901588194931,7.2152422430907075
2.1263560188044672,7.3491345102656584
2.6079378308157106,6.964308613466682
3.977990629046142,6.908442614404901
4.102738908516175,6.754494793538011
3.6089126875702955,7.322048956045901
2.0697728353027456,7.927894052525574
3.369517081404617,6.875482252310961
2.321659273929713,7.740539224942789
3.448147335135215,7.394726710876737
4.78517615696012,6.8520123894298095
3.149673568163624,7.95299811192226
3.6069353189002626,7.349061046189567
3.1292073879029805,6.654889490279135
2.4976038843215993,7.318185724950039
3.8968398722871833,6.245740063230221
4.121428607884187,6.46046511992743
2.9881573588575963,6.492188057787013
4.091312644242788,6.702941991183887
2.5268877465849826,7.9507636140167
3.7441980373349604,7.20950667306057
2.542300747511895,8.01978588395971
2.7964737928709287,6.948664349017094
2.9809208138539547,8.01586150235964
2.234589791304116,6.988364068158727
3.0818788159845423,7.084295732475722
2.86362781097945,7.434824364850683
2.8519223545234107,6.531268469371074
2.6029544111132816,6.869445281124467
2.5117070197663542,6.9509900273138365
2.3234493535325744,8.215862564743196
3.2193998049284507,7.2572642032832055
3.0800845705920654,7.763481063857673
3.160437631433189,6.62190329654578
2.2779924947462864,7.2868404694780775
2.699517823356914,7.670111435487734
3.024521735444367,6.993399478179886
3.7157223243271935,6.496539347819908
2.637926466329575,6.995700180513821
2.467087816992396,6.939145973945994
4.090967829964962,5.816597871212424
2.7883603829885026,7.1277302558896185
3.317128149838731,6.45787462679728
2.7861364585898736,6.314912720186237
3.291465367684132,8.510946403642569
2.2784175967758045,6.617446303295769
2.5639996494123576,9.249756108761224
4.7552729704961205,6.678386766625218
2.352653921567741,8.904078983883963
2.6354082904862963,7.035043638551645
2.9919023854513584,7.753051969942619
3.0879439497587335,6.922357531224709
3.5485903069438347,6.769432619595572
3.1750353876837663,7.4010998949390006
2.86301308988037,8.60579336936707
3.2917169174132983,7.622700046515195
2.2219861218482375,8.063828052592799
2.525472368253762,8.9109875326818
2.725767901335978,6.847199969032291
3.1841507363666177,6.427140102857846
2.6939824242910877,7.231472586763168
4.114070373921757,7.492356594778607
3.436410572011703,6.13252660221625
1.7145260188566838,7.229196804622642
3.5525412485803227,7.402282455791244
3.4454177703625932,6.810836821838313
2.9211843079669353,7.2323759589158145
2.9987561902847637,6.28920129574919
3.1889009682892833,7.786948125406842
2.184914791958278,7.268188640421544
3.1142481229022043,7.059323718180628
4.036692327588698,7.070222728151256
3.7996275942338675,7.066778539606819
2.1623964671767824,8.302827381579457
2.9380997082031497,7.673897284358018
2.468920220403862,7.641106090975738
3.437147565189403,7.929962698844058
2.8604238802492263,7.811480170837278
4.133360652763863,6.852382682600114
2.476859186420634,7.110994004235326
2.792731383480576,7.4498085005599455
2.8685857292663544,7.54899677457173
2.4487571110068878,7.121731496063818
2.9883482718564705,8.026172448232465
2.126816774438969,8.209684963565644
3.084951158679468,7.347318500935571
3.324041889788841,7.231353068419329
2.910187808790233,7.570554811368097
2.7737535680247776,8.672738557494327
2.5214442207527568,7.09618297008462
3.3575140657244433,7.4063633019043955
3.2000722158655543,7.453892564292381
2.0817185694741718,7.476795671248386
4.4927656105944225,7.051609168598071
3.20218799552204,6.594110898920759
4.856892880739654,7.1742270145729465
3.1941681379238624,6.684944932472641
2.8617332802284032,8.025399302654726
4.3091323957325685,7.036103170194395
2.5144218365145896,7.226381668166453
3.632765396087603,6.848588060265033
2.6843260018346027,6.829690033604986
2.417727360638563,7.627360896428492
3.320626952907155,6.658259550426329
3.002966162242645,6.431118282933825
2.685493757968363,7.286597294551048
3.4793809621744485,7.18184140186678
2.475556220606488,8.215718359780036
2.5285242641380883,7.805576441897304
3.080932203043778,8.35622142462813
3.4994047233356995,7.618365656531521
3.581257674680334,7.1947790671850855
2.260433675734746,8.16307735637428
3.52258937642282,6.785491330120047
3.4977876851418745,7.018272149270683
2.4979608851911466,7.217378459999699
2.687443983087844,7.309972283058482
3.328400848922341,7.224771599178723
2.2113957799083095,9.005424692838359
3.015426840109969,7.229804058209293
2.2352223126146167,7.497297121692913
3.2086681790949743,7.4941370715510685
2.923313978325792,7.229814921112741
2.9804374569522776,6.766618356212167
2.0871228510701285,8.79998087419387
3.164973496994116,8.824257101742466
2.67013849912194,6.398180884023176
2.6272837073251987,7.132060003179362
2.6130006590814245,6.36032851247767
3.408101026033823,6.945934299019311
4.292321708528049,7.552086882564049
3.3697803208654453,6.460022642481445
2.626323383976481,8.010951764990859
2.006915623166814,8.68581787495147
3.6259103148141665,6.85911923962819
3.1486725066942953,7.718691513519908
2.0716720609609647,8.454821401649372
2.6925641623765024,7.944907445583051
3.3337613284238117,7.013751351390951
3.2809837034755374,7.008517996057379
3.2527078137814285,6.359467820380545
2.8891437411873806,7.965167002956454
3.4574082506428603,6.809032971400292
2.2395319316623588,8.605922268173595
3.5399874006381653,7.590855577012285
2.318701960296148,6.940264183322816
2.5839065839472948,6.766085420682171
2.2417426118348813,6.839658058300902
2.1346985841363675,8.979496888693319
3.107536945960223,6.922204145377396
3.0346022843852114,7.405983135472957
2.5240052048746224,6.185032463275004
3.8854622943228847,7.7475755631327505
3.0576248935410346,7.536968345381794
3.369682219303973,7.194433999666428
2.6741301746698567,8.154729787357587
2.1900226464839894,7.303629949709208
3.4120527820417,7.071198508921307
3.199351286034594,7.688061511112953
2.169171751422808,7.55729548453452
3.0074373961535685,7.592934322606806
3.085154713258236,6.647504696487125
3.3767872203769858,6.96412303817584
2.1550268291285732,7.662117233348609
2.761881577569191,8.264061442284934
3.484721750267237,7.264934874142946
2.7206197897674347,7.317099164673612
3.30289323669007,6.760893444247073
3.115466835153085,7.7370336649096725
2.1524594178648537,7.388224934471447
2.6200416329823906,6.659705628646651
2.388645145133855,7.739382392925908
2.5705273257358883,7.209272277126324
3.6241410295623004,6.865167878344055
3.045002945112859,7.193292052387174
3.3844858835861835,7.941525300192187
2.918792878332188,7.445795811387637
3.9072523889897135,6.548331742387151
3.505834439157725,7.318198457650065
3.394586485620387,7.553410105302539
2.3955853567903937,7.148393795221062
2.1993769641575307,8.266339643365084
4.358675979729631,7.107970459903676
3.191119152024883,8.552958529405023
2.4287270017145293,7.0306978462602965
3.1872360170155822,6.998763494088918
2.086766941594846,7.524212462649966
2.91309814867774,7.699878244763423
3.8139865943822353,7.267013420765955
3.6936554664457546,6.908217344452957
2.831085227418025,7.528006714153988
2.8975442928771846,7.1019305878558665
2.898963149425709,7.66891244218473
3.106404773102853,6.789775242541752
2.17259996699279,6.850415945893703
2.2595359753571156,8.3121339698402
2.986364319841191,7.114227004100256
3.72618188025628,6.222341902924131
2.4716117834941502,7.752672979801595
1.5963402490504257,10.991360197430094
2.9317756047356927,6.7615359758001805
2.4987264563686447,5.710843539413132
2.70779538726752,7.952581507106296
3.859917710246159,6.971677014545841
2.699608143977078,6.960553634603114
2.749567805431298,7.291781855436559
3.957724705222418,7.168562001098441
2.4847900711132533,7.483076592193739
2.654734491502122,7.518130991492726
3.0933687236095833,8.394334290598067
2.430251910610626,7.502525672053513
2.710796665051277,7.6120295605567785
2.490672337471689,7.109409363011751
3.281582812450941,7.4682144858658
2.630201462376317,6.647826049310386
2.5472861441812698,6.661109500734351
2.7974021097772246,7.3815017583292875
2.239877038877963,8.297564688874568
2.6721736960968148,7.224993683038997
3.122583994594106,6.832477688296529
3.441635366647684,6.924010607460536
2.8290030149583147,6.657953020140225
3.1070866670549098,6.9753262564460154
3.044765525319888,7.241766824957241
2.9522466648342314,7.281331299170044
3.4206043415767637,7.014667705426113
1.988585305356974,7.348717839517303
3.1528963748660184,6.747294922065944
2.3549136627227125,7.313888493177707
4.610149995554463,6.878684134191093
3.498834628187271,6.69998916819685
3.828582352578072,6.738644737317974
2.7314560901639076,8.80358983884006
1.8133797132344434,8.331807487126406
3.8810642854566293,6.594754126856919
4.386705549306011,7.344290682734847
2.3924657071325224,7.540352304041834
2.9467208091701584,6.600132211010625
3.439847701567938,7.0253632192711475
2.1549861628442697,7.7136840468581465
3.3897966461651188,7.303642002613693
3.7954577804563283,7.024394990026191
2.489555891624467,7.2810290177240535
1.9658071012821368,8.508289032974933
4.594671993039013,7.8196230255076316
4.523240898522613,7.4138644256050394
2.9497894030836314,6.5662120452799515
2.901917469747953,7.880366285609389
3.4844497133311125,6.997113328549348
2.838511648011045,5.972014453782654
2.7879078090213865,7.365097648169086
3.384330440371113,6.703008609476363
1.685632851228026,10.629453654514982
2.2473907662794446,8.279957500227567
2.709951784596565,7.09912298323947
2.7184249488304246,7.2806320525979364
3.285290959682551,6.521325849912696
3.1684314080806946,7.273822178376636
2.213779082786651,7.600548176344326
1.9495189971423743,6.881266914406925
2.5974952514449092,6.604137611123294
2.523961272722326,5.747020608219391
3.0465008446296884,8.557395508207499
4.185405129986918,6.84891901720881
2.679963614169362,7.356525519358707
3.1602682761196954,7.4219497003086135
1.9673175254384176,7.842663642562227
3.86940710148713,6.550847636704274
2.843486739417424,7.222851389402118
3.654769484035585,6.448937812489581
2.7165658604885365,8.473002032427358
2.1123034470271747,9.075065407976027
2.1710967341651766,7.8666017975432405
3.309680931334884,7.309095049156641
2.7190965356637786,7.039362526093145
2.9219246498810727,6.656307244329718
3.603604785626459,7.454268693060269
3.305101446131049,7.122110387073992
2.664456990593804,7.972104773781874
2.2682687138843503,6.9919634903035055
3.068695341343641,6.789791473764778
3.7797037573046097,7.262105203165909
2.7732407256656573,6.957105372161582
3.2301729680416447,7.84174347596187
3.253788385405281,7.655004732935168
3.5352237519501104,6.753887937983599
2.9883577277663242,7.509681406526407
2.124341503112566,8.281591260289066
3.110480754219322,8.224626211259192
2.9068010880347352,7.550132127302447
2.9286522535525217,7.183623818746417
3.274682876284465,6.830955737987659
3.2282223280747737,6.626349909645268
3.2700523481914745,7.017112766503571
3.174552769131578,6.079969241159282
3.583565546660546,6.37622226247226
2.4596048101542074,7.961918431812037
3.7711185277007675,6.345418573373299
2.7495712279203612,6.239380574487134
3.6803218806143336,7.264948501989059
2.782614455864557,6.711889734015297
4.041941471398859,7.590476285113702
3.422398658129832,7.717859979024068
3.615175783596133,7.132285538098303
2.9940407842492984,6.872113733015342
2.463325798270277,7.419482745715331
2.780648049891771,7.026723025036545
3.188844727017897,6.932726906646222
3.7171442648297575,6.965826025157878
4.1092671265025595,6.85270518035984
2.830258416797665,7.104670076399053
3.371482129273716,6.731215638447562
3.8585903525377394,6.87198517867906
4.090709289690603,7.47815332590572
2.8484981972224057,6.802376040793264
2.393130346259692,7.49752202116491
3.2705544763418444,7.132623699594705
2.9771797320295743,7.33459474298445
3.0299227713153267,7.255616774960709
2.3215271307465404,9.145442967841053
1.7972431582018427,8.31360540932803
2.442896144413196,7.080564042825106
2.734359021302206,7.021509951636216
3.4106751307595466,6.904153598334173
3.627336202754503,7.499898918451921
3.1246971437251423,8.040493296906392
3.8408937698583383,7.2976258376083285
3.5819306100502812,6.744015528795901
2.461704595780041,7.516841960186471
2.0747583339247244,6.796698403321798
3.62573491032642,7.18863838680395
2.982348453114384,7.595645494297849
2.9982315707855878,7.206977405977267
2.3898305178935138,9.277775645049344
2.5222060820045322,7.81339112192521
3.1133191018420536,6.788458578052321
2.447745964666165,6.622809015009173
2.242467305488484,7.407096043897151
2.6848007642987213,7.678021471649098
3.020859273330187,6.693868704800494
2.919651784865468,7.067190378530984
2.8135987036127625,6.416078955516828
2.4028922980766354,8.307263068796598
2.432864754109558,7.967841303794392
2.4353703515383054,7.489934379873827
2.055685227402014,8.546558920596688
2.4984258248779483,7.218308574880864
2.413745636078502,6.991145805250395
2.957946940231065,7.442360242784479
3.4585469472091823,6.816559932211084
2.5358254196311303,7.540051756675793
2.890017741499494,7.95262543469443
2.6265397387055294,7.172097208742533
3.1423636431619886,6.674300821161607
2.4188587012514535,7.193936698417523
2.1896844609167654,7.086376878428993
2.731146115347397,8.175619668412581
2.676474267346995,7.083583475196663
3.089482999059412,7.732838357249904
4.037615167340083,7.196880595711718
2.522661911172513,7.882816384031409
2.1914466339780576,6.513640831995507
2.0283792331874864,8.333793759932115
3.447227259277085,7.292429395096465
4.3410513923098,7.650648632975474
2.9323393283797965,7.088170362462375
2.743257914378967,6.997606740326235
3.0506224212065995,8.032641694559908
2.6155744138020958,7.013283198726804
3.443249640434502,7.072783425578697
3.1174663743432003,6.558476724458527
3.179709198179231,7.204561538146763
2.806642904028736,6.808576813676339
2.4291157803388597,7.243463754399193
3.906672288624734,7.043894564979042
1.6688665206457933,7.671380710995877
2.521474741763188,7.5457825858058465
3.7653507919832756,6.581207642893702
3.024129320550173,8.282314621453104
2.061169961824054,10.374763549804491
2.6333908077738815,6.318072821114549
2.8555736330957915,8.344895014897803
2.163163619273204,8.373371284827142
3.9509922716278023,6.672021841937564
2.5815369024832187,7.702242860716405
2.7920348863499966,6.928799264625899
2.9736751814496527,7.7617780020659
3.904115082385869,7.064386449751436
2.5561324477004823,6.692877322618185
2.721010694724957,9.089451700881662
3.2196680526698,6.968470794671436
2.6970875901410554,7.150092320028207
3.7083852782556246,7.526600149715644
2.724345265434911,7.750515212716882
3.028924239827532,7.3829666166625065
2.9452663170892968,6.866160324810058
1.9794110338948447,7.561951786194238
2.343046098681185,5.993690280735853
2.370133749910964,8.247143966391388
3.619774418750416,6.473835663060227
3.77264749346408,7.0869779266545825
2.9221068786888806,6.6770969510892435
3.58715518290525,7.454335227176197
3.7544031467593264,8.097132536414101
3.993777683876058,8.001860313925539
2.324595834135666,6.617840524831734
3.1503128353887146,7.789042032856962
2.9973136713246857,6.600123150423128
3.450870678162078,6.958206350883461
3.687674765801292,6.660372368861923
2.877397240551643,6.388594406837122
2.557142189096906,7.149893813973207
3.4469123730301483,7.469878540842617
2.4818683088387234,6.402349381251746
3.3335586288042083,7.492846411963251
2.668584163892478,8.054112636215587
2.4711897847592277,6.91315914648881
3.3334310321571876,7.6862121682106626
3.2853328341835413,7.745045191454586
3.9426204765476687,6.8947506216040715
3.671712841820451,7.302644623608983
2.8951769244857224,7.691292082454815
2.7163747714012914,7.730758066978403
2.816298918763662,6.610064358187346
2.967556097772816,7.119279147907437
2.418379588079456,6.034721442875242
3.8533872888910112,7.04644672870906
3.1825974062830156,7.160912512182039
2.8930410412146634,7.116188442436268
2.5792826472029082,7.222735549866167
3.2579751103534917,6.788750655145772
3.1347215804880317,7.376731924560066
1.4244875395622334,9.107321094006696
2.8500469273749505,7.507477932650029
3.5863176873751343,6.620306416430571
3.738039640082199,6.898335305451582
2.3259395326397962,8.696699446314042
2.630783779848435,7.753403249644814
3.7264103725191946,6.634286518888576
3.49931897529641,7.7195688113829775
3.2038191990169556,6.820482129739543
4.227460514486866,6.95782202145375
2.6807108893484055,7.192514018943294
2.997051714748827,8.694091015537502
4.390078001617262,6.965209428941948
3.2922367791967493,6.99329991457758
3.7076448458222826,5.933070434247882
2.3125930651778956,7.209772440863605
2.855416516985336,6.810976072382099
2.679735815156564,7.658649245215117
2.4678145575463732,7.980416597999825
3.0011335896987097,6.99631386010516
2.8919093693604196,8.490890782579001
3.527817263042623,7.442555525579128
2.8420769887545614,7.911677158533935
3.573076266147725,7.252726662441414
3.201444112184375,6.140900127826144
2.9349088315168883,6.759941211789758
2.424930533969538,8.263047832469304
2.5884550498123775,8.294249501329869
2.925577089486263,6.9169560205531315
3.5813672781187296,7.4409931623387005
2.4505671727710534,7.679862971905528
3.0944756417739954,6.99650045258874
3.1239937339277004,6.685890682215565
4.0011010488525125,6.775693816853102
3.2627624078014796,6.746933380275425
4.610810653531986,7.143964864182591
2.954673618328532,8.482545963235179
3.2415142569824784,7.787655274943447
3.295980130216179,7.6030393503716205
3.1259457275745133,6.55237685938271
3.5220197296167473,6.298662781908552
2.8310778126314653,7.737344205715977
3.85853850891357,6.99479756567084
2.3472315238267027,7.214743935035534
2.746624631645451,7.185951504828628
2.2031682742755856,7.4566814793463525
2.800513979929819,7.547778235010362
2.5152994621004034,6.374284811907382
3.6963593870527323,7.519030666248614
3.066682842378348,6.891569425945053
2.375370572012412,8.587583003265376
3.097186678363878,7.010411084684745
3.81188999826993,7.0447357397768515
3.429386402687611,7.066491090392776
3.761983715505682,6.750198796776983
2.009172248138814,8.505875394170378
2.349495024946106,8.02966269693957
3.6654899713699014,6.852173574109949
1.8365000402296094,6.495447353584074
3.3525000441766255,7.514193867442221
2.9469855369303457,6.872322580659418
3.1707252900286007,6.265710474895673
3.070474744486343,7.003646525114433
3.4786969569610813,6.940358110053186
2.6782173572840087,7.026812119479903
3.1416897786229736,7.417992139492905
2.474804405506778,6.727201844858637
2.1782256038515935,6.768621417815734
2.532197954300106,7.124434604626633
3.246224798453386,7.871543349877336
3.2935592017872164,7.203976653259297
2.157428536019931,6.564404645111168
2.9906037410778277,7.327165724034352
3.8629239304896856,7.336991612548904
2.412692388094029,8.115599884310065
2.3402470528963804,7.692704164967416
3.4931347213779795,6.985427209632016
2.6686060929698754,7.657973312780794
2.3802259987762007,8.469286981634257
3.4488422099372293,7.000033469479678
2.6110648906607516,7.479140830937469
3.060042661509718,7.6693879296770495
2.555241100655119,7.96047443150931
1.7159605820570683,8.846521116860059
2.583833602610293,7.548742357812173
2.9298292809446207,6.6816043095438875
3.1926734179718625,7.560845019839285
3.2963490419405663,7.355960035361562
2.964723441685525,7.770485301014416
1.9277681267249107,7.301846103686873
3.121526343248971,8.40044167080549
3.2187679148592467,6.578793927889462
2.5491040780389653,7.407863058196533
2.906636972681215,7.654913691557367
3.4765128135834815,7.022312354321802
2.5569833213325834,7.1611892416799305
2.9602290898038457,7.772832468442924
2.9720166079746093,7.039982262784738
3.5998173356677223,7.353360368137057
3.3235839916691288,6.588041229697008
3.054857391465842,6.662456738334787
3.031422352679379,7.050595315953561
2.875483723718894,6.877778496477436
3.6520592357123935,7.049486690054156
3.2695279241159194,7.536644928136698
3.0461498919289944,8.12653620827623
3.466515435231461,7.867083980796659
2.7465517997970306,6.638353936621735
3.0263048744975873,6.449271085266001
2.2408622703069385,7.901841178446188
2.954945489630902,5.943976842948043
3.203835943619251,7.513032104915942
2.9633372057888345,6.551248648639072
3.0635487410996927,6.879113668057441
4.193748089917274,6.455082302852774
3.334561533602277,6.632324771940123
2.2452601330757638,7.462498081296286
3.5110753003948387,7.406118610061831
2.620482957453648,8.042845012344
3.411781879999445,6.730537963879987
2.8470359395329647,7.740540609346071
2.6522315633059557,7.576120313168136
2.9424989989294748,7.632424103526719
3.025713730145086,8.41208087619402
3.106320489120612,6.835658666250545
3.3455111470436374,8.33189386888515
3.0459973472824573,7.469415520935734
1.673356460212679,8.820447817613019
2.8378777390844694,6.7916984037175565
2.3277834596207123,6.317654905900276
3.2925829778828986,7.473351700576764
3.8581077337622967,6.6226715951609245
2.239913869112694,7.409616816269233
2.617802330162715,7.1988483964439585
2.9087688842016726,7.334402701075349
3.2348331239630737,6.610741208955112
3.0251654359335003,8.441530867107936
3.620328057009941,6.367127566028909
4.100584149904085,6.964240949901705
3.509775458673553,7.01665092558296
3.3162792403814376,6.61372854155798
2.893957666464168,6.40650971397213
3.164964566493724,6.374865388233357
3.4120883193012683,6.756167329667456
2.748119524332385,7.512137364704691
3.239241875940144,6.5990665493585245
1.9460554076376688,8.726425591981814
2.4718788114671035,7.28338105715586
2.506425219486299,7.101759892655094
2.6993778145573137,6.206539269270693
3.1449643106196015,7.205082909700193
2.8661690746978667,6.842726858356767
2.6136971648084604,7.697768652166071
4.304336012269162,7.620883806970979
3.095706730605991,6.7088843056262
2.167854688754093,7.864045707278578
3.5983480810611046,6.7839470186696085
2.3566842471525367,7.977046484249701
2.1192955266674733,7.897180505647656
2.8330453880770543,7.717479947417368
2.223450983312606,7.714899615766338
3.4543502713749303,6.65594934772417
2.9842428794372386,7.103467514522261
3.511640259877792,6.584143829190276
2.446139334174596,7.546332869598002
3.032156977837929,7.278989898790704
3.439048670611427,6.995647853276153
2.990708466133492,7.683441699474139
2.0407994579225064,8.42829809709307
3.143517091180469,6.524477036774605
3.124351038402842,6.839235757970152
2.7650721479453075,6.599581129881703
2.6206082821380687,7.902110128999516
2.2798335545711677,7.095566273165457
3.30711114228756,7.884992653511324
3.4590797149549126,6.336738917449469
3.772633318830971,7.564223983357626
2.54435455375937,6.49147937111305
3.4224403391052314,7.166028038529897
3.171053094841494,7.1209741882231405
2.433382063003581,8.102437590314855
2.779976437323795,6.976386951286177
2.9149889816204753,7.9006841370825525
2.371148005869457,6.255516132278439
4.46906451015146,7.309081136123605
2.398880174573068,7.596537908948142
3.9894548599922564,6.8447986284444
2.3902318544640346,7.048313790017403
3.9238488265680167,6.978308288730939
2.8003821049329085,7.029956171613704
2.2705466016177684,7.9312518704533685
3.3477419277372626,7.337390905981333
3.42993899181463,7.280534087722152
1.6773120983801055,9.579268718186235
3.0729244040667676,7.493480224202288
3.042301795119775,6.882478816725288
2.987925763153604,7.683668192064264
3.7759239181399056,6.853564354580244
2.7030263622743003,7.298244729325833
3.067514194764687,7.416151486690899
3.06004199929262,7.211083980921929
3.4014318375212267,6.401988573631764
3.0700671820114267,7.161771388884855
2.4984325625125,7.306052363959149
3.5749518617860114,6.44754053581839
3.2133369524058857,7.896530023941329
2.5834591549201384,7.308931296810743
3.381950494335029,7.1115780126025445
2.8868952848386153,7.070958673818269
3.369382723414589,6.8088131821786995
3.445028649814806,7.26250541224697
2.5730607086935064,7.212618632238648
2.979049161166077,8.167358116812744
2.4771857371027157,7.867483798832002
3.412053824538027,7.58915174530749
2.7628596914563817,7.338654824436067
2.4337650823923855,6.1531624741174795
3.012241608421958,7.001269053567402
2.698865202760442,7.904531513447906
3.022294692653704,7.396510469595232
2.5635628673660715,7.6509294929478795
2.821909184755326,7.576032459262805
2.4711913872073548,8.471596603510429
3.549374945147942,6.996887760111309
3.218866473004439,7.434692621917096
3.195852230854892,6.633915455260911
2.4351355480958783,6.734270152396759
3.225516774311073,6.974547120634009
3.1113722957107117,6.936034474622027
3.6955437313200394,6.844750406011803
2.3220031009098387,7.582692546079591
3.272905893772151,7.1741596872377444
2.9218710085495885,7.302745693574049
3.9230266664047857,6.954202084574504
2.573275431763516,6.8032018776047
2.8433508461145607,7.1585365910532675
2.1559331125554886,8.364932743429952
2.7816520103974103,6.605622796614958
2.089678059299875,7.904634181624401
4.0004936032551015,6.7781458954078
2.446077933418653,7.357361084941454
2.0228563109749946,7.979205488710743
3.403872530673393,6.825897579415579
3.057723679436563,7.017227138915244
2.3679756795987514,6.5843546443166145
3.242178610008929,7.400168694704913
3.7474401835385254,6.491140573676304
3.017931469280758,7.589053342986186
3.9581107360440826,6.603425303246654
3.965418690074372,6.492109835901465
2.235387658812663,7.730774678625846
3.009923062567464,6.844282629615805
2.798641325858505,7.1342062145644896
2.0054498627718966,8.61046261769008
3.157393798446839,7.045713567153258
3.0786790784711644,6.649543667253743
1.8153343654366936,7.360461659105807
3.4281271744645037,6.680554601937023
3.0391476266299637,6.7509421126430205
3.149752631300609,6.889255950996186
2.7260921685241897,7.115566851099179
3.042228033510803,8.337984378395557
2.9157413832074246,6.694985743008107
3.623728229077213,7.017020293788506
3.3109995702600177,6.4963238900850016
3.1491372922978607,6.127520853640623
3.1510264367669545,7.100953104237674
2.277181372576367,7.906069140192272
2.835965089969688,6.925730119360653
3.475666508834545,6.825019995630492
2.3238015151243605,7.027125246367311
4.2935688646684556,6.626890889835696
2.5273294600085103,9.058657587829899
3.453659265597194,8.434022919030284
2.960958983535525,7.2980483114387615
4.083185416053999,6.909377067131054
3.0545244497508723,6.367704124279344
3.9396400589491156,7.081888652010263
