sampno,shape,scale,size,weibull_alpha,weibull_sigma,imports_stop,export_prob,serial_interval,lnorm_mean,lnorm_sd,serial_interval_gamma_par1,serial_interval_gamma_par2,t_switch,K,growth_rate,i0,t0,local_r,growth_rate.1,i0.1,t0.1,local_r.1,growth_rate.2,i0.2,t0.2,local_r.2,growth_rate.3,i0.3,t0.3,local_r.3,growth_rate.4,i0.4,t0.4,local_r.4,growth_rate.5,i0.5,t0.5,local_r.5,growth_rate.6,i0.6,t0.6,local_r.6,growth_rate.7,i0.7,t0.7,local_r.7,growth_rate.8,i0.8,t0.8,local_r.8,growth_rate.9,i0.9,t0.9,local_r.9,growth_rate.10,i0.10,t0.10,local_r.10,growth_rate.11,i0.11,t0.11,local_r.11,growth_rate.12,i0.12,t0.12,local_r.12,growth_rate.13,i0.13,t0.13,local_r.13,growth_rate.14,i0.14,t0.14,local_r.14,growth_rate.15,i0.15,t0.15,local_r.15,growth_rate.16,i0.16,t0.16,local_r.16,growth_rate.17,i0.17,t0.17,local_r.17,growth_rate.18,i0.18,t0.18,local_r.18,growth_rate.19,i0.19,t0.19,local_r.19,growth_rate.20,i0.20,t0.20,local_r.20,growth_rate.21,i0.21,t0.21,local_r.21,growth_rate.22,i0.22,t0.22,local_r.22,growth_rate.23,i0.23,t0.23,local_r.23,growth_rate.24,i0.24,t0.24,local_r.24,growth_rate.25,i0.25,t0.25,local_r.25,lnlike
130,5.50730670225076,1.99251692522364,500,1.78604439576918,5.90239706106766,54,1,4,1.4,0.466,5.23,0.87,48,204585.674324075,0.25,1,37,0,0,0,1e-5,2.09560244113047,0,0,1e-5,4.1761657298478,0,0,1e-5,1.26457390020633,0,0,1e-5,2.38597126335378,0,0,1e-5,0.387066386694199,0,0,1e-5,1.09010001494997,0,0,1e-5,0.406424718474707,0,0,1e-5,4.70869973756955,0,0,1e-5,1.35648612630932,0,0,1e-5,1.665321518601,0,0,1e-5,8.0548458872556,0,0,1e-5,1.20196840050015,0,0,1e-5,0.42653610589151,0,0,1e-5,0.963215437504113,0,0,1e-5,0.219137306391157,0,0,1e-5,0.941738889320626,0,0,1e-5,1.29444977087971,0,0,1e-5,1.690945808512,0,0,1e-5,0.588042835056401,0,0,1e-5,0.181446448858667,0,0,1e-5,0.50388702852502,0,0,1e-5,0.78204259947879,0,0,1e-5,4.60722326201414,0,0,1e-5,1.05226097772359,0,0,1e-5,2.17638079607708,-2881.90447652596
131,5.50730670225076,1.99251692522364,500,1.78604439576918,5.90239706106766,54,1,4,1.4,0.466,5.23,0.87,48,204585.674324075,0.25,1,37,0,0,0,1e-5,2.09560244113047,0,0,1e-5,4.1761657298478,0,0,1e-5,1.26457390020633,0,0,1e-5,2.36409815991934,0,0,1e-5,0.387066386694199,0,0,1e-5,1.09010001494997,0,0,1e-5,0.406424718474707,0,0,1e-5,4.70869973756955,0,0,1e-5,1.35648612630932,0,0,1e-5,1.665321518601,0,0,1e-5,8.0548458872556,0,0,1e-5,1.20196840050015,0,0,1e-5,0.42653610589151,0,0,1e-5,0.963215437504113,0,0,1e-5,0.219137306391157,0,0,1e-5,0.941738889320626,0,0,1e-5,1.15357551968849,0,0,1e-5,1.690945808512,0,0,1e-5,0.699833123354466,0,0,1e-5,0.157088078092503,0,0,1e-5,1.65952792367435,0,0,1e-5,0.78204259947879,0,0,1e-5,5.18016152955307,0,0,1e-5,1.05226097772359,0,0,1e-5,2.17638079607708,-2879.47636493881
132,5.54203406083539,1.99251692522364,500,1.74583328220711,5.90239706106766,54,1,4,1.4,0.466,5.23,0.87,48,198256.216061837,0.25,1,37,0,0,0,1e-5,2.09560244113047,0,0,1e-5,6.13440308089731,0,0,1e-5,1.42715295285677,0,0,1e-5,2.44821012183769,0,0,1e-5,0.385138733486924,0,0,1e-5,1.07972494316753,0,0,1e-5,0.406424718474707,0,0,1e-5,5.19439749590726,0,0,1e-5,1.46367644081416,0,0,1e-5,1.85678913314752,0,0,1e-5,7.88225394250752,0,0,1e-5,1.36989253625642,0,0,1e-5,0.585602915617699,0,0,1e-5,0.898620769280348,0,0,1e-5,0.219137306391157,0,0,1e-5,0.773449990653981,0,0,1e-5,1.24749008935113,0,0,1e-5,1.690945808512,0,0,1e-5,0.952062045636765,0,0,1e-5,0.201702307710901,0,0,1e-5,0.564596619037808,0,0,1e-5,0.847219689669377,0,0,1e-5,4.03697071143739,0,0,1e-5,1.40909476033246,0,0,1e-5,2.26433905680936,-2884.25497307701
133,5.52985459111118,1.99251692522364,500,1.76832801175663,5.90239706106766,54,1,4,1.4,0.466,5.23,0.87,48,198256.216061837,0.25,1,37,0,0,0,1e-5,2.09560244113047,0,0,1e-5,4.84432938511951,0,0,1e-5,1.17502050127113,0,0,1e-5,2.44821012183769,0,0,1e-5,0.385138733486924,0,0,1e-5,1.07972494316753,0,0,1e-5,0.406424718474707,0,0,1e-5,5.19439749590726,0,0,1e-5,1.46367644081416,0,0,1e-5,1.85678913314752,0,0,1e-5,7.88225394250752,0,0,1e-5,1.36989253625642,0,0,1e-5,0.585602915617699,0,0,1e-5,0.898620769280348,0,0,1e-5,0.219137306391157,0,0,1e-5,0.773449990653981,0,0,1e-5,1.24749008935113,0,0,1e-5,1.690945808512,0,0,1e-5,0.952062045636765,0,0,1e-5,0.201702307710901,0,0,1e-5,0.564596619037808,0,0,1e-5,0.847219689669377,0,0,1e-5,4.03697071143739,0,0,1e-5,1.40909476033246,0,0,1e-5,2.26433905680936,-2878.56501572832
134,5.52985459111118,1.99251692522364,500,1.76832801175663,5.90239706106766,54,1,4,1.4,0.466,5.23,0.87,48,198256.216061837,0.25,1,37,0,0,0,1e-5,2.09560244113047,0,0,1e-5,4.84432938511951,0,0,1e-5,1.17502050127113,0,0,1e-5,2.44821012183769,0,0,1e-5,0.385138733486924,0,0,1e-5,1.07972494316753,0,0,1e-5,0.406424718474707,0,0,1e-5,4.89479042633318,0,0,1e-5,1.60772239634176,0,0,1e-5,2.14675989626599,0,0,1e-5,8.8299673336601,0,0,1e-5,1.36989253625642,0,0,1e-5,0.585602915617699,0,0,1e-5,0.898620769280348,0,0,1e-5,0.133788012416472,0,0,1e-5,0.769321351799844,0,0,1e-5,1.20933349820357,0,0,1e-5,1.690945808512,0,0,1e-5,0.952062045636765,0,0,1e-5,0.176538285210976,0,0,1e-5,0.564596619037808,0,0,1e-5,0.847219689669377,0,0,1e-5,4.8471786639006,0,0,1e-5,0.911740926311257,0,0,1e-5,2.1198407561878,-2878.9337912683
135,5.56032597970718,1.99251692522364,500,1.76832801175663,5.89249437632472,54,1,4,1.4,0.466,5.23,0.87,48,199706.089866086,0.25,1,37,0,0,0,1e-5,2.2947603340462,0,0,1e-5,4.3132338524717,0,0,1e-5,1.07266572641181,0,0,1e-5,2.24981144830197,0,0,1e-5,0.483598352647646,0,0,1e-5,1.13490265716254,0,0,1e-5,0.440607037595441,0,0,1e-5,5.1576769977702,0,0,1e-5,1.48363524733114,0,0,1e-5,1.92204246412179,0,0,1e-5,8.34327435246244,0,0,1e-5,1.21621907822243,0,0,1e-5,0.591975124818684,0,0,1e-5,0.782220788338178,0,0,1e-5,0.248052660600896,0,0,1e-5,0.924750580004557,0,0,1e-5,1.24543773652042,0,0,1e-5,1.61629499954682,0,0,1e-5,0.952062045636765,0,0,1e-5,0.188074699837906,0,0,1e-5,0.967220427769339,0,0,1e-5,0.820953968573334,0,0,1e-5,6.04529865421775,0,0,1e-5,0.835129260868212,0,0,1e-5,2.06841033191815,-2879.84180969432
136,5.56032597970718,1.99251692522364,500,1.76832801175663,5.89249437632472,54,1,4,1.4,0.466,5.23,0.87,48,199706.089866086,0.25,1,37,0,0,0,1e-5,2.2947603340462,0,0,1e-5,4.3132338524717,0,0,1e-5,1.07266572641181,0,0,1e-5,2.24981144830197,0,0,1e-5,0.483598352647646,0,0,1e-5,1.1149717450967,0,0,1e-5,0.440607037595441,0,0,1e-5,5.1576769977702,0,0,1e-5,1.48948135988621,0,0,1e-5,1.92204246412179,0,0,1e-5,8.57872614864146,0,0,1e-5,1.34135513918188,0,0,1e-5,0.631679418037389,0,0,1e-5,0.782220788338178,0,0,1e-5,0.248052660600896,0,0,1e-5,0.924750580004557,0,0,1e-5,1.24543773652042,0,0,1e-5,1.61629499954682,0,0,1e-5,0.952062045636765,0,0,1e-5,0.188074699837906,0,0,1e-5,0.967220427769339,0,0,1e-5,0.820953968573334,0,0,1e-5,6.04529865421775,0,0,1e-5,0.835129260868212,0,0,1e-5,2.06841033191815,-2879.28058123976
137,5.56032597970718,1.99251692522364,500,1.76832801175663,5.89249437632472,54,1,4,1.4,0.466,5.23,0.87,48,199706.089866086,0.25,1,37,0,0,0,1e-5,2.2947603340462,0,0,1e-5,4.3132338524717,0,0,1e-5,1.07266572641181,0,0,1e-5,2.24981144830197,0,0,1e-5,0.483598352647646,0,0,1e-5,1.1149717450967,0,0,1e-5,0.440607037595441,0,0,1e-5,5.1576769977702,0,0,1e-5,1.48948135988621,0,0,1e-5,1.92204246412179,0,0,1e-5,8.57872614864146,0,0,1e-5,1.34135513918188,0,0,1e-5,0.631679418037389,0,0,1e-5,0.782220788338178,0,0,1e-5,0.248052660600896,0,0,1e-5,0.924750580004557,0,0,1e-5,1.24543773652042,0,0,1e-5,1.61629499954682,0,0,1e-5,0.952062045636765,0,0,1e-5,0.185921112846095,0,0,1e-5,0.967220427769339,0,0,1e-5,0.787176282743955,0,0,1e-5,5.63403740306986,0,0,1e-5,0.997295955304299,0,0,1e-5,2.16585695995908,-2877.35937025405
138,5.53625897667647,1.98433489433908,500,1.76832801175663,5.92621709308377,54,1,4,1.4,0.466,5.23,0.87,48,199706.089866086,0.25,1,37,0,0,0,1e-5,2.2947603340462,0,0,1e-5,4.3132338524717,0,0,1e-5,1.19107788654817,0,0,1e-5,2.24981144830197,0,0,1e-5,0.459652210002434,0,0,1e-5,0.966236554268546,0,0,1e-5,0.440607037595441,0,0,1e-5,5.21293091690276,0,0,1e-5,1.52591842123003,0,0,1e-5,2.16798119392451,0,0,1e-5,8.57872614864146,0,0,1e-5,1.2609889747104,0,0,1e-5,0.602074704904027,0,0,1e-5,1.23854046122394,0,0,1e-5,0.248052660600896,0,0,1e-5,0.783029074482225,0,0,1e-5,1.29324461109038,0,0,1e-5,1.61629499954682,0,0,1e-5,0.681187476547288,0,0,1e-5,0.185921112846095,0,0,1e-5,0.967220427769339,0,0,1e-5,0.787176282743955,0,0,1e-5,5.52153456387053,0,0,1e-5,1.16041017076098,0,0,1e-5,2.16585695995908,-2875.07250730826
139,5.49963127250765,1.98433489433908,500,1.76171477867118,5.92621709308377,54,1,4,1.4,0.466,5.23,0.87,48,199706.089866086,0.25,1,37,0,0,0,1e-5,2.2947603340462,0,0,1e-5,4.72106388457018,0,0,1e-5,1.19107788654817,0,0,1e-5,2.24083383953759,0,0,1e-5,0.501028848536838,0,0,1e-5,0.966236554268546,0,0,1e-5,0.440607037595441,0,0,1e-5,5.21293091690276,0,0,1e-5,1.52591842123003,0,0,1e-5,2.16798119392451,0,0,1e-5,8.57872614864146,0,0,1e-5,1.2609889747104,0,0,1e-5,0.602074704904027,0,0,1e-5,1.23854046122394,0,0,1e-5,0.248052660600896,0,0,1e-5,0.783029074482225,0,0,1e-5,1.29324461109038,0,0,1e-5,1.61629499954682,0,0,1e-5,0.681187476547288,0,0,1e-5,0.185921112846095,0,0,1e-5,0.967220427769339,0,0,1e-5,0.787176282743955,0,0,1e-5,5.52153456387053,0,0,1e-5,1.16041017076098,0,0,1e-5,2.16585695995908,-2875.79512510389
140,5.49963127250765,1.98433489433908,500,1.76171477867118,5.92621709308377,54,1,4,1.4,0.466,5.23,0.87,48,199706.089866086,0.25,1,37,0,0,0,1e-5,2.2947603340462,0,0,1e-5,4.72106388457018,0,0,1e-5,1.19107788654817,0,0,1e-5,2.24083383953759,0,0,1e-5,0.501028848536838,0,0,1e-5,1.09609946449407,0,0,1e-5,0.440607037595441,0,0,1e-5,4.78633215699151,0,0,1e-5,1.33372027055406,0,0,1e-5,1.94568606291596,0,0,1e-5,8.45648492064728,0,0,1e-5,1.27196900908516,0,0,1e-5,0.602074704904027,0,0,1e-5,1.23854046122394,0,0,1e-5,0.248052660600896,0,0,1e-5,0.826774447146879,0,0,1e-5,1.29324461109038,0,0,1e-5,1.67158753232129,0,0,1e-5,0.681187476547288,0,0,1e-5,0.185921112846095,0,0,1e-5,0.967220427769339,0,0,1e-5,0.828405288584663,0,0,1e-5,5.52153456387053,0,0,1e-5,1.16041017076098,0,0,1e-5,2.16585695995908,-2875.61842518325
141,5.56285568923872,1.99312345544133,500,1.76171477867118,5.8409288495868,54,1,4,1.4,0.466,5.23,0.87,48,199706.089866086,0.25,1,37,0,0,0,1e-5,2.2947603340462,0,0,1e-5,4.76321386488935,0,0,1e-5,1.29718546581669,0,0,1e-5,2.29545338148952,0,0,1e-5,0.52809829440868294,0,0,1e-5,1.04160512305359,0,0,1e-5,0.691000395050833,0,0,1e-5,4.78633215699151,0,0,1e-5,1.4587920200776,0,0,1e-5,1.96086778912312,0,0,1e-5,9.36016679697655,0,0,1e-5,1.27359794945861,0,0,1e-5,0.52629930513746,0,0,1e-5,1.14645355821929,0,0,1e-5,0.15388623049302,0,0,1e-5,0.950175948618999,0,0,1e-5,1.38564144719896,0,0,1e-5,1.73716026334798,0,0,1e-5,0.668508880074497,0,0,1e-5,0.185921112846095,0,0,1e-5,1.03932697795974,0,0,1e-5,0.999933566427026,0,0,1e-5,5.52153456387053,0,0,1e-5,1.16041017076098,0,0,1e-5,2.16585695995908,-2881.58174524716
142,5.56285568923872,1.99312345544133,500,1.76171477867118,5.8409288495868,54,1,4,1.4,0.466,5.23,0.87,48,199706.089866086,0.25,1,37,0,0,0,1e-5,2.2947603340462,0,0,1e-5,4.76321386488935,0,0,1e-5,1.29718546581669,0,0,1e-5,2.29545338148952,0,0,1e-5,0.52809829440868294,0,0,1e-5,1.12037360454827,0,0,1e-5,0.76757869893828,0,0,1e-5,4.94487229342017,0,0,1e-5,1.5783798569435,0,0,1e-5,1.96086778912312,0,0,1e-5,9.36016679697655,0,0,1e-5,1.27359794945861,0,0,1e-5,0.52629930513746,0,0,1e-5,1.05011928323799,0,0,1e-5,0.15388623049302,0,0,1e-5,0.950175948618999,0,0,1e-5,1.38564144719896,0,0,1e-5,1.73716026334798,0,0,1e-5,0.668508880074497,0,0,1e-5,0.185921112846095,0,0,1e-5,1.03932697795974,0,0,1e-5,0.999933566427026,0,0,1e-5,5.52153456387053,0,0,1e-5,1.16041017076098,0,0,1e-5,2.16585695995908,-2881.78523662196
143,5.56285568923872,1.99312345544133,500,1.76171477867118,5.8409288495868,54,1,4,1.4,0.466,5.23,0.87,48,199706.089866086,0.25,1,37,0,0,0,1e-5,2.02274514514252,0,0,1e-5,4.90254552879149,0,0,1e-5,1.29718546581669,0,0,1e-5,2.29545338148952,0,0,1e-5,0.52809829440868294,0,0,1e-5,1.02455458974363,0,0,1e-5,0.525937792754622,0,0,1e-5,5.08526873749244,0,0,1e-5,1.5783798569435,0,0,1e-5,1.96086778912312,0,0,1e-5,9.05391541615902,0,0,1e-5,1.28014307342996,0,0,1e-5,0.52629930513746,0,0,1e-5,1.05011928323799,0,0,1e-5,0.0870617952452331,0,0,1e-5,1.16049337987788,0,0,1e-5,1.38984179552773,0,0,1e-5,1.58579011934131,0,0,1e-5,0.668508880074497,0,0,1e-5,0.18426290027664,0,0,1e-5,0.575938382653417,0,0,1e-5,0.901011430082594,0,0,1e-5,5.47412362604385,0,0,1e-5,1.16041017076098,0,0,1e-5,2.04508605430403,-2882.38097704214
144,5.56285568923872,1.99154493427953,500,1.76171477867118,5.8409288495868,54,1,4,1.4,0.466,5.23,0.87,48,199708.214007329,0.25,1,37,0,0,0,1e-5,1.82032493540969,0,0,1e-5,4.90254552879149,0,0,1e-5,1.29718546581669,0,0,1e-5,2.29545338148952,0,0,1e-5,0.406691145597586,0,0,1e-5,1.02455458974363,0,0,1e-5,0.525937792754622,0,0,1e-5,5.08526873749244,0,0,1e-5,1.5783798569435,0,0,1e-5,1.96086778912312,0,0,1e-5,9.05391541615902,0,0,1e-5,1.28014307342996,0,0,1e-5,0.52629930513746,0,0,1e-5,1.05011928323799,0,0,1e-5,0.0870617952452331,0,0,1e-5,1.16049337987788,0,0,1e-5,1.38984179552773,0,0,1e-5,1.58579011934131,0,0,1e-5,0.668508880074497,0,0,1e-5,0.18426290027664,0,0,1e-5,0.575938382653417,0,0,1e-5,0.901011430082594,0,0,1e-5,5.47412362604385,0,0,1e-5,1.16041017076098,0,0,1e-5,2.04508605430403,-2885.78505769674
145,5.56285568923872,1.99154493427953,500,1.76171477867118,5.90838474101942,54,1,4,1.4,0.466,5.23,0.87,48,199708.214007329,0.25,1,37,0,0,0,1e-5,1.82032493540969,0,0,1e-5,4.90254552879149,0,0,1e-5,1.29718546581669,0,0,1e-5,2.46327499061711,0,0,1e-5,0.463918317311309,0,0,1e-5,1.02455458974363,0,0,1e-5,0.525937792754622,0,0,1e-5,5.08526873749244,0,0,1e-5,1.5783798569435,0,0,1e-5,1.96086778912312,0,0,1e-5,9.05391541615902,0,0,1e-5,1.28014307342996,0,0,1e-5,0.52629930513746,0,0,1e-5,1.05011928323799,0,0,1e-5,0.0714688599344931,0,0,1e-5,1.16049337987788,0,0,1e-5,1.38984179552773,0,0,1e-5,1.82660987434407,0,0,1e-5,0.668508880074497,0,0,1e-5,0.18426290027664,0,0,1e-5,1.1503379503505,0,0,1e-5,0.901011430082594,0,0,1e-5,5.47412362604385,0,0,1e-5,1.12123020245985,0,0,1e-5,2.04508605430403,-2882.7634276174
146,5.56285568923872,1.99154493427953,500,1.76171477867118,5.90838474101942,54,1,4,1.4,0.466,5.23,0.87,48,199708.214007329,0.25,1,37,0,0,0,1e-5,1.82032493540969,0,0,1e-5,4.90254552879149,0,0,1e-5,1.29718546581669,0,0,1e-5,2.46327499061711,0,0,1e-5,0.463918317311309,0,0,1e-5,1.02455458974363,0,0,1e-5,0.525937792754622,0,0,1e-5,5.08526873749244,0,0,1e-5,1.63737386983429,0,0,1e-5,1.72941022461391,0,0,1e-5,8.11265531344071,0,0,1e-5,1.28014307342996,0,0,1e-5,0.563054673509923,0,0,1e-5,1.24019938193273,0,0,1e-5,0.25429710784442,0,0,1e-5,1.16049337987788,0,0,1e-5,1.38984179552773,0,0,1e-5,1.82660987434407,0,0,1e-5,0.668508880074497,0,0,1e-5,0.18426290027664,0,0,1e-5,1.1503379503505,0,0,1e-5,0.901011430082594,0,0,1e-5,5.47412362604385,0,0,1e-5,1.12123020245985,0,0,1e-5,2.04508605430403,-2881.32228119485
147,5.55766239334366,1.99154493427953,500,1.76171477867118,5.8421905973553,54,1,4,1.4,0.466,5.23,0.87,48,200092.460111175,0.25,1,37,0,0,0,1e-5,2.31235228241627,0,0,1e-5,4.90254552879149,0,0,1e-5,1.23197926111479,0,0,1e-5,2.35231461186181,0,0,1e-5,0.414356714450242,0,0,1e-5,0.993191942821022,0,0,1e-5,0.525937792754622,0,0,1e-5,5.08526873749244,0,0,1e-5,1.55132872761371,0,0,1e-5,1.97570294205389,0,0,1e-5,8.84869363662849,0,0,1e-5,1.28014307342996,0,0,1e-5,0.563054673509923,0,0,1e-5,1.16881018884048,0,0,1e-5,0.25429710784442,0,0,1e-5,1.16049337987788,0,0,1e-5,1.30857621250056,0,0,1e-5,1.82660987434407,0,0,1e-5,0.641962024603229,0,0,1e-5,0.169788610119663,0,0,1e-5,1.32732514871689,0,0,1e-5,0.777017288796992,0,0,1e-5,5.47412362604385,0,0,1e-5,1.12123020245985,0,0,1e-5,2.18929016384351,-2878.65123186068
148,5.55766239334366,1.99154493427953,500,1.76171477867118,5.8421905973553,54,1,4,1.4,0.466,5.23,0.87,48,200092.460111175,0.25,1,37,0,0,0,1e-5,2.31235228241627,0,0,1e-5,4.90254552879149,0,0,1e-5,1.23197926111479,0,0,1e-5,2.35231461186181,0,0,1e-5,0.414356714450242,0,0,1e-5,1.16038793951584,0,0,1e-5,0.525937792754622,0,0,1e-5,5.12432182362537,0,0,1e-5,1.55132872761371,0,0,1e-5,1.97570294205389,0,0,1e-5,8.12922073962748,0,0,1e-5,1.40468207857397,0,0,1e-5,0.585351662415966,0,0,1e-5,0.841404926535301,0,0,1e-5,0.289235672652846,0,0,1e-5,1.16049337987788,0,0,1e-5,1.34187617956506,0,0,1e-5,1.82660987434407,0,0,1e-5,0.879593072206476,0,0,1e-5,0.224886909766681,0,0,1e-5,1.32732514871689,0,0,1e-5,0.725114638986888,0,0,1e-5,5.47412362604385,0,0,1e-5,1.18372365433276,0,0,1e-5,2.18929016384351,-2880.10074060322
149,5.54812936946582,1.99992507451447,500,1.76171477867118,5.8421905973553,54,1,4,1.4,0.466,5.23,0.87,48,200092.460111175,0.25,1,37,0,0,0,1e-5,2.25322800733401,0,0,1e-5,4.90254552879149,0,0,1e-5,1.10861740134859,0,0,1e-5,2.35231461186181,0,0,1e-5,0.512190141885487,0,0,1e-5,0.980625089731571,0,0,1e-5,0.525937792754622,0,0,1e-5,5.12432182362537,0,0,1e-5,1.55132872761371,0,0,1e-5,1.97570294205389,0,0,1e-5,8.12922073962748,0,0,1e-5,1.1630011070934,0,0,1e-5,0.644635108595092,0,0,1e-5,0.841404926535301,0,0,1e-5,0.17051027641193,0,0,1e-5,0.961630759257661,0,0,1e-5,1.34187617956506,0,0,1e-5,1.82660987434407,0,0,1e-5,0.938116564029077,0,0,1e-5,0.224886909766681,0,0,1e-5,1.4417670455596,0,0,1e-5,0.725114638986888,0,0,1e-5,5.47412362604385,0,0,1e-5,1.18372365433276,0,0,1e-5,2.06874204765893,-2880.05347832669
150,5.51412590867518,1.98684771767861,500,1.76171477867118,5.92822929068374,54,1,4,1.4,0.466,5.23,0.87,48,200092.460111175,0.25,1,37,0,0,0,1e-5,2.13027177567791,0,0,1e-5,3.5749739695625,0,0,1e-5,1.10496044442613,0,0,1e-5,2.35231461186181,0,0,1e-5,0.445449537670879,0,0,1e-5,0.980625089731571,0,0,1e-5,0.525937792754622,0,0,1e-5,5.12432182362537,0,0,1e-5,1.55132872761371,0,0,1e-5,1.97570294205389,0,0,1e-5,8.12922073962748,0,0,1e-5,1.1630011070934,0,0,1e-5,0.644635108595092,0,0,1e-5,0.841404926535301,0,0,1e-5,0.17051027641193,0,0,1e-5,0.961630759257661,0,0,1e-5,1.34187617956506,0,0,1e-5,1.82660987434407,0,0,1e-5,0.938116564029077,0,0,1e-5,0.224886909766681,0,0,1e-5,1.4417670455596,0,0,1e-5,0.725114638986888,0,0,1e-5,5.47412362604385,0,0,1e-5,1.18372365433276,0,0,1e-5,2.06874204765893,-2883.00319354232
151,5.51412590867518,1.98684771767861,500,1.76171477867118,5.92822929068374,54,1,4,1.4,0.466,5.23,0.87,48,200092.460111175,0.25,1,37,0,0,0,1e-5,2.13027177567791,0,0,1e-5,3.5749739695625,0,0,1e-5,1.10496044442613,0,0,1e-5,2.35231461186181,0,0,1e-5,0.445449537670879,0,0,1e-5,0.949239921489698,0,0,1e-5,0.525937792754622,0,0,1e-5,5.12432182362537,0,0,1e-5,1.55132872761371,0,0,1e-5,1.97570294205389,0,0,1e-5,8.12922073962748,0,0,1e-5,1.1630011070934,0,0,1e-5,0.74457679469848,0,0,1e-5,0.841404926535301,0,0,1e-5,0.17051027641193,0,0,1e-5,0.961630759257661,0,0,1e-5,1.34187617956506,0,0,1e-5,1.82660987434407,0,0,1e-5,0.938116564029077,0,0,1e-5,0.224886909766681,0,0,1e-5,1.4417670455596,0,0,1e-5,0.725114638986888,0,0,1e-5,5.47412362604385,0,0,1e-5,1.18372365433276,0,0,1e-5,2.06874204765893,-2884.36343441875
152,5.5357568330641,1.98461699591024,500,1.76171477867118,6.00311467950486,54,1,4,1.4,0.466,5.23,0.87,48,200092.460111175,0.25,1,37,0,0,0,1e-5,2.17790540656677,0,0,1e-5,4.37586071877544,0,0,1e-5,1.10496044442613,0,0,1e-5,2.47203922597692,0,0,1e-5,0.519421668951413,0,0,1e-5,0.94145805536127,0,0,1e-5,0.392092280382532,0,0,1e-5,5.12432182362537,0,0,1e-5,1.51733490209064,0,0,1e-5,1.97570294205389,0,0,1e-5,8.12922073962748,0,0,1e-5,1.1630011070934,0,0,1e-5,0.564316180671488,0,0,1e-5,0.94784954938204,0,0,1e-5,0.17051027641193,0,0,1e-5,0.814146035334904,0,0,1e-5,1.21393215776795,0,0,1e-5,1.49477770790954,0,0,1e-5,0.9786425068225,0,0,1e-5,0.176621379240842,0,0,1e-5,1.4417670455596,0,0,1e-5,0.843056770980139,0,0,1e-5,5.29145466758632,0,0,1e-5,1.18372365433276,0,0,1e-5,1.94253840186113,-2877.84361734541
153,5.53299978508891,1.98461699591024,500,1.76171477867118,6.00311467950486,54,1,4,1.4,0.466,5.23,0.87,48,200092.460111175,0.25,1,37,0,0,0,1e-5,2.17790540656677,0,0,1e-5,4.37586071877544,0,0,1e-5,1.08577313918671,0,0,1e-5,2.47203922597692,0,0,1e-5,0.479501129987713,0,0,1e-5,0.940969247721424,0,0,1e-5,0.392092280382532,0,0,1e-5,5.13171222896196,0,0,1e-5,1.51733490209064,0,0,1e-5,1.97570294205389,0,0,1e-5,8.94234079140242,0,0,1e-5,1.40750044807729,0,0,1e-5,0.564316180671488,0,0,1e-5,1.1572663827804,0,0,1e-5,0.17051027641193,0,0,1e-5,0.814146035334904,0,0,1e-5,1.21393215776795,0,0,1e-5,1.49477770790954,0,0,1e-5,0.9786425068225,0,0,1e-5,0.176621379240842,0,0,1e-5,1.4417670455596,0,0,1e-5,0.843056770980139,0,0,1e-5,5.29145466758632,0,0,1e-5,1.18372365433276,0,0,1e-5,1.94253840186113,-2879.11915828122
154,5.53299978508891,1.98461699591024,500,1.76171477867118,6.00311467950486,54,1,4,1.4,0.466,5.23,0.87,48,200092.460111175,0.25,1,37,0,0,0,1e-5,2.17790540656677,0,0,1e-5,4.37586071877544,0,0,1e-5,1.08577313918671,0,0,1e-5,2.47203922597692,0,0,1e-5,0.479501129987713,0,0,1e-5,0.940969247721424,0,0,1e-5,0.392092280382532,0,0,1e-5,5.13171222896196,0,0,1e-5,1.51733490209064,0,0,1e-5,1.97570294205389,0,0,1e-5,8.94234079140242,0,0,1e-5,1.40750044807729,0,0,1e-5,0.564316180671488,0,0,1e-5,1.1572663827804,0,0,1e-5,0.17051027641193,0,0,1e-5,0.814146035334904,0,0,1e-5,1.18432870612623,0,0,1e-5,1.68793943442514,0,0,1e-5,0.9786425068225,0,0,1e-5,0.149143530607586,0,0,1e-5,1.34458206821389,0,0,1e-5,0.843056770980139,0,0,1e-5,6.04867719072421,0,0,1e-5,1.18372365433276,0,0,1e-5,1.94253840186113,-2879.21412366724
155,5.55886045852028,1.98461699591024,500,1.76171477867118,5.89686293104551,54,1,4,1.4,0.466,5.23,0.87,48,195700.637745387,0.25,1,37,0,0,0,1e-5,2.17790540656677,0,0,1e-5,4.37586071877544,0,0,1e-5,1.08577313918671,0,0,1e-5,2.37838714146664,0,0,1e-5,0.479501129987713,0,0,1e-5,0.940969247721424,0,0,1e-5,0.392092280382532,0,0,1e-5,5.13171222896196,0,0,1e-5,1.51733490209064,0,0,1e-5,1.97570294205389,0,0,1e-5,8.94234079140242,0,0,1e-5,1.40750044807729,0,0,1e-5,0.564316180671488,0,0,1e-5,1.1572663827804,0,0,1e-5,0.17051027641193,0,0,1e-5,0.814146035334904,0,0,1e-5,1.18432870612623,0,0,1e-5,1.68793943442514,0,0,1e-5,0.9786425068225,0,0,1e-5,0.149143530607586,0,0,1e-5,1.34458206821389,0,0,1e-5,0.843056770980139,0,0,1e-5,6.04867719072421,0,0,1e-5,1.18372365433276,0,0,1e-5,1.94253840186113,-2879.9852023329
