"sampno","shape","scale","size","weibull_alpha","weibull_sigma","imports_stop","export_prob","serial_interval","lnorm_mean","lnorm_sd","serial_interval_gamma_par1","serial_interval_gamma_par2","t_switch","K","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","lnlike"
2901,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.41747382979041,0,0,1e-05,2.91787690597747,0,0,1e-05,0.634148522740813,0,0,1e-05,1.395182660645,0,0,1e-05,0.0863734675865823,0,0,1e-05,0.563183463982076,0,0,1e-05,0.00524822192576305,0,0,1e-05,3.3590272479834,0,0,1e-05,0.823663129904838,0,0,1e-05,1.18119146133364,0,0,1e-05,5.95155216889428,0,0,1e-05,0.797265702333455,0,0,1e-05,0.209306585433931,0,0,1e-05,0.441718216499483,0,0,1e-05,0.0103232445685071,0,0,1e-05,0.41442352708039,0,0,1e-05,0.600716620252005,0,0,1e-05,0.977143425512257,0,0,1e-05,0.353268350166955,0,0,1e-05,0.00357908214507428,0,0,1e-05,1.03504790122031,0,0,1e-05,0.309982985031387,0,0,1e-05,4.06667309327253,0,0,1e-05,0.59579183683199,0,0,1e-05,1.28167296652461,-3278.32003270005
2911,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.41747382979041,0,0,1e-05,2.91787690597747,0,0,1e-05,0.634148522740813,0,0,1e-05,1.395182660645,0,0,1e-05,0.0863734675865823,0,0,1e-05,0.563183463982076,0,0,1e-05,0.00524822192576305,0,0,1e-05,3.3590272479834,0,0,1e-05,0.823663129904838,0,0,1e-05,1.18119146133364,0,0,1e-05,5.95155216889428,0,0,1e-05,0.797265702333455,0,0,1e-05,0.209306585433931,0,0,1e-05,0.441718216499483,0,0,1e-05,0.0103232445685071,0,0,1e-05,0.41442352708039,0,0,1e-05,0.600716620252005,0,0,1e-05,0.977143425512257,0,0,1e-05,0.353268350166955,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.436904506746523,0,0,1e-05,0.309982985031387,0,0,1e-05,3.23492895527309,0,0,1e-05,0.396520081074553,0,0,1e-05,1.28167296652461,-3278.37322962778
2921,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.41747382979041,0,0,1e-05,3.04060372643822,0,0,1e-05,0.634148522740813,0,0,1e-05,1.395182660645,0,0,1e-05,0.0863734675865823,0,0,1e-05,0.563183463982076,0,0,1e-05,0.00524822192576305,0,0,1e-05,3.3590272479834,0,0,1e-05,0.823663129904838,0,0,1e-05,1.18119146133364,0,0,1e-05,5.95155216889428,0,0,1e-05,0.797265702333455,0,0,1e-05,0.209306585433931,0,0,1e-05,0.441718216499483,0,0,1e-05,0.0103232445685071,0,0,1e-05,0.41442352708039,0,0,1e-05,0.600716620252005,0,0,1e-05,0.977143425512257,0,0,1e-05,0.353268350166955,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.436904506746523,0,0,1e-05,0.309982985031387,0,0,1e-05,3.23492895527309,0,0,1e-05,0.396520081074553,0,0,1e-05,1.28167296652461,-3278.02975998295
2931,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.41747382979041,0,0,1e-05,3.04060372643822,0,0,1e-05,0.634148522740813,0,0,1e-05,1.395182660645,0,0,1e-05,0.0863734675865823,0,0,1e-05,0.623889912182223,0,0,1e-05,0.00524822192576305,0,0,1e-05,3.30818539277435,0,0,1e-05,0.941144311081789,0,0,1e-05,1.18119146133364,0,0,1e-05,5.95155216889428,0,0,1e-05,0.797265702333455,0,0,1e-05,0.078489291726829,0,0,1e-05,0.441718216499483,0,0,1e-05,0.0103232445685071,0,0,1e-05,0.41442352708039,0,0,1e-05,0.600716620252005,0,0,1e-05,0.977143425512257,0,0,1e-05,0.353268350166955,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.436904506746523,0,0,1e-05,0.309982985031387,0,0,1e-05,3.23492895527309,0,0,1e-05,0.396520081074553,0,0,1e-05,1.28167296652461,-3281.24395692443
2941,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.41747382979041,0,0,1e-05,3.04060372643822,0,0,1e-05,0.634148522740813,0,0,1e-05,1.395182660645,0,0,1e-05,0.0863734675865823,0,0,1e-05,0.623889912182223,0,0,1e-05,0.00524822192576305,0,0,1e-05,3.30818539277435,0,0,1e-05,0.941144311081789,0,0,1e-05,1.18119146133364,0,0,1e-05,5.95155216889428,0,0,1e-05,0.797265702333455,0,0,1e-05,0.078489291726829,0,0,1e-05,0.441718216499483,0,0,1e-05,0.0103232445685071,0,0,1e-05,0.41442352708039,0,0,1e-05,0.600716620252005,0,0,1e-05,1.03527993326986,0,0,1e-05,0.353268350166955,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.453444202307805,0,0,1e-05,0.31345387735052,0,0,1e-05,4.03976231016072,0,0,1e-05,0.396520081074553,0,0,1e-05,1.66174774181758,-3284.52971140092
2951,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.43034395147896,0,0,1e-05,3.79566973328339,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.055658882456293,0,0,1e-05,0.623889912182223,0,0,1e-05,0.00524822192576305,0,0,1e-05,3.30818539277435,0,0,1e-05,0.941144311081789,0,0,1e-05,1.18119146133364,0,0,1e-05,5.95155216889428,0,0,1e-05,0.797265702333455,0,0,1e-05,0.078489291726829,0,0,1e-05,0.441718216499483,0,0,1e-05,0.0103232445685071,0,0,1e-05,0.41442352708039,0,0,1e-05,0.600716620252005,0,0,1e-05,1.03527993326986,0,0,1e-05,0.353268350166955,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.453444202307805,0,0,1e-05,0.31345387735052,0,0,1e-05,4.03976231016072,0,0,1e-05,0.396520081074553,0,0,1e-05,1.66174774181758,-3285.90905850604
2961,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.43034395147896,0,0,1e-05,3.79566973328339,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.055658882456293,0,0,1e-05,0.623889912182223,0,0,1e-05,0.00524822192576305,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.18119146133364,0,0,1e-05,5.96612751076942,0,0,1e-05,0.791439181162168,0,0,1e-05,0.214302438605702,0,0,1e-05,0.1369789286458,0,0,1e-05,0.0103232445685071,0,0,1e-05,0.41442352708039,0,0,1e-05,0.600716620252005,0,0,1e-05,1.03527993326986,0,0,1e-05,0.353268350166955,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.453444202307805,0,0,1e-05,0.31345387735052,0,0,1e-05,4.03976231016072,0,0,1e-05,0.396520081074553,0,0,1e-05,1.66174774181758,-3288.44297802776
2971,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.43034395147896,0,0,1e-05,3.79566973328339,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.055658882456293,0,0,1e-05,0.623889912182223,0,0,1e-05,0.00524822192576305,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.18119146133364,0,0,1e-05,5.96612751076942,0,0,1e-05,0.791439181162168,0,0,1e-05,0.214302438605702,0,0,1e-05,0.1369789286458,0,0,1e-05,0.0103232445685071,0,0,1e-05,0.399972493969905,0,0,1e-05,0.600716620252005,0,0,1e-05,1.03527993326986,0,0,1e-05,0.25373296672013,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.651528178348521,0,0,1e-05,0.500434184870657,0,0,1e-05,3.20616355014159,0,0,1e-05,0.396520081074553,0,0,1e-05,1.29071435027485,-3286.09547420612
2981,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.43034395147896,0,0,1e-05,3.79566973328339,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.055658882456293,0,0,1e-05,0.623889912182223,0,0,1e-05,0.00524822192576305,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.18119146133364,0,0,1e-05,5.96612751076942,0,0,1e-05,0.791439181162168,0,0,1e-05,0.214302438605702,0,0,1e-05,0.1369789286458,0,0,1e-05,0.0103232445685071,0,0,1e-05,0.399972493969905,0,0,1e-05,0.600716620252005,0,0,1e-05,1.03527993326986,0,0,1e-05,0.25373296672013,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.651528178348521,0,0,1e-05,0.500434184870657,0,0,1e-05,3.20616355014159,0,0,1e-05,0.396520081074553,0,0,1e-05,1.29071435027485,-3286.09547420612
2991,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.43034395147896,0,0,1e-05,3.79566973328339,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.055658882456293,0,0,1e-05,0.623889912182223,0,0,1e-05,0.00524822192576305,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.18119146133364,0,0,1e-05,5.96612751076942,0,0,1e-05,0.614225964257304,0,0,1e-05,0.165606959893516,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.399972493969905,0,0,1e-05,0.600716620252005,0,0,1e-05,1.03527993326986,0,0,1e-05,0.25373296672013,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.651528178348521,0,0,1e-05,0.500434184870657,0,0,1e-05,3.20616355014159,0,0,1e-05,0.396520081074553,0,0,1e-05,1.29071435027485,-3282.13953456848
3001,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.43034395147896,0,0,1e-05,3.79566973328339,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.055658882456293,0,0,1e-05,0.623889912182223,0,0,1e-05,0.00524822192576305,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.18119146133364,0,0,1e-05,5.96612751076942,0,0,1e-05,0.614225964257304,0,0,1e-05,0.165606959893516,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.399972493969905,0,0,1e-05,0.600716620252005,0,0,1e-05,1.03527993326986,0,0,1e-05,0.332136207730989,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.651528178348521,0,0,1e-05,0.500434184870657,0,0,1e-05,3.20616355014159,0,0,1e-05,0.484928932613748,0,0,1e-05,1.40630618472156,-3281.72475701985
3011,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.47740593085843,0,0,1e-05,3.79566973328339,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.055658882456293,0,0,1e-05,0.623889912182223,0,0,1e-05,0.00524822192576305,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.18119146133364,0,0,1e-05,5.96612751076942,0,0,1e-05,0.614225964257304,0,0,1e-05,0.165606959893516,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.399972493969905,0,0,1e-05,0.600716620252005,0,0,1e-05,1.03527993326986,0,0,1e-05,0.332136207730989,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.651528178348521,0,0,1e-05,0.500434184870657,0,0,1e-05,3.20616355014159,0,0,1e-05,0.484928932613748,0,0,1e-05,1.40630618472156,-3282.10532240555
3021,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.47740593085843,0,0,1e-05,3.79566973328339,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.055658882456293,0,0,1e-05,0.623889912182223,0,0,1e-05,0.089430878575646,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.18119146133364,0,0,1e-05,5.96612751076942,0,0,1e-05,0.634425202109238,0,0,1e-05,0.247641401851433,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.399972493969905,0,0,1e-05,0.600716620252005,0,0,1e-05,1.03527993326986,0,0,1e-05,0.332136207730989,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.651528178348521,0,0,1e-05,0.500434184870657,0,0,1e-05,3.20616355014159,0,0,1e-05,0.484928932613748,0,0,1e-05,1.40630618472156,-3282.44408558573
3031,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.47740593085843,0,0,1e-05,3.79566973328339,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.055658882456293,0,0,1e-05,0.623889912182223,0,0,1e-05,0.089430878575646,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.18119146133364,0,0,1e-05,5.96612751076942,0,0,1e-05,0.634425202109238,0,0,1e-05,0.247641401851433,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.399972493969905,0,0,1e-05,0.623560717771395,0,0,1e-05,1.03527993326986,0,0,1e-05,0.243672992067867,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.848356574265525,0,0,1e-05,0.304179354173478,0,0,1e-05,3.20616355014159,0,0,1e-05,0.510178178654081,0,0,1e-05,1.40630618472156,-3280.61374468591
3041,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.47740593085843,0,0,1e-05,3.59319136852215,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.055658882456293,0,0,1e-05,0.623889912182223,0,0,1e-05,0.089430878575646,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.18119146133364,0,0,1e-05,5.96612751076942,0,0,1e-05,0.634425202109238,0,0,1e-05,0.247641401851433,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.399972493969905,0,0,1e-05,0.623560717771395,0,0,1e-05,1.03527993326986,0,0,1e-05,0.243672992067867,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.848356574265525,0,0,1e-05,0.304179354173478,0,0,1e-05,3.20616355014159,0,0,1e-05,0.510178178654081,0,0,1e-05,1.40630618472156,-3280.07941598289
3051,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.47740593085843,0,0,1e-05,3.59319136852215,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.055658882456293,0,0,1e-05,0.535022497667226,0,0,1e-05,0.0762978636130793,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.24230392627108,0,0,1e-05,6.09445557393308,0,0,1e-05,0.634425202109238,0,0,1e-05,0.247641401851433,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.399972493969905,0,0,1e-05,0.623560717771395,0,0,1e-05,1.03527993326986,0,0,1e-05,0.243672992067867,0,0,1e-05,0.00357908214507428,0,0,1e-05,0.848356574265525,0,0,1e-05,0.304179354173478,0,0,1e-05,3.20616355014159,0,0,1e-05,0.510178178654081,0,0,1e-05,1.40630618472156,-3279.70604774276
3061,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.47740593085843,0,0,1e-05,3.59319136852215,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.055658882456293,0,0,1e-05,0.535022497667226,0,0,1e-05,0.0762978636130793,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.24230392627108,0,0,1e-05,6.09445557393308,0,0,1e-05,0.634425202109238,0,0,1e-05,0.247641401851433,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.393640955828744,0,0,1e-05,0.623560717771395,0,0,1e-05,1.03527993326986,0,0,1e-05,0.243672992067867,0,0,1e-05,0.00357908214507428,0,0,1e-05,1.30101148256639,0,0,1e-05,0.33532073461287,0,0,1e-05,3.20616355014159,0,0,1e-05,0.510178178654081,0,0,1e-05,1.57347345238356,-3282.28123893174
3071,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.41039253303642,0,0,1e-05,3.59319136852215,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.11027715494818,0,0,1e-05,0.535022497667226,0,0,1e-05,0.0762978636130793,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.24230392627108,0,0,1e-05,6.09445557393308,0,0,1e-05,0.634425202109238,0,0,1e-05,0.247641401851433,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.393640955828744,0,0,1e-05,0.623560717771395,0,0,1e-05,1.03527993326986,0,0,1e-05,0.243672992067867,0,0,1e-05,0.00357908214507428,0,0,1e-05,1.30101148256639,0,0,1e-05,0.33532073461287,0,0,1e-05,3.20616355014159,0,0,1e-05,0.510178178654081,0,0,1e-05,1.57347345238356,-3281.12766890489
3081,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.41039253303642,0,0,1e-05,3.59319136852215,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.11027715494818,0,0,1e-05,0.535022497667226,0,0,1e-05,0.110971058873016,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.01230827467956,0,0,1e-05,5.55171297620721,0,0,1e-05,0.802998926209793,0,0,1e-05,0.100330452399298,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.393640955828744,0,0,1e-05,0.623560717771395,0,0,1e-05,1.03527993326986,0,0,1e-05,0.243672992067867,0,0,1e-05,0.00357908214507428,0,0,1e-05,1.30101148256639,0,0,1e-05,0.33532073461287,0,0,1e-05,3.20616355014159,0,0,1e-05,0.510178178654081,0,0,1e-05,1.57347345238356,-3281.43955997509
3091,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.41039253303642,0,0,1e-05,3.59319136852215,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.11027715494818,0,0,1e-05,0.535022497667226,0,0,1e-05,0.110971058873016,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.01230827467956,0,0,1e-05,5.55171297620721,0,0,1e-05,0.802998926209793,0,0,1e-05,0.100330452399298,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.393640955828744,0,0,1e-05,0.623560717771395,0,0,1e-05,1.03527993326986,0,0,1e-05,0.248691598779565,0,0,1e-05,0.00357908214507428,0,0,1e-05,1.30101148256639,0,0,1e-05,0.33532073461287,0,0,1e-05,3.20616355014159,0,0,1e-05,0.510178178654081,0,0,1e-05,1.54636291179304,-3281.02725066138
3101,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.16529898122265,0,0,1e-05,3.42363299085498,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.0826972521136615,0,0,1e-05,0.535022497667226,0,0,1e-05,0.110971058873016,0,0,1e-05,3.34988001241483,0,0,1e-05,0.877986246960317,0,0,1e-05,1.01230827467956,0,0,1e-05,5.55171297620721,0,0,1e-05,0.802998926209793,0,0,1e-05,0.100330452399298,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.393640955828744,0,0,1e-05,0.623560717771395,0,0,1e-05,1.03527993326986,0,0,1e-05,0.248691598779565,0,0,1e-05,0.00357908214507428,0,0,1e-05,1.30101148256639,0,0,1e-05,0.33532073461287,0,0,1e-05,3.20616355014159,0,0,1e-05,0.510178178654081,0,0,1e-05,1.54636291179304,-3281.18296768735
3111,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.16529898122265,0,0,1e-05,3.42363299085498,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.0826972521136615,0,0,1e-05,0.535022497667226,0,0,1e-05,0.110971058873016,0,0,1e-05,3.34988001241483,0,0,1e-05,0.854431602954028,0,0,1e-05,0.906752259402764,0,0,1e-05,5.55171297620721,0,0,1e-05,0.802998926209793,0,0,1e-05,0.100330452399298,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.393640955828744,0,0,1e-05,0.623560717771395,0,0,1e-05,1.03527993326986,0,0,1e-05,0.248691598779565,0,0,1e-05,0.00357908214507428,0,0,1e-05,1.30101148256639,0,0,1e-05,0.33532073461287,0,0,1e-05,3.20616355014159,0,0,1e-05,0.510178178654081,0,0,1e-05,1.54636291179304,-3281.49968224215
3121,4.1460712170259,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.16529898122265,0,0,1e-05,3.42363299085498,0,0,1e-05,0.634148522740813,0,0,1e-05,1.39946118817546,0,0,1e-05,0.0826972521136615,0,0,1e-05,0.535022497667226,0,0,1e-05,0.110971058873016,0,0,1e-05,3.34988001241483,0,0,1e-05,0.854431602954028,0,0,1e-05,0.906752259402764,0,0,1e-05,5.55171297620721,0,0,1e-05,0.802998926209793,0,0,1e-05,0.100330452399298,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.393640955828744,0,0,1e-05,0.623560717771395,0,0,1e-05,1.03527993326986,0,0,1e-05,0.313025196691117,0,0,1e-05,0.00357908214507428,0,0,1e-05,1.41872156060944,0,0,1e-05,0.33532073461287,0,0,1e-05,3.41432508032788,0,0,1e-05,0.510178178654081,0,0,1e-05,1.54636291179304,-3281.84759850031
3131,4.15621854959913,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.16529898122265,0,0,1e-05,3.42363299085498,0,0,1e-05,0.495252593664821,0,0,1e-05,1.39946118817546,0,0,1e-05,0.0826972521136615,0,0,1e-05,0.535022497667226,0,0,1e-05,0.110971058873016,0,0,1e-05,3.34988001241483,0,0,1e-05,0.854431602954028,0,0,1e-05,0.906752259402764,0,0,1e-05,5.55171297620721,0,0,1e-05,0.802998926209793,0,0,1e-05,0.100330452399298,0,0,1e-05,0.699614981899408,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.393640955828744,0,0,1e-05,0.623560717771395,0,0,1e-05,1.03527993326986,0,0,1e-05,0.313025196691117,0,0,1e-05,0.00357908214507428,0,0,1e-05,1.41872156060944,0,0,1e-05,0.33532073461287,0,0,1e-05,3.41432508032788,0,0,1e-05,0.510178178654081,0,0,1e-05,1.54636291179304,-3282.24596392494
3141,4.15621854959913,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.16529898122265,0,0,1e-05,3.42363299085498,0,0,1e-05,0.495252593664821,0,0,1e-05,1.39946118817546,0,0,1e-05,0.0826972521136615,0,0,1e-05,0.565780176715536,0,0,1e-05,0.110971058873016,0,0,1e-05,3.34988001241483,0,0,1e-05,0.719481291720437,0,0,1e-05,0.906752259402764,0,0,1e-05,5.79689998304691,0,0,1e-05,0.802998926209793,0,0,1e-05,0.253195353568079,0,0,1e-05,0.562988797993045,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.393640955828744,0,0,1e-05,0.623560717771395,0,0,1e-05,1.03527993326986,0,0,1e-05,0.313025196691117,0,0,1e-05,0.00357908214507428,0,0,1e-05,1.41872156060944,0,0,1e-05,0.33532073461287,0,0,1e-05,3.41432508032788,0,0,1e-05,0.510178178654081,0,0,1e-05,1.54636291179304,-3282.35923246773
3151,4.15621854959913,3.10125420455181,500,1.61579997878465,2.5445840466745,54,1,4,1.4,0.466,5.23,0.87,48,588634.620944178,0.25,1,37,0,0,0,1e-05,1.16529898122265,0,0,1e-05,3.42363299085498,0,0,1e-05,0.495252593664821,0,0,1e-05,1.39946118817546,0,0,1e-05,0.0826972521136615,0,0,1e-05,0.565780176715536,0,0,1e-05,0.110971058873016,0,0,1e-05,3.34988001241483,0,0,1e-05,0.719481291720437,0,0,1e-05,0.906752259402764,0,0,1e-05,5.79689998304691,0,0,1e-05,0.802998926209793,0,0,1e-05,0.253195353568079,0,0,1e-05,0.562988797993045,0,0,1e-05,0.0042281111679928,0,0,1e-05,0.393640955828744,0,0,1e-05,0.623560717771395,0,0,1e-05,0.974931478700228,0,0,1e-05,0.103564923003924,0,0,1e-05,0.00357908214507428,0,0,1e-05,1.75946623556455,0,0,1e-05,0.326884648953925,0,0,1e-05,2.74394466960772,0,0,1e-05,0.420661420110956,0,0,1e-05,1.54636291179304,-3286.91810650203
