"sampno","confirm_delay_shape","confirm_delay_scale","weibull_alpha","weibull_sigma","t_switch","K","i0","t0","lnlike"
461,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.4142775435005,816511.081413437,1,37,-248.962972046219
471,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.4142775435005,816511.081413437,1,37,-248.962972046219
481,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.4563957818513,834666.944662582,1,37,-249.611461629358
491,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.4563957818513,834666.944662582,1,37,-249.611461629358
501,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.4563957818513,834666.944662582,1,37,-249.611461629358
511,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.4563957818513,820807.749543376,1,37,-249.889498158656
521,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.3925338299327,820807.749543376,1,37,-248.732997831769
531,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.3642690653028,813268.660286086,1,37,-248.261596591743
541,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.3407225537016,824618.729372786,1,37,-250.527188333485
551,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2684833960322,791378.921433998,1,37,-246.91537929941
561,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2389540594545,791378.921433998,1,37,-246.81462788063
571,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2844292187792,791378.921433998,1,37,-247.186169609984
581,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2844292187792,800895.399420998,1,37,-247.470827005078
591,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2844292187792,800895.399420998,1,37,-247.470827005078
601,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2844292187792,781788.775107198,1,37,-248.291931822357
611,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.3030861956316,781788.775107198,1,37,-249.336508944041
621,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.1830548959756,786888.694833871,1,37,-247.017874381793
631,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2506864515901,798024.586571036,1,37,-247.524481194528
641,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2506864515901,798024.586571036,1,37,-247.524481194528
651,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2849946327472,798870.925107595,1,37,-247.296482565183
661,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2761089770725,804304.370826532,1,37,-248.063757784078
671,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2761089770725,790890.762521723,1,37,-247.035995886588
681,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.1640930590218,786699.817492648,1,37,-247.561188830746
691,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.1640930590218,784983.597018279,1,37,-247.14796430173
701,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2066344410342,784983.597018279,1,37,-246.374869481964
711,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2512475964855,783398.302750888,1,37,-246.815046152306
721,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2512475964855,790611.107000801,1,37,-246.752844380193
731,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2729905922779,791011.496063039,1,37,-246.980313625437
741,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2729905922779,791900.512371294,1,37,-246.974811429703
751,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.2761671842936,785729.133798407,1,37,-247.366428859935
761,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.0777623346752,766767.348967806,1,37,-245.640604084398
771,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.0923435598147,757801.020955179,1,37,-244.513085765552
781,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.0458927948866,747563.0003506,1,37,-243.861072440843
791,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.0458927948866,745401.322497964,1,37,-243.921849018532
801,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.0651408105293,773560.592611459,1,37,-248.092858653599
811,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.1429543545321,763729.932642968,1,37,-245.267134691638
821,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.1429543545321,763729.932642968,1,37,-245.267134691638
831,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.1338923342472,763729.932642968,1,37,-245.088717059748
841,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.1338923342472,762491.371732315,1,37,-245.122134810364
851,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.0896293528732,762491.371732315,1,37,-244.783420198438
861,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.0920996592438,762491.371732315,1,37,-244.771377270187
871,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.0920996592438,742721.458753933,1,37,-246.18536714378
881,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.0668460281363,749256.0731823,1,37,-244.217011591675
891,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,56.024385504514,749256.0731823,1,37,-243.786152898502
901,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.9521076783476,728063.422326036,1,37,-242.604864675115
911,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.8867575233657,728063.422326036,1,37,-242.366074351893
921,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.8904351864517,728063.422326036,1,37,-242.311199133913
931,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.8552287784789,725269.047290102,1,37,-242.481114636561
941,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.8610209482487,711971.086454568,1,37,-241.289852233627
951,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.8610209482487,716887.42130856,1,37,-241.292303155472
961,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.8725498407165,707334.021758526,1,37,-242.191314709683
971,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.8684694962458,723446.68207027,1,37,-241.899665147686
981,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.9076542331173,723446.68207027,1,37,-241.907770099192
991,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.9076542331173,723080.087531671,1,37,-241.904285221889
1001,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.9076542331173,723080.087531671,1,37,-241.904285221889
1011,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.9076542331173,715627.159137591,1,37,-242.375865585069
1021,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.7223873415713,705349.154142075,1,37,-241.528406543424
1031,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.7223873415713,701596.240886549,1,37,-240.529921564542
1041,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.8096167955905,701748.513993697,1,37,-240.614466800397
1051,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.7291902377456,695588.319694983,1,37,-239.496167649561
1061,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.6971349544993,693260.31619505,1,37,-239.403435620484
1071,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.691281643856,686844.535221702,1,37,-238.794912945679
1081,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.691281643856,690517.55035862,1,37,-239.084228929468
1091,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.6159373350151,672422.453974119,1,37,-237.633119455291
1101,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.6159373350151,662999.508114341,1,37,-238.553967913162
1111,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.4807254142329,662999.508114341,1,37,-237.515474868212
1121,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.4349371291265,631973.58138495,1,37,-236.277216851243
1131,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.4387606754911,646974.682748493,1,37,-235.101109909322
1141,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.484938685434,652301.234529252,1,37,-235.68002816267
1151,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.33800577962,638634.623117799,1,37,-234.918410863016
1161,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.3758278015471,638634.623117799,1,37,-234.306545011959
1171,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.3109573584368,627652.887183041,1,37,-233.19502967484
1181,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.3262984470203,627652.887183041,1,37,-233.246500053405
1191,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.3262984470203,627773.313437721,1,37,-233.252632536607
1201,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.3262984470203,625048.921231213,1,37,-233.203281151951
1211,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.3097749151991,625733.122595822,1,37,-233.024331429508
1221,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.3655941400745,641771.063722569,1,37,-235.030027476018
1231,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.3655941400745,641771.063722569,1,37,-235.030027476018
1241,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.2070534191429,616863.858835805,1,37,-232.46894591769
1251,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.311593563876,616863.858835805,1,37,-233.521225633988
1261,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.2695938975438,616863.858835805,1,37,-232.307617639611
1271,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.2695938975438,608011.333460759,1,37,-233.372952736762
1281,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.132411381659,608011.333460759,1,37,-231.953064485223
1291,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.216246773917,608011.333460759,1,37,-231.474457582863
1301,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.1577562651835,603220.589323939,1,37,-230.65187202437
1311,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.1637729115427,605674.021719761,1,37,-230.909185640172
1321,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.1637729115427,605674.021719761,1,37,-230.909185640172
1331,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.2246658697222,607814.58132629,1,37,-231.673266319864
1341,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.2151234030033,608035.034855551,1,37,-231.452283235357
1351,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.3247577155481,620088.650245207,1,37,-233.540860706624
1361,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.1983488990194,613241.59236409,1,37,-231.831496939931
1371,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.2443793262062,613241.59236409,1,37,-231.909018749595
1381,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.2848567129364,622191.456119973,1,37,-232.653450719417
1391,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.2848567129364,625089.893122065,1,37,-232.974178586271
1401,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.2848567129364,627172.56099755,1,37,-233.336226032247
1411,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.303236034252,627172.56099755,1,37,-233.158760850704
1421,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.303236034252,623938.383758269,1,37,-232.877876125168
1431,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.303236034252,608543.467378235,1,37,-235.243975051518
1441,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,55.2291017268524,605140.251317667,1,37,-232.108309092991
1451,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.9921904608428,577484.518903571,1,37,-227.865767885182
1461,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.9921904608428,566739.519081837,1,37,-229.249582420889
1471,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.9921904608428,566739.519081837,1,37,-229.249582420889
1481,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.898546415825,558184.339715632,1,37,-226.709393049783
1491,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.9822690724787,567209.505095424,1,37,-228.594416828023
1501,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.9431209701325,572000.879873697,1,37,-227.140506734612
1511,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.8989138522307,572000.879873697,1,37,-227.497665667828
1521,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.8989138522307,561864.902158914,1,37,-226.338512765567
1531,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.9083209792855,574094.233272945,1,37,-227.872631771888
1541,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.8595763997106,565821.613443188,1,37,-226.66005811325
1551,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.8595763997106,565821.613443188,1,37,-226.66005811325
1561,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.8331294116532,565821.613443188,1,37,-227.361485600376
1571,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.8140384062518,540954.733063273,1,37,-226.843386718467
1581,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.7548812075803,548810.401866943,1,37,-224.318984928206
1591,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.6484707231731,526703.389949653,1,37,-222.262111179347
1601,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.6356596551243,525052.758141431,1,37,-222.043450478831
1611,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.6356596551243,525052.758141431,1,37,-222.043450478831
1621,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.6356596551243,523091.029999934,1,37,-222.343731913199
1631,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.498533718152,523091.029999934,1,37,-222.356629872017
1641,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.498533718152,489734.333660756,1,37,-228.561758060607
1651,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.3810761537436,489734.333660756,1,37,-218.397921974064
1661,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,54.2199171663146,465709.513366363,1,37,-217.796410028411
1671,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.7929279646078,443773.215019482,1,37,-211.211541610669
1681,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.6187411118942,420289.03531988,1,37,-204.798201276575
1691,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.6187411118942,419809.558155941,1,37,-204.604403379585
1701,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.4750290536166,408290.237850309,1,37,-203.110006637395
1711,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.4750290536166,407729.860301158,1,37,-202.799421131985
1721,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.6475184290881,407729.860301158,1,37,-206.195692327688
1731,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.616116538271,407729.860301158,1,37,-204.249397517523
1741,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.376320224989,388074.787645939,1,37,-198.858127949729
1751,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.376320224989,388074.787645939,1,37,-198.858127949729
1761,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.3000650866347,378013.627511671,1,37,-198.245969697718
1771,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.2176467093055,372883.520931251,1,37,-195.935198968421
1781,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.1324632626866,365670.136565992,1,37,-194.208042495326
1791,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.0773598332205,365670.136565992,1,37,-192.942116748356
1801,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.0773598332205,365670.136565992,1,37,-192.942116748356
1811,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,53.0444434663908,362368.158414594,1,37,-192.220390441024
1821,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.9348103214327,355889.716250109,1,37,-190.682786533003
1831,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.992697910946,355889.716250109,1,37,-191.127322290976
1841,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.8528226497131,349337.387116084,1,37,-189.11663381135
1851,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.8879543165618,345702.122606614,1,37,-189.242276104727
1861,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.7598814753198,337137.047444174,1,37,-186.446878729623
1871,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.7289254875672,334529.292942098,1,37,-185.834127886261
1881,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.7289254875672,339313.663902423,1,37,-186.592545272811
1891,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.7289254875672,330336.287297874,1,37,-187.029722590019
1901,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.7278975321777,341596.733877745,1,37,-187.762140673896
1911,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.8469875902954,341596.733877745,1,37,-188.620977469081
1921,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.7426178781715,345094.844759258,1,37,-189.737371830748
1931,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.7426178781715,345094.844759258,1,37,-189.737371830748
1941,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.8122490018816,345094.844759258,1,37,-187.97361212627
1951,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.8104992664695,341326.821578106,1,37,-187.458584777851
1961,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.7505007107881,341326.821578106,1,37,-187.150290618699
1971,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.615347194793,330334.702291766,1,37,-184.240583901704
1981,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.615347194793,327277.183258337,1,37,-183.531696484329
1991,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.5891521399015,327277.183258337,1,37,-183.35398573578
2001,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.5891521399015,322874.239262599,1,37,-183.12911865602
2011,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.5891521399015,322904.32501032,1,37,-183.123691032235
2021,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.5891521399015,323642.219194098,1,37,-183.020811307203
2031,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.5891521399015,326983.141738658,1,37,-183.275588791795
2041,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.6094151199005,326983.141738658,1,37,-183.424209834009
2051,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.6454131431026,326983.141738658,1,37,-184.294792678652
2061,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.6867759601944,328615.649655336,1,37,-185.542016569397
2071,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.6867759601944,335626.709470139,1,37,-185.599667830475
2081,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.6840229111155,329976.108054114,1,37,-185.067664789581
2091,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.7254171975003,332383.25901389,1,37,-186.079913831484
2101,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.5924271095802,324721.523458195,1,37,-183.040740682027
2111,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.5924271095802,324558.966227994,1,37,-183.04404804012
2121,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.5924271095802,325507.003761114,1,37,-183.064025111475
2131,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.5924271095802,324242.784652289,1,37,-183.058484968519
2141,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.5924271095802,326817.866470979,1,37,-183.247062364989
2151,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.5931266286789,324617.060996286,1,37,-183.058092296209
2161,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.5931266286789,320205.386149049,1,37,-184.221745386256
2171,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.4764310816706,320642.748782844,1,37,-181.761399442072
2181,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.4511870756542,308663.134740882,1,37,-182.050169336752
2191,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.3526952772791,308663.134740882,1,37,-178.264986186414
2201,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.2739030935238,308663.134740882,1,37,-179.413721972631
2211,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.1239326789966,295154.365097027,1,37,-174.318706700625
2221,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.1589831240906,295154.365097027,1,37,-174.297088024771
2231,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,52.1273401648631,295154.365097027,1,37,-174.284243256087
