"sampno","size","confirm_delay_shape","confirm_delay_scale","weibull_alpha","weibull_sigma","lnorm_incu_par1","lnorm_incu_par2","serial_interval_gamma_alpha","serial_interval_gamma_scale","recovery_shape","recovery_scale","t_switch","K","local_r_mean","local_r_sd","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","growth_rate","i0","t0","local_r","lnlike"
8851,100,8.06528357832349,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.97425901196694,0,0,1e-05,1.31221844252094,0,0,1e-05,11.5259284239185,0,0,1e-05,1.90786074337889,0,0,1e-05,3.38528731331657,0,0,1e-05,3.32883868237467,0,0,1e-05,4.49032014737089,0,0,1e-05,3.75463600398498,0,0,1e-05,3.34461214738888,0,0,1e-05,3.36437387473818,0,0,1e-05,15.9390055320832,0,0,1e-05,4.87291635248775,0,0,1e-05,5.05396188950975,0,0,1e-05,3.32063953927468,0,0,1e-05,1.79353045763864,0,0,1e-05,2.88033967282146,0,0,1e-05,2.26554537009064,0,0,1e-05,2.10616958033093,0,0,1e-05,3.4034109252986,0,0,1e-05,2.15016555152177,0,0,1e-05,9.62675661158094,0,0,1e-05,1.44825883135763,0,0,1e-05,2.59637534651005,0,0,1e-05,5.11350726225639,0,0,1e-05,1.85236129548253,0,0,1e-05,3.71299569008926,0,0,1e-05,4.35814250346144,0,0,1e-05,11.419557276268,0,0,1e-05,4.92509570407114,-3344.28455085763
8861,100,8.06528357832349,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.97425901196694,0,0,1e-05,1.31221844252094,0,0,1e-05,11.5259284239185,0,0,1e-05,1.90786074337889,0,0,1e-05,3.38528731331657,0,0,1e-05,3.32883868237467,0,0,1e-05,4.49032014737089,0,0,1e-05,3.75463600398498,0,0,1e-05,3.34461214738888,0,0,1e-05,3.36437387473818,0,0,1e-05,15.9390055320832,0,0,1e-05,4.87291635248775,0,0,1e-05,5.05396188950975,0,0,1e-05,3.32063953927468,0,0,1e-05,1.79353045763864,0,0,1e-05,2.87910482280603,0,0,1e-05,2.49271215263185,0,0,1e-05,1.92574159469006,0,0,1e-05,3.4034109252986,0,0,1e-05,2.15016555152177,0,0,1e-05,9.79165924976357,0,0,1e-05,1.44825883135763,0,0,1e-05,2.59637534651005,0,0,1e-05,4.92544458889828,0,0,1e-05,1.85236129548253,0,0,1e-05,3.71299569008926,0,0,1e-05,4.35814250346144,0,0,1e-05,11.419557276268,0,0,1e-05,4.92509570407114,-3345.13768791071
8871,100,8.06528357832349,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.15249021947868,0,0,1e-05,10.3342780564721,0,0,1e-05,1.90786074337889,0,0,1e-05,3.38528731331657,0,0,1e-05,3.32883868237467,0,0,1e-05,4.49032014737089,0,0,1e-05,3.75463600398498,0,0,1e-05,3.34461214738888,0,0,1e-05,3.36437387473818,0,0,1e-05,15.9390055320832,0,0,1e-05,4.87291635248775,0,0,1e-05,5.05396188950975,0,0,1e-05,3.32063953927468,0,0,1e-05,1.79353045763864,0,0,1e-05,2.87910482280603,0,0,1e-05,2.49271215263185,0,0,1e-05,1.92574159469006,0,0,1e-05,3.4034109252986,0,0,1e-05,2.15016555152177,0,0,1e-05,9.79165924976357,0,0,1e-05,1.44825883135763,0,0,1e-05,2.59637534651005,0,0,1e-05,4.92544458889828,0,0,1e-05,1.85236129548253,0,0,1e-05,3.71299569008926,0,0,1e-05,3.85758129087824,0,0,1e-05,12.4355944663261,0,0,1e-05,5.03376496138758,-3347.15682877835
8881,100,8.06528357832349,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.15249021947868,0,0,1e-05,10.3342780564721,0,0,1e-05,1.90786074337889,0,0,1e-05,3.38528731331657,0,0,1e-05,3.45221994374463,0,0,1e-05,4.49032014737089,0,0,1e-05,4.17623316955818,0,0,1e-05,3.34461214738888,0,0,1e-05,3.36437387473818,0,0,1e-05,16.3506230582256,0,0,1e-05,5.07783754283705,0,0,1e-05,4.30634718718321,0,0,1e-05,3.32063953927468,0,0,1e-05,1.79353045763864,0,0,1e-05,2.87910482280603,0,0,1e-05,2.49271215263185,0,0,1e-05,1.92574159469006,0,0,1e-05,3.4034109252986,0,0,1e-05,2.15016555152177,0,0,1e-05,9.79165924976357,0,0,1e-05,1.44825883135763,0,0,1e-05,2.59637534651005,0,0,1e-05,4.92544458889828,0,0,1e-05,1.85236129548253,0,0,1e-05,3.71299569008926,0,0,1e-05,3.85758129087824,0,0,1e-05,12.4355944663261,0,0,1e-05,5.03376496138758,-3350.2605649207
8891,100,8.06528357832349,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.15249021947868,0,0,1e-05,10.3342780564721,0,0,1e-05,1.90786074337889,0,0,1e-05,3.38528731331657,0,0,1e-05,3.45221994374463,0,0,1e-05,4.49032014737089,0,0,1e-05,4.17623316955818,0,0,1e-05,3.34461214738888,0,0,1e-05,3.36437387473818,0,0,1e-05,16.3506230582256,0,0,1e-05,5.07783754283705,0,0,1e-05,4.30634718718321,0,0,1e-05,3.04073420863316,0,0,1e-05,2.37475824323011,0,0,1e-05,2.83893067873745,0,0,1e-05,2.49271215263185,0,0,1e-05,1.95132505159673,0,0,1e-05,3.4034109252986,0,0,1e-05,2.15016555152177,0,0,1e-05,9.79165924976357,0,0,1e-05,1.42622639051563,0,0,1e-05,2.73280209389245,0,0,1e-05,4.92544458889828,0,0,1e-05,1.85236129548253,0,0,1e-05,3.71299569008926,0,0,1e-05,3.85758129087824,0,0,1e-05,12.4355944663261,0,0,1e-05,5.03376496138758,-3347.67434977488
8901,100,8.06528357832349,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.15249021947868,0,0,1e-05,10.3342780564721,0,0,1e-05,1.90786074337889,0,0,1e-05,3.38528731331657,0,0,1e-05,3.45221994374463,0,0,1e-05,4.49032014737089,0,0,1e-05,4.17623316955818,0,0,1e-05,3.34461214738888,0,0,1e-05,3.36437387473818,0,0,1e-05,16.3506230582256,0,0,1e-05,5.07783754283705,0,0,1e-05,4.30634718718321,0,0,1e-05,3.04073420863316,0,0,1e-05,2.37475824323011,0,0,1e-05,2.83893067873745,0,0,1e-05,2.49271215263185,0,0,1e-05,1.95132505159673,0,0,1e-05,3.4034109252986,0,0,1e-05,2.15016555152177,0,0,1e-05,9.79165924976357,0,0,1e-05,1.42622639051563,0,0,1e-05,2.73280209389245,0,0,1e-05,5.47132385727129,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,3.85758129087824,0,0,1e-05,11.7273817943601,0,0,1e-05,5.03376496138758,-3347.568303833
8911,100,8.06528357832349,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.15249021947868,0,0,1e-05,10.4730999906926,0,0,1e-05,1.83873063313866,0,0,1e-05,3.38528731331657,0,0,1e-05,3.21647477927735,0,0,1e-05,4.49032014737089,0,0,1e-05,4.17623316955818,0,0,1e-05,3.1674723340567,0,0,1e-05,3.42066491877978,0,0,1e-05,18.0673370100067,0,0,1e-05,5.07783754283705,0,0,1e-05,4.30634718718321,0,0,1e-05,3.04073420863316,0,0,1e-05,2.37475824323011,0,0,1e-05,2.83893067873745,0,0,1e-05,2.49271215263185,0,0,1e-05,1.95132505159673,0,0,1e-05,3.4034109252986,0,0,1e-05,2.15016555152177,0,0,1e-05,9.79165924976357,0,0,1e-05,1.42622639051563,0,0,1e-05,2.73280209389245,0,0,1e-05,5.47132385727129,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,3.85758129087824,0,0,1e-05,11.7273817943601,0,0,1e-05,5.03376496138758,-3348.03844904437
8921,100,8.06528357832349,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.15249021947868,0,0,1e-05,10.4730999906926,0,0,1e-05,1.83873063313866,0,0,1e-05,3.38528731331657,0,0,1e-05,3.21647477927735,0,0,1e-05,4.49032014737089,0,0,1e-05,4.17623316955818,0,0,1e-05,3.1674723340567,0,0,1e-05,3.42066491877978,0,0,1e-05,18.0673370100067,0,0,1e-05,5.07783754283705,0,0,1e-05,4.93741151833972,0,0,1e-05,3.04073420863316,0,0,1e-05,2.37475824323011,0,0,1e-05,2.83893067873745,0,0,1e-05,2.49271215263185,0,0,1e-05,2.34735082274195,0,0,1e-05,3.4034109252986,0,0,1e-05,2.15016555152177,0,0,1e-05,9.79165924976357,0,0,1e-05,1.42622639051563,0,0,1e-05,2.73280209389245,0,0,1e-05,5.47132385727129,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,3.85758129087824,0,0,1e-05,11.7273817943601,0,0,1e-05,5.03376496138758,-3345.54944279758
8931,100,8.07089590515445,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.15249021947868,0,0,1e-05,10.4730999906926,0,0,1e-05,1.83873063313866,0,0,1e-05,3.38528731331657,0,0,1e-05,3.21647477927735,0,0,1e-05,4.49032014737089,0,0,1e-05,4.17623316955818,0,0,1e-05,3.1674723340567,0,0,1e-05,3.42066491877978,0,0,1e-05,18.0673370100067,0,0,1e-05,5.07783754283705,0,0,1e-05,4.93741151833972,0,0,1e-05,3.04073420863316,0,0,1e-05,2.37475824323011,0,0,1e-05,2.83893067873745,0,0,1e-05,2.49271215263185,0,0,1e-05,2.34735082274195,0,0,1e-05,3.4034109252986,0,0,1e-05,2.15016555152177,0,0,1e-05,9.79165924976357,0,0,1e-05,1.38939798121337,0,0,1e-05,2.73280209389245,0,0,1e-05,5.47132385727129,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,3.85758129087824,0,0,1e-05,12.1659950095324,0,0,1e-05,4.72189208027223,-3345.41269303028
8941,100,8.07089590515445,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.17921311249671,0,0,1e-05,11.0641358758683,0,0,1e-05,1.83873063313866,0,0,1e-05,3.51557100743202,0,0,1e-05,3.48797198841188,0,0,1e-05,4.49032014737089,0,0,1e-05,4.17673867096887,0,0,1e-05,3.1674723340567,0,0,1e-05,3.42066491877978,0,0,1e-05,18.0673370100067,0,0,1e-05,5.07783754283705,0,0,1e-05,4.93741151833972,0,0,1e-05,3.04073420863316,0,0,1e-05,2.37475824323011,0,0,1e-05,2.83893067873745,0,0,1e-05,2.49271215263185,0,0,1e-05,2.34735082274195,0,0,1e-05,3.4034109252986,0,0,1e-05,2.15016555152177,0,0,1e-05,9.79165924976357,0,0,1e-05,1.38939798121337,0,0,1e-05,2.73280209389245,0,0,1e-05,5.47132385727129,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,3.85758129087824,0,0,1e-05,12.1659950095324,0,0,1e-05,4.72189208027223,-3342.65490844032
8951,100,8.07089590515445,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.17921311249671,0,0,1e-05,11.0641358758683,0,0,1e-05,1.83873063313866,0,0,1e-05,3.51557100743202,0,0,1e-05,3.48797198841188,0,0,1e-05,4.49032014737089,0,0,1e-05,4.17673867096887,0,0,1e-05,3.1674723340567,0,0,1e-05,3.42066491877978,0,0,1e-05,17.829894830483,0,0,1e-05,5.07783754283705,0,0,1e-05,4.93741151833972,0,0,1e-05,3.04073420863316,0,0,1e-05,2.37475824323011,0,0,1e-05,2.58002860444126,0,0,1e-05,2.66527709558648,0,0,1e-05,2.04275027077065,0,0,1e-05,2.95705177243495,0,0,1e-05,2.15016555152177,0,0,1e-05,9.79165924976357,0,0,1e-05,1.38939798121337,0,0,1e-05,2.73280209389245,0,0,1e-05,5.47132385727129,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,3.85758129087824,0,0,1e-05,12.1659950095324,0,0,1e-05,4.72189208027223,-3342.70832314562
8961,100,8.07089590515445,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.17921311249671,0,0,1e-05,11.0641358758683,0,0,1e-05,1.83873063313866,0,0,1e-05,3.51557100743202,0,0,1e-05,3.48797198841188,0,0,1e-05,4.49032014737089,0,0,1e-05,4.17673867096887,0,0,1e-05,3.1674723340567,0,0,1e-05,3.42066491877978,0,0,1e-05,17.829894830483,0,0,1e-05,5.07783754283705,0,0,1e-05,4.93741151833972,0,0,1e-05,3.04073420863316,0,0,1e-05,2.37475824323011,0,0,1e-05,2.58002860444126,0,0,1e-05,2.66527709558648,0,0,1e-05,2.04275027077065,0,0,1e-05,2.95705177243495,0,0,1e-05,2.15016555152177,0,0,1e-05,9.79165924976357,0,0,1e-05,1.21043063421636,0,0,1e-05,2.73280209389245,0,0,1e-05,5.47132385727129,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,4.00596245307769,0,0,1e-05,9.31929497397088,0,0,1e-05,3.85593243694122,-3341.8187112202
8971,100,8.09543069010397,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.29777582655046,0,0,1e-05,10.4108542971103,0,0,1e-05,1.84074867991639,0,0,1e-05,3.51557100743202,0,0,1e-05,3.45063080750344,0,0,1e-05,4.49032014737089,0,0,1e-05,4.17673867096887,0,0,1e-05,3.1674723340567,0,0,1e-05,3.42066491877978,0,0,1e-05,17.829894830483,0,0,1e-05,5.07783754283705,0,0,1e-05,4.93741151833972,0,0,1e-05,3.04073420863316,0,0,1e-05,2.37475824323011,0,0,1e-05,2.58002860444126,0,0,1e-05,2.66527709558648,0,0,1e-05,2.04275027077065,0,0,1e-05,2.95705177243495,0,0,1e-05,2.15016555152177,0,0,1e-05,9.79165924976357,0,0,1e-05,1.21043063421636,0,0,1e-05,2.73280209389245,0,0,1e-05,5.47132385727129,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,4.00596245307769,0,0,1e-05,9.31929497397088,0,0,1e-05,3.85593243694122,-3342.63432632948
8981,100,8.09543069010397,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.29777582655046,0,0,1e-05,10.4108542971103,0,0,1e-05,1.84074867991639,0,0,1e-05,3.51557100743202,0,0,1e-05,3.45063080750344,0,0,1e-05,4.49032014737089,0,0,1e-05,4.09108058761221,0,0,1e-05,3.1674723340567,0,0,1e-05,3.42066491877978,0,0,1e-05,18.3714966974098,0,0,1e-05,4.44718834928872,0,0,1e-05,5.29098867578309,0,0,1e-05,3.04073420863316,0,0,1e-05,2.06246775524939,0,0,1e-05,2.52986363978958,0,0,1e-05,2.38701783966118,0,0,1e-05,2.04275027077065,0,0,1e-05,2.95705177243495,0,0,1e-05,2.15016555152177,0,0,1e-05,9.79165924976357,0,0,1e-05,1.21043063421636,0,0,1e-05,2.73280209389245,0,0,1e-05,5.47132385727129,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,4.00596245307769,0,0,1e-05,9.31929497397088,0,0,1e-05,3.85593243694122,-3340.23405879236
8991,100,8.09543069010397,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.29777582655046,0,0,1e-05,10.4108542971103,0,0,1e-05,1.84074867991639,0,0,1e-05,3.51557100743202,0,0,1e-05,3.45063080750344,0,0,1e-05,4.49032014737089,0,0,1e-05,4.09108058761221,0,0,1e-05,3.1674723340567,0,0,1e-05,3.42066491877978,0,0,1e-05,18.3714966974098,0,0,1e-05,4.44718834928872,0,0,1e-05,5.29098867578309,0,0,1e-05,3.04073420863316,0,0,1e-05,2.06246775524939,0,0,1e-05,2.52986363978958,0,0,1e-05,2.38701783966118,0,0,1e-05,2.04275027077065,0,0,1e-05,3.16131252488055,0,0,1e-05,2.27664773044094,0,0,1e-05,8.59421652294667,0,0,1e-05,1.21043063421636,0,0,1e-05,3.54544951497893,0,0,1e-05,5.96701622053445,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,4.00596245307769,0,0,1e-05,9.31929497397088,0,0,1e-05,3.85593243694122,-3343.32028595063
9001,100,8.09543069010397,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.29777582655046,0,0,1e-05,10.4108542971103,0,0,1e-05,1.85017054906178,0,0,1e-05,3.51557100743202,0,0,1e-05,3.45063080750344,0,0,1e-05,4.49032014737089,0,0,1e-05,4.09108058761221,0,0,1e-05,3.1674723340567,0,0,1e-05,3.42066491877978,0,0,1e-05,18.3714966974098,0,0,1e-05,4.44718834928872,0,0,1e-05,5.29098867578309,0,0,1e-05,3.04073420863316,0,0,1e-05,2.06246775524939,0,0,1e-05,2.52986363978958,0,0,1e-05,2.38701783966118,0,0,1e-05,2.04275027077065,0,0,1e-05,3.16131252488055,0,0,1e-05,2.27664773044094,0,0,1e-05,8.59421652294667,0,0,1e-05,1.21043063421636,0,0,1e-05,3.54544951497893,0,0,1e-05,5.96701622053445,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,4.00596245307769,0,0,1e-05,9.31929497397088,0,0,1e-05,3.85593243694122,-3343.29397548512
9011,100,8.09543069010397,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.29777582655046,0,0,1e-05,10.4108542971103,0,0,1e-05,1.85017054906178,0,0,1e-05,3.51557100743202,0,0,1e-05,3.45063080750344,0,0,1e-05,4.49032014737089,0,0,1e-05,4.135883450318,0,0,1e-05,3.4774545572098,0,0,1e-05,3.68161668978252,0,0,1e-05,18.3714966974098,0,0,1e-05,4.44718834928872,0,0,1e-05,5.29098867578309,0,0,1e-05,3.04073420863316,0,0,1e-05,2.1875932528163,0,0,1e-05,2.52986363978958,0,0,1e-05,2.38701783966118,0,0,1e-05,2.04275027077065,0,0,1e-05,3.16131252488055,0,0,1e-05,2.27664773044094,0,0,1e-05,8.59421652294667,0,0,1e-05,1.21043063421636,0,0,1e-05,3.54544951497893,0,0,1e-05,5.96701622053445,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,4.00596245307769,0,0,1e-05,9.31929497397088,0,0,1e-05,3.85593243694122,-3344.32968510147
9021,100,8.09543069010397,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.58721873195299,0,0,1e-05,1.29777582655046,0,0,1e-05,10.4108542971103,0,0,1e-05,1.85017054906178,0,0,1e-05,3.51557100743202,0,0,1e-05,3.45063080750344,0,0,1e-05,4.49032014737089,0,0,1e-05,4.135883450318,0,0,1e-05,3.4774545572098,0,0,1e-05,3.68161668978252,0,0,1e-05,18.3714966974098,0,0,1e-05,4.44718834928872,0,0,1e-05,5.29098867578309,0,0,1e-05,3.04073420863316,0,0,1e-05,2.1875932528163,0,0,1e-05,2.52986363978958,0,0,1e-05,2.38701783966118,0,0,1e-05,2.04275027077065,0,0,1e-05,3.23803464194246,0,0,1e-05,2.27664773044094,0,0,1e-05,9.00772264062723,0,0,1e-05,1.21043063421636,0,0,1e-05,3.54544951497893,0,0,1e-05,5.96701622053445,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,4.00596245307769,0,0,1e-05,9.31929497397088,0,0,1e-05,3.85593243694122,-3343.76264706242
9031,100,8.09543069010397,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.4147513050181,0,0,1e-05,1.33375945942533,0,0,1e-05,10.4108542971103,0,0,1e-05,1.85017054906178,0,0,1e-05,3.51557100743202,0,0,1e-05,3.45063080750344,0,0,1e-05,4.49032014737089,0,0,1e-05,4.135883450318,0,0,1e-05,3.4774545572098,0,0,1e-05,3.68161668978252,0,0,1e-05,18.3714966974098,0,0,1e-05,4.44718834928872,0,0,1e-05,5.29098867578309,0,0,1e-05,3.04073420863316,0,0,1e-05,2.1875932528163,0,0,1e-05,2.52986363978958,0,0,1e-05,2.38701783966118,0,0,1e-05,2.04275027077065,0,0,1e-05,3.23803464194246,0,0,1e-05,2.27664773044094,0,0,1e-05,9.00772264062723,0,0,1e-05,1.21043063421636,0,0,1e-05,3.54544951497893,0,0,1e-05,5.96701622053445,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,4.00596245307769,0,0,1e-05,11.1177655011001,0,0,1e-05,4.41718569835948,-3346.33430190762
9041,100,8.09543069010397,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.4147513050181,0,0,1e-05,1.33375945942533,0,0,1e-05,10.4108542971103,0,0,1e-05,1.90582488578864,0,0,1e-05,3.51557100743202,0,0,1e-05,3.45063080750344,0,0,1e-05,4.07460880601422,0,0,1e-05,3.97666060156597,0,0,1e-05,3.4774545572098,0,0,1e-05,3.51584605573157,0,0,1e-05,18.3714966974098,0,0,1e-05,5.26908308967393,0,0,1e-05,4.93133472803811,0,0,1e-05,3.04073420863316,0,0,1e-05,2.1875932528163,0,0,1e-05,2.52986363978958,0,0,1e-05,2.38701783966118,0,0,1e-05,2.04275027077065,0,0,1e-05,3.23803464194246,0,0,1e-05,2.27664773044094,0,0,1e-05,9.00772264062723,0,0,1e-05,1.21043063421636,0,0,1e-05,3.54544951497893,0,0,1e-05,5.96701622053445,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,4.00596245307769,0,0,1e-05,11.1177655011001,0,0,1e-05,4.41718569835948,-3345.53608970705
9051,100,8.09543069010397,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.4147513050181,0,0,1e-05,1.33375945942533,0,0,1e-05,10.4108542971103,0,0,1e-05,1.90582488578864,0,0,1e-05,3.51557100743202,0,0,1e-05,3.45063080750344,0,0,1e-05,4.07460880601422,0,0,1e-05,3.97666060156597,0,0,1e-05,3.4774545572098,0,0,1e-05,3.51584605573157,0,0,1e-05,18.3714966974098,0,0,1e-05,5.26908308967393,0,0,1e-05,4.93133472803811,0,0,1e-05,3.04073420863316,0,0,1e-05,2.38907186252484,0,0,1e-05,2.52986363978958,0,0,1e-05,2.23180343029484,0,0,1e-05,2.47449308707912,0,0,1e-05,3.23803464194246,0,0,1e-05,2.27664773044094,0,0,1e-05,9.00772264062723,0,0,1e-05,1.21043063421636,0,0,1e-05,3.54544951497893,0,0,1e-05,5.96701622053445,0,0,1e-05,1.85236129548253,0,0,1e-05,4.3423823411729,0,0,1e-05,4.00596245307769,0,0,1e-05,11.1177655011001,0,0,1e-05,4.41718569835948,-3346.64110804194
9061,100,8.09543069010397,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.4147513050181,0,0,1e-05,1.33375945942533,0,0,1e-05,10.4108542971103,0,0,1e-05,1.90582488578864,0,0,1e-05,3.51557100743202,0,0,1e-05,3.45063080750344,0,0,1e-05,4.07460880601422,0,0,1e-05,3.97666060156597,0,0,1e-05,3.4774545572098,0,0,1e-05,3.51584605573157,0,0,1e-05,18.3714966974098,0,0,1e-05,5.26908308967393,0,0,1e-05,4.93133472803811,0,0,1e-05,3.04073420863316,0,0,1e-05,2.38907186252484,0,0,1e-05,2.52986363978958,0,0,1e-05,2.23180343029484,0,0,1e-05,2.47449308707912,0,0,1e-05,3.23803464194246,0,0,1e-05,2.27664773044094,0,0,1e-05,9.00772264062723,0,0,1e-05,1.21043063421636,0,0,1e-05,3.54544951497893,0,0,1e-05,5.28440133501346,0,0,1e-05,1.52973509206102,0,0,1e-05,4.72020666034857,0,0,1e-05,4.39306613337063,0,0,1e-05,11.1177655011001,0,0,1e-05,1.34125370925382,-3347.71825511048
9071,100,8.09543069010397,1.02292384493559,3,7.26,1.57,0.65,2.29,2.777777778,9.18,2.46,48,93936.6527567962,1,0.5,0.25,1,37,0,0,0,1e-05,5.4147513050181,0,0,1e-05,1.33375945942533,0,0,1e-05,10.4108542971103,0,0,1e-05,1.90582488578864,0,0,1e-05,3.51557100743202,0,0,1e-05,3.47429557905237,0,0,1e-05,4.07460880601422,0,0,1e-05,3.97666060156597,0,0,1e-05,3.26329546267915,0,0,1e-05,3.57974674150709,0,0,1e-05,19.6853897187342,0,0,1e-05,5.26908308967393,0,0,1e-05,4.93133472803811,0,0,1e-05,3.04073420863316,0,0,1e-05,2.38907186252484,0,0,1e-05,2.52986363978958,0,0,1e-05,2.23180343029484,0,0,1e-05,2.47449308707912,0,0,1e-05,3.23803464194246,0,0,1e-05,2.27664773044094,0,0,1e-05,9.00772264062723,0,0,1e-05,1.21043063421636,0,0,1e-05,3.54544951497893,0,0,1e-05,5.28440133501346,0,0,1e-05,1.52973509206102,0,0,1e-05,4.72020666034857,0,0,1e-05,4.39306613337063,0,0,1e-05,11.1177655011001,0,0,1e-05,1.34125370925382,-3350.24765791617
