"sampno","confirm_delay_shape","confirm_delay_scale","weibull_alpha","weibull_sigma","t_switch","K","i0","t0","lnlike"
561,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0116921301181,121399.315860818,1,37,-301.463341967082
571,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0116921301181,120897.260001961,1,37,-301.27227382247
581,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0116921301181,120897.260001961,1,37,-301.27227382247
591,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0116921301181,120897.260001961,1,37,-301.27227382247
601,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0116921301181,120897.260001961,1,37,-301.27227382247
611,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9962869306123,120897.260001961,1,37,-301.4164588981
621,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9390213709441,120897.260001961,1,37,-305.676320207731
631,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0346478373413,120897.260001961,1,37,-301.843853223813
641,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0346478373413,121175.428368064,1,37,-301.685423174217
651,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9945677505897,121175.428368064,1,37,-301.311594288973
661,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0301528449939,121175.428368064,1,37,-301.50067382756
671,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0301528449939,121175.428368064,1,37,-301.50067382756
681,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0582551168578,121175.428368064,1,37,-303.247294513549
691,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9571517891075,121175.428368064,1,37,-303.555593625234
701,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0489678459985,121175.428368064,1,37,-302.514296168215
711,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0368063308044,121074.43600931,1,37,-301.770434638423
721,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0049565627589,121074.43600931,1,37,-301.113211593452
731,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0700835897107,121583.123999649,1,37,-305.314375577903
741,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0065294872926,121583.123999649,1,37,-302.058926429502
751,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0065294872926,121583.123999649,1,37,-302.058926429502
761,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0065294872926,121583.123999649,1,37,-302.058926429502
771,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0239583450992,120690.106960509,1,37,-301.99452869537
781,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9788646266542,120690.106960509,1,37,-302.615243672388
791,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0313457462754,120690.106960509,1,37,-302.239098030105
801,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9884634322088,120690.106960509,1,37,-302.178555857781
811,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9884634322088,120636.027940149,1,37,-302.37490147407
821,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0032966452049,120636.027940149,1,37,-302.024995575641
831,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0413267914926,121682.103431716,1,37,-303.379253049093
841,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0000200345514,121682.103431716,1,37,-302.567242053501
851,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0000200345514,121682.103431716,1,37,-302.567242053501
861,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0000200345514,121682.103431716,1,37,-302.567242053501
871,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0228327542565,121140.425430005,1,37,-301.261211746766
881,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0458760337143,121140.425430005,1,37,-302.28939449408
891,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0376769102338,121140.425430005,1,37,-301.814986486421
901,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0376769102338,121079.99172687,1,37,-301.812527882853
911,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0376769102338,121079.99172687,1,37,-301.812527882853
921,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0187550197371,121079.99172687,1,37,-301.17436772495
931,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0532852165162,121079.99172687,1,37,-302.819640503211
941,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9914643382629,121079.99172687,1,37,-301.380271347703
951,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9866129297555,121079.99172687,1,37,-301.556281671906
961,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.029463808461,121079.99172687,1,37,-301.457047361564
971,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.029463808461,121010.355137317,1,37,-301.491221897421
981,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.029463808461,121235.739614189,1,37,-301.526131961563
991,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.029463808461,121095.656507244,1,37,-301.45490334592
1001,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.029463808461,121095.656507244,1,37,-301.45490334592
1011,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.036968422548,121557.596631466,1,37,-302.62078600429
1021,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0183767840258,120699.967263424,1,37,-301.84087285138
1031,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9674199294495,120699.967263424,1,37,-303.318493828066
1041,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0265329345756,120685.902770009,1,37,-302.083258905035
1051,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0265329345756,121617.171404365,1,37,-302.445715048827
1061,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0310770915136,121068.205023989,1,37,-301.520348677553
1071,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.002309352806,121427.81936352,1,37,-301.579080506939
1081,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0461552159831,121295.137213568,1,37,-302.450521665127
1091,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0487029115949,120966.029236874,1,37,-302.557971979911
1101,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9993110559425,121769.342420923,1,37,-303.02971471911
1111,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.01596851603,121146.251644499,1,37,-301.140099949396
1121,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0121287413377,121146.251644499,1,37,-301.107981324815
1131,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.973216954988,121146.251644499,1,37,-302.269641705886
1141,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9954429008384,121146.251644499,1,37,-301.274439546176
1151,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9954429008384,121146.251644499,1,37,-301.274439546176
1161,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.005740891885,120785.10805617,1,37,-301.520281719251
1171,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0187831719301,120785.10805617,1,37,-301.59246964379
1181,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0187831719301,120433.212028644,1,37,-303.03971168526
1191,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0187831719301,120400.684076453,1,37,-303.22581777549
1201,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0207112940397,120400.684076453,1,37,-303.263005682773
1211,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9972278129127,121420.385880241,1,37,-301.647818972815
1221,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0207140767083,121348.89842501,1,37,-301.458289527458
1231,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0207140767083,121038.025270837,1,37,-301.226192259517
1241,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0123050698023,121038.025270837,1,37,-301.117981330346
1251,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0206304560361,121038.025270837,1,37,-301.224494551336
1261,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0284952492154,121020.716015161,1,37,-301.449544556108
1271,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0501500952418,121010.945665695,1,37,-302.617599895216
1281,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0501500952418,120820.292573121,1,37,-302.920263821134
1291,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0501500952418,121318.884887212,1,37,-302.765855352766
1301,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9751930082325,121179.171401168,1,37,-302.163084503357
1311,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0143604417122,121179.171401168,1,37,-301.139864529819
1321,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0212679032348,121179.171401168,1,37,-301.243875731631
1331,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0208518331739,121179.171401168,1,37,-301.235198856699
1341,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9930126929813,121106.593844836,1,37,-301.331499446576
1351,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9825520595952,120543.088837144,1,37,-303.017963983586
1361,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.017107601499,121006.155426041,1,37,-301.185671407665
1371,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.999547417601,121006.155426041,1,37,-301.215833044521
1381,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.999547417601,121290.296304242,1,37,-301.327585761101
1391,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.999547417601,121191.403229336,1,37,-301.212817757041
1401,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0121926922179,121191.403229336,1,37,-301.133208258064
1411,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0121926922179,120444.638011332,1,37,-302.899737982656
1421,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0219904489709,120651.170830663,1,37,-302.086035078825
1431,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0219904489709,121196.658456173,1,37,-301.271918640892
1441,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0219904489709,121125.602206842,1,37,-301.237946426809
1451,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0095505615591,121125.602206842,1,37,-301.095378878804
1461,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0334890642088,121232.310257765,1,37,-301.681029811048
1471,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9616714463579,121232.310257765,1,37,-303.202212257527
1481,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9616714463579,120469.348488319,1,37,-304.75886201713
1491,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9649336925183,121475.205328312,1,37,-303.450168047773
1501,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.967978493324,121005.307856563,1,37,-302.6575555565
1511,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0238672843336,120682.986372338,1,37,-302.016833834986
1521,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9756082293997,120629.575287364,1,37,-303.021443088197
1531,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.927371584859,120834.87380537,1,37,-307.37944591708
1541,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9495486006223,120834.87380537,1,37,-304.570731927561
1551,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.022227529301,120794.803876643,1,37,-301.636969640802
1561,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9767487537673,120824.490989119,1,37,-302.353075941041
1571,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.985825619937,121028.833438892,1,37,-301.607748580045
1581,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9644667604835,121671.590700793,1,37,-304.261410231682
1591,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.049986142519,121608.767296309,1,37,-303.609575894502
1601,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9906038301314,121639.868287212,1,37,-302.61329491027
1611,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0476553944288,121639.868287212,1,37,-303.579460075506
1621,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0310743798641,121639.868287212,1,37,-302.699439174259
1631,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0042448859547,120876.179381466,1,37,-301.326588685069
1641,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0016878949167,121370.688542681,1,37,-301.446495638408
1651,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0210925210863,121370.688542681,1,37,-301.51225025078
1661,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0142016410204,121535.453247284,1,37,-301.889383080876
1671,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0142016410204,120905.913588685,1,37,-301.274512559507
1681,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0142016410204,121230.191732177,1,37,-301.181664488422
1691,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0324758520349,120976.725891967,1,37,-301.638840337852
1701,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9981002796768,120976.725891967,1,37,-301.269546437126
1711,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0152158009836,120706.64624529,1,37,-301.775320002153
1721,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0152158009836,120706.64624529,1,37,-301.775320002153
1731,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0078947226059,121214.564643646,1,37,-301.147633144664
1741,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0064403757497,121214.564643646,1,37,-301.153449343671
1751,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0064403757497,121152.853382445,1,37,-301.11144489212
1761,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0064403757497,121178.757522178,1,37,-301.12523646915
1771,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0073542148108,121178.757522178,1,37,-301.121173447381
1781,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.031080958973,121178.757522178,1,37,-301.537868749125
1791,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0564703751965,121137.018102233,1,37,-303.078988935794
1801,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9933859283421,121137.018102233,1,37,-301.326236055603
1811,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9933859283421,121137.018102233,1,37,-301.326236055603
1821,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0071956374382,120531.186758202,1,37,-302.450584567247
1831,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0287504974648,121101.07553984,1,37,-301.429457362107
1841,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0287504974648,121101.07553984,1,37,-301.429457362107
1851,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0287504974648,121101.07553984,1,37,-301.429457362107
1861,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9733297525292,121101.07553984,1,37,-302.252544664589
1871,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.962246899978,120805.664449688,1,37,-303.426596129324
1881,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9973642215944,120487.2432993,1,37,-302.785462203955
1891,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.018865999661,121582.627048341,1,37,-302.124978722412
1901,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0068949408177,121201.189643655,1,37,-301.139451243454
1911,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0193790186575,121031.420093232,1,37,-301.204327236097
1921,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0193790186575,120862.871155218,1,37,-301.422623706268
1931,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.023000299259,121363.126508293,1,37,-301.538558128713
1941,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.023000299259,121576.090796165,1,37,-302.182923023217
1951,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.023000299259,121165.476616659,1,37,-301.275522823752
1961,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.023000299259,121768.262891732,1,37,-303.084676119005
1971,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9774457418405,121768.262891732,1,37,-303.858360122486
1981,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0419764252212,120864.063031079,1,37,-302.286435339096
1991,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.009002867072,121826.708182324,1,37,-303.262608328874
2001,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.009002867072,121221.882550594,1,37,-301.152792045219
2011,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.008738650469,120831.812300661,1,37,-301.396089129986
2021,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.036005902786,120831.812300661,1,37,-302.03793978559
2031,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.989084217294,120831.812300661,1,37,-301.757156468504
2041,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.989084217294,120714.254579859,1,37,-302.076186616971
2051,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.989084217294,121304.868325986,1,37,-301.634576622207
2061,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0542483281906,121174.512968694,1,37,-302.911692885557
2071,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0117075784193,121640.065879057,1,37,-302.293851812843
2081,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0044945535847,120788.476598051,1,37,-301.520482735749
2091,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9938010753757,120788.476598051,1,37,-301.711925167106
2101,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9637932323024,121156.956021734,1,37,-302.963527192675
2111,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9847165626406,121080.376137159,1,37,-301.636470809275
2121,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9847165626406,121167.625287607,1,37,-301.654633054799
2131,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9847165626406,121250.504761401,1,37,-301.730278743322
2141,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9847165626406,120443.867065901,1,37,-303.420311358633
2151,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9847165626406,120724.044883006,1,37,-302.218782473894
2161,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9789872687718,120724.044883006,1,37,-302.49820923498
2171,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.995597825964,120337.979793856,1,37,-303.680894228827
2181,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0446349243681,121000.385910711,1,37,-302.251373771919
2191,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0022805050189,121320.635838076,1,37,-301.33722902254
2201,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0460322185634,121320.635838076,1,37,-302.485029321812
2211,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9853032418496,121320.635838076,1,37,-301.813009592007
2221,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,47.9906456457385,120350.427157227,1,37,-303.742153920159
2231,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0054714615164,120691.761137497,1,37,-301.80381561836
2241,6.20549361561975,1.74450827191774,2.30061603626184,6.85540711811364,48.0054714615164,121374.04161713,1,37,-301.414018120009
