X,alpha,sigma
8175,3.417361359,6.121146323
8176,2.944940267,8.707747668
8177,2.321073631,7.29912074
8178,3.164191965,7.572122886
8179,2.617346016,6.935630232
8180,2.859524424,7.263231836
8181,2.918360511,7.506027724
8182,2.821281273,7.102194676
8183,3.302037839,6.980643067
8184,2.632083201,7.498831928
8185,3.316167295,7.748673848
8186,3.503938337,6.719073259
8187,4.021909088,6.767069783
8188,2.976294215,7.57077647
8189,3.426177805,6.697251643
8190,2.806975967,7.493756235
8191,3.171307988,6.784377897
8192,2.542445435,7.328350457
8193,2.985084791,7.382483474
8194,2.976783243,7.110180052
8195,3.225760604,6.881412155
8196,2.810809909,7.352013988
8197,2.603101031,7.06075008
8198,2.902071139,9.185442621
8199,2.641182948,7.396799318
8200,3.737456011,6.374145717
8201,2.798964488,6.922509143
8202,2.629108208,6.474744818
8203,3.197320696,5.928774853
8204,3.00243561,7.61148956
8205,3.890618962,7.076604153
8206,1.812917095,7.845285946
8207,2.563950279,7.562916186
8208,3.67588252,6.264278414
8209,3.104427599,7.244270096
8210,3.769868531,6.932405406
8211,3.045107989,6.203588513
8212,3.411004733,7.319800174
8213,3.447044441,7.576516354
8214,3.733855974,7.000484484
8215,2.809077118,7.023233869
8216,2.209788263,9.365956476
8217,3.259435918,7.386026217
8218,2.765139201,7.211930972
8219,3.395778822,7.089709684
8220,3.321965302,6.836061119
8221,3.199548472,7.732875527
8222,2.329817171,8.922358145
8223,2.620505458,7.234453779
8224,2.399287337,8.211530548
8225,2.950096733,8.41575421
8226,3.449048894,7.975656504
8227,2.437701965,6.814446028
8228,3.256459205,7.159762603
8229,3.063365025,6.653400939
8230,2.802395131,7.289535652
8231,2.218462539,7.4724011
8232,3.544794035,7.18850771
8233,2.871575802,7.975352931
8234,2.781862349,7.034247524
8235,3.209046628,6.605144961
8236,2.661233464,7.9378819
8237,3.210264348,8.020323388
8238,2.643988831,7.081360942
8239,2.77579972,6.415465486
8240,4.086279716,7.28306726
8241,3.004189464,6.555052267
8242,3.515693115,7.121074838
8243,2.992237345,6.544116638
8244,2.636250098,7.909358939
8245,2.491685058,7.214871702
8246,3.259322307,7.695219189
8247,3.460430732,6.658117046
8248,2.625243753,7.242012831
8249,2.98355152,7.467469459
8250,2.807017545,8.230754435
8251,3.660086411,6.492803573
8252,2.649458427,7.645003692
8253,2.697738352,7.089157977
8254,2.693776541,7.037067899
8255,2.296842769,7.450002687
8256,2.419086905,6.123363341
8257,3.04281998,7.818621333
8258,2.880708495,6.856109472
8259,2.412793284,6.919285081
8260,3.448071894,6.328167076
8261,3.655100603,7.49261637
8262,3.210762447,7.159228946
8263,3.790133916,6.844514453
8264,2.801855428,7.91965854
8265,3.084748865,7.205603563
8266,2.213480333,6.449491568
8267,3.041131517,6.658792894
8268,2.979798929,7.156078876
8269,3.246158498,7.288669446
8270,3.356395687,6.864732442
8271,2.519074625,7.229673756
8272,2.865685843,7.243082048
8273,2.718517684,7.713720584
8274,2.734598999,5.946466863
8275,2.857786386,7.361997135
8276,2.502119272,7.695408072
8277,4.012826011,7.022494853
8278,1.900232064,7.856192712
8279,3.431812557,6.668999971
8280,2.476681571,7.499951
8281,2.577250307,8.316034628
8282,2.488305646,8.090448893
8283,2.87319788,7.03929381
8284,3.498470719,7.269554038
8285,2.379288911,7.158759504
8286,1.748216157,7.83823443
8287,2.636048426,6.87886737
8288,2.887814258,7.325782382
8289,3.439932367,7.546196522
8290,2.24772573,7.95614893
8291,2.757435537,7.255118546
8292,2.270771269,7.329486327
8293,2.681182876,7.047927042
8294,3.223182301,6.386634962
8295,3.60964266,6.8456648
8296,3.353000457,6.920099809
8297,2.89059865,6.143714189
8298,3.755310741,6.777708974
8299,2.839407142,7.190199513
8300,2.485152737,7.443016567
8301,3.278805421,7.404800328
8302,2.925942692,6.619679307
8303,3.526331931,7.303314573
8304,1.89759824,10.45522798
8305,2.757046709,7.934750446
8306,3.223514421,6.785007955
8307,3.363083822,7.503806081
8308,2.93428813,7.906343945
8309,3.162198498,6.674681502
8310,2.620063477,8.433585492
8311,1.940349854,7.499222384
8312,3.62700183,6.778423724
8313,3.630881735,6.634741605
8314,3.337133812,6.676170014
8315,4.38389201,7.556956344
8316,3.080813761,7.166471115
8317,3.454777525,6.271213971
8318,2.945014289,7.853911067
8319,2.844814677,6.824671929
8320,3.872369998,7.226891715
8321,2.753887857,7.849335636
8322,3.149572874,6.755149477
8323,2.390780028,6.708636517
8324,2.706451954,7.671136417
8325,4.801333282,7.155583636
8326,2.572530575,7.805797706
8327,3.939931887,6.79693532
8328,3.860096628,7.546898241
8329,2.413713293,6.855662277
8330,2.425271198,7.954991772
8331,1.931098963,8.325090615
8332,2.882565439,7.080820602
8333,3.512489962,8.380009391
8334,2.192655852,8.204607535
8335,4.175009696,6.982959148
8336,3.104664095,7.053118014
8337,3.823046894,7.402710349
8338,2.892852262,7.284260116
8339,2.703060632,6.018512998
8340,2.005869706,7.337548291
8341,3.195256679,6.979796087
8342,3.056279633,7.246963587
8343,3.256350639,6.384117101
8344,2.210967123,6.175208575
8345,3.523358806,7.908842017
8346,3.087635805,7.274768374
8347,3.135801579,6.966733391
8348,2.443870898,5.69328866
8349,2.730207706,5.938067673
8350,3.719633358,6.680150888
8351,3.692621353,7.27217941
8352,2.806493847,6.674619141
8353,3.217072137,7.917363487
8354,2.988259769,7.575059345
8355,3.090957917,7.137848836
8356,2.550924506,6.662552243
8357,3.580157084,6.699572657
8358,3.125074457,7.787416405
8359,2.456736502,7.583674572
8360,2.486941831,8.619628984
8361,4.279804554,6.708886606
8362,3.271073366,7.028855642
8363,3.060552559,8.159332852
8364,2.580225762,6.093753311
8365,3.536389681,7.208451813
8366,2.905139991,7.146936449
8367,3.757443095,7.281445435
8368,2.929442565,7.86044623
8369,2.123055148,8.189907519
8370,2.61262963,7.767080179
8371,3.887077772,6.697184149
8372,2.583035579,6.510882348
8373,3.527940767,7.182126943
8374,3.414649456,6.694767698
8375,2.72721261,7.016083663
8376,3.2698669,7.155835807
8377,2.78454234,7.03802347
8378,4.034535756,6.582530325
8379,2.735972208,7.806218894
8380,1.781376377,9.367702683
8381,2.741037905,8.081682222
8382,2.798363685,8.155554884
8383,2.724998508,6.596454898
8384,3.042822498,6.86552425
8385,2.979446613,7.941169342
8386,2.880443235,7.418191088
8387,2.965877193,7.309283538
8388,2.353773199,6.881761787
8389,2.822653886,6.221715164
8390,4.448462681,6.746547171
8391,3.197205266,7.347399273
8392,2.763899809,7.332318197
8393,3.422034269,6.556915883
8394,3.504709041,7.78403952
8395,2.689338644,8.08734088
8396,2.63459303,7.863485573
8397,3.029257092,7.054827332
8398,2.798790054,7.295996056
8399,3.346778577,8.053306723
8400,1.678301999,8.177623396
8401,3.084452296,7.01360477
8402,4.319351086,7.283495131
8403,3.1134731,6.844642627
8404,3.927966909,7.594828589
8405,2.112598244,8.329913018
8406,3.867392974,6.943411116
8407,3.773418142,7.07519252
8408,2.963378439,6.720225538
8409,3.017458217,7.216036536
8410,2.981837182,6.980890313
8411,2.644173328,6.073190779
8412,3.138321014,7.75360133
8413,3.491267598,6.86439583
8414,2.985721799,6.81396141
8415,3.325248284,7.464167634
8416,2.678381247,7.509437655
8417,2.691164086,6.801389728
8418,3.071761201,7.187218922
8419,2.083492682,7.872642
8420,4.426258366,7.213894691
8421,3.182457859,7.336595177
8422,2.559804596,6.855800513
8423,2.104181248,5.958009218
8424,2.413793411,6.124813691
8425,3.371794874,7.025524722
8426,3.303815643,6.367742605
8427,2.624408348,7.616176654
8428,3.015908834,6.622797127
8429,3.533027993,6.565560611
8430,3.448653714,6.488621668
8431,3.824548911,6.969680234
8432,3.427390549,7.340058797
8433,1.958235793,7.222799024
8434,1.810008303,8.229458889
8435,2.676748129,7.768025843
8436,3.032637655,7.130449967
8437,3.249617208,6.100613649
8438,3.270369417,6.415058395
8439,2.925972188,7.051341037
8440,2.983641958,7.347173083
8441,2.923663142,7.008722785
8442,3.401337101,6.508764296
8443,3.198750319,7.098916519
8444,3.173881307,6.948960775
8445,2.385498663,7.069218278
8446,2.739579375,7.385407351
8447,3.05703215,6.17689222
8448,2.466489974,7.813945507
8449,3.106986281,6.585388186
8450,2.958094238,6.339196323
8451,2.7457925,7.498631109
8452,3.708593355,7.637663718
8453,2.970612775,9.027634134
8454,2.53914545,6.878040194
8455,2.21849531,8.086010098
8456,3.63974817,7.648079578
8457,3.299728989,7.453562556
8458,3.650167252,6.769912315
8459,3.12522293,7.115427703
8460,3.266923298,7.138589006
8461,2.560679283,7.616875299
8462,2.623047422,6.857679955
8463,3.291503866,6.795817554
8464,4.569565162,7.098186013
8465,2.683260672,8.591686547
8466,2.826207276,7.8023217
8467,3.167369326,7.660410707
8468,4.332632466,6.832764351
8469,2.414727441,8.028365094
8470,3.117343254,7.035478694
8471,3.819639478,7.05358079
8472,3.849557126,6.417448122
8473,1.84726743,8.208252849
8474,3.619949045,6.518932823
8475,1.595180705,7.952379196
8476,3.619657055,6.283830938
8477,3.428059328,7.870929792
8478,2.417959718,7.61277287
8479,2.255684069,8.474571434
8480,3.397393039,6.890660259
8481,3.38767739,7.424064804
8482,2.767796286,6.565766721
8483,2.534486044,6.908894741
8484,2.565609397,6.705765924
8485,2.769062072,7.690733229
8486,2.0529317,7.192505416
8487,3.23897096,7.961253602
8488,4.535706292,6.923700777
8489,3.85100898,7.039575445
8490,3.48234943,7.078347843
8491,3.391401308,7.278981258
8492,2.175827078,8.488636654
8493,3.487123269,8.20628658
8494,2.116659759,6.481107026
8495,3.383836786,7.561734475
8496,2.607433523,6.861469601
8497,3.184553295,6.954398863
8498,2.859598759,8.446653327
8499,2.482226883,7.222339582
8500,3.958331923,7.633190174
8501,3.50523087,7.211313858
8502,2.62011819,7.59012622
8503,2.912518355,6.791389814
8504,4.382236644,7.135060541
8505,3.373060269,7.439629983
8506,2.859750876,7.320057842
8507,2.968908258,6.873258484
8508,3.736129485,6.849810492
8509,3.406447993,6.331246235
8510,3.642665286,7.597764874
8511,1.883221445,8.721673333
8512,2.775284083,7.307269206
8513,3.022150249,6.749373636
8514,3.515242752,7.358394232
8515,3.817795145,6.415054878
8516,3.34916599,6.77158677
8517,2.581050264,6.625389287
8518,3.888631248,6.446187841
8519,2.911007504,8.20142324
8520,3.349604007,7.797749036
8521,3.306306176,7.583226729
8522,4.230713974,7.020318891
8523,2.743723066,7.613396256
8524,3.354226129,6.552183367
8525,2.698049253,7.182034312
8526,3.225321978,6.302200112
8527,3.352656816,7.18873277
8528,2.855962523,8.25499639
8529,3.92823772,6.655844528
8530,3.448052494,7.048170912
8531,3.2531356,7.219170113
8532,3.269767928,7.256394492
8533,3.036362215,7.505534448
8534,3.515753753,6.753309974
8535,2.741258707,8.211170723
8536,3.428590292,6.398960018
8537,2.464259557,7.660603415
8538,2.711902901,6.498472305
8539,1.964587379,7.579686507
8540,3.019229572,8.288383003
8541,3.574618352,6.906106474
8542,3.057258714,8.579731912
8543,1.995219476,8.542857811
8544,3.501538922,6.815903651
8545,3.584559884,7.501346308
8546,4.39465252,6.806709135
8547,3.468013205,6.924142121
8548,3.65969697,6.143639189
8549,2.769116888,6.912973062
8550,3.335675644,8.072480053
8551,3.276358394,6.900538209
8552,3.32486774,7.28540029
8553,3.010618439,6.59491955
8554,2.528484821,8.282168426
8555,3.735328414,6.553118582
8556,3.321214296,7.674229528
8557,2.941506542,6.464487355
8558,3.919171372,7.586474352
8559,2.85798629,6.944046546
8560,4.199048471,7.12167487
8561,3.025501524,6.811221768
8562,2.279119807,8.273911499
8563,3.239049602,6.685323755
8564,2.501480958,8.32426835
8565,3.306318787,7.918036908
8566,2.650270445,7.303428768
8567,2.74144511,7.654233813
8568,3.259061479,7.539923727
8569,3.022117549,6.717881093
8570,2.418764033,8.227484475
8571,3.028591463,7.27058874
8572,2.641637662,7.663774204
8573,3.092948243,7.356579801
8574,3.469229006,7.226526628
8575,4.019643738,7.57824122
8576,2.205036851,7.432627272
8577,2.830387958,6.645069342
8578,2.339940304,6.846537293
8579,3.363781056,7.236218418
8580,3.061481696,7.644228813
8581,2.92133333,7.85321976
8582,2.84104045,7.41406575
8583,2.840422466,6.893611466
8584,3.894245692,6.667242784
8585,2.876291239,7.262157983
8586,3.486372392,7.337204061
8587,3.163538118,7.833032125
8588,2.115395467,8.1389714
8589,3.010685004,7.180848581
8590,2.826547575,7.895071227
8591,2.057545476,7.499746916
8592,2.467920355,7.361243781
8593,3.321507852,6.349808233
8594,2.75276846,7.808956151
8595,2.953213656,7.557216279
8596,3.342364817,7.603003183
8597,2.46270317,8.503383719
8598,2.789521922,6.526520866
8599,2.6408599,6.991511827
8600,2.105288133,9.062090381
8601,2.663752193,6.553234889
8602,2.289599198,8.286190154
8603,2.16250851,8.251919649
8604,3.091604804,6.54274808
8605,3.967557103,7.252628731
8606,2.264928997,7.348675024
8607,3.088309197,7.560399556
8608,3.020519229,7.013369517
8609,2.322893994,7.317483305
8610,2.902790235,6.228318641
8611,3.11773211,7.106584382
8612,3.373316961,6.587622799
8613,3.424544522,6.279774262
8614,3.076367808,7.128394873
8615,3.162220557,6.49472436
8616,1.898325647,8.819345435
8617,3.574922821,7.682487913
8618,2.529890359,7.095540084
8619,3.115720567,6.975910917
8620,2.581066264,9.255827662
8621,2.054425313,7.901153015
8622,2.363129198,7.598564621
8623,3.563815206,6.466770394
8624,3.202295183,7.142872594
8625,3.073529521,6.844955061
8626,4.514086711,7.277007769
8627,3.167844027,7.381125854
8628,2.591312226,7.552724067
8629,2.834102813,7.150099493
8630,3.251713793,7.573424394
8631,4.283286196,6.800195632
8632,2.786251464,7.64689217
8633,2.859069388,6.695362259
8634,2.824177727,7.19804056
8635,3.451930113,7.117296759
8636,4.099875344,6.669872741
8637,3.014431,7.121327865
8638,3.153522991,6.996514438
8639,3.299957803,7.294849591
8640,2.407752383,6.698099967
8641,2.421637808,7.098482276
8642,2.754518219,6.814239423
8643,2.924219391,6.690698179
8644,2.083713599,8.537578467
8645,3.505745046,6.858835525
8646,2.483195754,7.471298463
8647,3.351379125,7.506433479
8648,2.805363383,7.823110791
8649,3.496177617,7.791787051
8650,3.521900696,7.35524785
8651,2.591925182,7.689145144
8652,3.046492933,6.747385275
8653,2.607907034,7.946587895
8654,2.01614314,7.453292607
8655,3.61851264,6.387139314
8656,2.95696614,6.535181214
8657,3.089745782,7.589819428
8658,1.851668945,7.365157785
8659,2.911578469,7.726544688
8660,2.960084354,7.559491399
8661,2.363466676,7.232316835
8662,2.425236452,7.240562816
8663,2.240760254,7.66195294
8664,3.833082131,7.187821472
8665,2.610810909,7.885612498
8666,2.474531228,7.181695414
8667,3.00512674,6.205929306
8668,3.350971499,7.52378548
8669,3.814422603,6.789388498
8670,2.561730111,7.6362983
8671,3.562563343,7.826491056
8672,3.948010495,7.70832528
8673,2.227649657,7.82628531
8674,2.785366218,6.708272828
8675,3.418538737,7.152896815
8676,2.833191918,7.215267585
8677,1.967548126,7.580351515
8678,3.201632001,7.083307757
8679,3.219841431,6.402847496
8680,3.196159068,6.534069308
8681,2.797506508,7.238367419
8682,3.377073008,6.621186865
8683,2.662340008,7.107663541
8684,2.693095346,6.999932575
8685,3.57717456,7.102773725
8686,2.146790961,5.975257706
8687,3.809080139,6.942608167
8688,2.550078727,8.936075312
8689,4.202847306,6.502494159
8690,2.052957191,7.823681107
8691,2.877245369,8.139985818
8692,2.266744815,6.523313026
8693,2.435930613,7.745445798
8694,2.426224302,7.874940463
8695,2.188197266,7.084990953
8696,3.118263376,6.626599694
8697,2.800602301,6.919790534
8698,3.09096039,7.773963583
8699,3.052826034,7.064181152
8700,3.040800258,7.16486713
8701,2.620302077,6.625735972
8702,2.059152188,7.389007859
8703,2.863412287,8.44850266
8704,3.475994208,7.205046056
8705,2.360919043,8.312410867
8706,2.267019535,6.464854539
8707,3.694305879,6.832039028
8708,3.418823581,6.230632848
8709,2.404118845,6.073752126
8710,3.74671357,7.515056328
8711,2.770730896,8.510214561
8712,3.121552731,7.696461456
8713,3.688155544,7.010301053
8714,3.246433396,6.523423563
8715,1.94634842,6.429364056
8716,2.346519462,8.052426538
8717,3.29478442,7.201263951
8718,3.279437999,6.291409633
8719,3.209606212,7.176823943
8720,3.038952562,7.498433103
8721,3.288440482,7.742302907
8722,3.83290258,6.468152578
8723,2.401259415,7.864540504
8724,3.809939072,6.459950402
8725,2.87157178,7.573340214
8726,3.399884146,6.970964044
8727,2.797326183,7.628442842
8728,3.256857052,6.816625358
8729,3.021131835,6.862809683
8730,3.295755414,7.463621565
8731,3.236660662,6.85609304
8732,3.227289208,7.834886555
8733,2.662956602,7.096381537
8734,2.505587954,8.167918228
8735,2.834992041,7.417198291
8736,2.260706005,8.369237495
8737,4.0894505,7.173824059
8738,3.415054864,7.291731004
8739,4.429209623,7.922578854
8740,3.236789965,7.170091355
8741,3.550097892,6.858915247
8742,3.918553097,6.966667606
8743,2.916835166,6.775323964
8744,3.160706496,6.10980949
8745,3.049024297,6.946685846
8746,3.099974009,7.927790422
8747,2.795540977,6.799915933
8748,2.72538644,8.16252203
8749,3.470874078,6.527411316
8750,2.430240858,7.735729491
8751,2.932231356,6.801984185
8752,2.551400034,7.459886976
8753,3.345041059,6.426526575
8754,3.173813935,7.504690523
